0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
"(7010, 116.0, 0.47242)","(3578, 116.0, 0.77446)","(6461, 116.0, 0.45662)","(6323, 116.0, 0.43229)","(4099, 116.0, 0.93036)","(3205, 116.0, 0.80874)","(1291, 116.0, 1.42232)","(7300, 116.0, 0.34545)","(3578, 116.0, 0.77462)","(4099, 116.0, 0.93078)","(1230, 116.0, 1.0084)","(4351, 116.0, 0.82542)","(7010, 116.0, 0.47641)","(4351, 116.0, 0.82537)","(7300, 116.0, 0.34011)","(3205, 116.0, 0.80923)","(3205, 116.0, 0.80874)","(7010, 116.0, 0.47056)","(2169, 116.0, 0.23172)","(3785, 116.0, 0.32859)","(7010, 116.0, 0.47242)","(3578, 116.0, 0.77446)","(2978, 116.0, 0.99426)","(3578, 116.0, 0.77529)","(4099, 116.0, 0.93122)","(3205, 116.0, 0.80923)","(3205, 116.0, 0.80874)","(598, 116.0, 0.7918)","(598, 116.0, 0.78675)","(2822, 116.0, 0.75908)","(7202, 116.0, 0.48099)","(7202, 116.0, 0.48032)","(5851, 116.0, 0.59812)","(3205, 116.0, 0.81005)","(3205, 116.0, 0.80923)","(6323, 116.0, 0.4256)","(6323, 116.0, 0.42782)","(7010, 116.0, 0.47242)","(1291, 116.0, 1.42232)","(4099, 116.0, 0.93122)","(2798, 116.0, 1.0144)","(7010, 116.0, 0.47153)","(7010, 116.0, 0.47056)","(4275, 116.0, 1.09866)","(2798, 116.0, 1.0144)","(4099, 116.0, 0.93122)","(7010, 116.0, 0.47153)","(7010, 116.0, 0.47056)","(7010, 116.0, 0.47242)","(1291, 116.0, 1.42232)","(4099, 116.0, 0.92933)","(1291, 116.0, 1.42101)","(1566, 116.0, 0.68963)","(3205, 116.0, 0.80923)","(3598, 116.0, 0.40289)","(330, 116.0, 0.31049)","(4592, 116.0, 0.6463)","(6874, 116.0, 0.91679)","(4232, 116.0, 0.28626)","(4099, 116.0, 0.93122)","(6533, 116.0, 0.31113)","(7010, 116.0, 0.47153)","(2978, 116.0, 0.99426)","(6879, 116.0, 0.37665)","(831, 116.0, 0.34677)","(2617, 116.0, 0.22641)","(5523, 116.0, 0.55685)"
"(4099, 115.0, 0.93078)","(1291, 115.0, 1.41836)","(313, 115.0, 0.42735)","(3205, 115.0, 0.80874)","(6323, 115.0, 0.42666)","(1291, 115.0, 1.41836)","(4506, 115.0, 0.82166)","(7218, 115.0, 0.55474)","(4099, 115.0, 0.93036)","(3578, 115.0, 0.77505)","(3578, 115.0, 0.77529)","(4099, 115.0, 0.93078)","(1230, 115.0, 1.00267)","(6323, 115.0, 0.42666)","(5411, 115.0, 0.93572)","(7300, 115.0, 0.34125)","(7300, 115.0, 0.34545)","(1291, 115.0, 1.42232)","(5762, 115.0, 0.44032)","(2065, 115.0, 0.79711)","(4099, 115.0, 0.93078)","(7218, 115.0, 0.55474)","(7089, 115.0, 0.35235)","(4099, 115.0, 0.93122)","(7010, 115.0, 0.47056)","(1566, 115.0, 0.68915)","(1552, 115.0, 0.94791)","(3092, 115.0, 1.2545)","(3092, 115.0, 1.25387)","(2169, 115.0, 0.23444)","(2822, 115.0, 0.76155)","(2822, 115.0, 0.76053)","(74, 115.0, 1.0522)","(1291, 115.0, 1.42232)","(1291, 115.0, 1.42101)","(1566, 115.0, 0.68963)","(1566, 115.0, 0.68915)","(1291, 115.0, 1.42101)","(6323, 115.0, 0.4256)","(4506, 115.0, 0.82166)","(3092, 115.0, 1.25387)","(3578, 115.0, 0.77462)","(4099, 115.0, 0.93122)","(7202, 115.0, 0.47571)","(2134, 115.0, 0.34191)","(7010, 115.0, 0.47056)","(4099, 115.0, 0.93036)","(3376, 115.0, 1.3799)","(3376, 115.0, 1.37878)","(3092, 115.0, 1.25585)","(3578, 115.0, 0.77446)","(7202, 115.0, 0.47919)","(1230, 115.0, 1.0084)","(6323, 115.0, 0.42782)","(6699, 115.0, 0.3396)","(3449, 115.0, 1.09454)","(124, 115.0, 0.68219)","(2131, 115.0, 0.65216)","(3205, 115.0, 0.80874)","(7010, 115.0, 0.47056)","(5574, 115.0, 0.39115)","(5411, 115.0, 0.93523)","(1846, 115.0, 0.66187)","(1940, 115.0, 1.05613)","(4370, 115.0, 0.96973)","(7095, 115.0, 0.61352)","(1942, 115.0, 0.4037)"
"(1291, 114.0, 1.42101)","(4099, 114.0, 0.92933)","(2015, 114.0, 0.45688)","(1291, 114.0, 1.41836)","(3205, 114.0, 0.80923)","(7010, 114.0, 0.47641)","(2822, 114.0, 0.76155)","(1291, 114.0, 1.41836)","(1291, 114.0, 1.4214)","(1291, 114.0, 1.42101)","(4351, 114.0, 0.82625)","(6323, 114.0, 0.42782)","(3578, 114.0, 0.77446)","(5411, 114.0, 0.93523)","(4099, 114.0, 0.93122)","(5411, 114.0, 0.93526)","(5411, 114.0, 0.93614)","(3578, 114.0, 0.77529)","(3785, 114.0, 0.32809)","(5935, 114.0, 0.48295)","(1291, 114.0, 1.42101)","(1291, 114.0, 1.41836)","(1020, 114.0, 0.72924)","(7010, 114.0, 0.47056)","(3578, 114.0, 0.77529)","(4099, 114.0, 0.93078)","(3092, 114.0, 1.25387)","(3697, 114.0, 0.88351)","(3697, 114.0, 0.87856)","(7202, 114.0, 0.47571)","(5350, 114.0, 0.71117)","(5350, 114.0, 0.71027)","(1855, 114.0, 0.63229)","(7010, 114.0, 0.47056)","(7010, 114.0, 0.47242)","(2822, 114.0, 0.76155)","(2822, 114.0, 0.76068)","(4099, 114.0, 0.93078)","(4099, 114.0, 0.93122)","(2169, 114.0, 0.23068)","(5350, 114.0, 0.70537)","(1566, 114.0, 0.68887)","(3578, 114.0, 0.77529)","(1792, 114.0, 1.25808)","(6297, 114.0, 0.55506)","(3205, 114.0, 0.81005)","(1291, 114.0, 1.4214)","(2822, 114.0, 0.76155)","(2822, 114.0, 0.76068)","(4232, 114.0, 0.2905)","(1291, 114.0, 1.41836)","(6282, 114.0, 0.40856)","(2822, 114.0, 0.76155)","(1566, 114.0, 0.68915)","(2199, 114.0, 0.41852)","(1230, 114.0, 1.00709)","(3287, 114.0, 0.21378)","(7202, 114.0, 0.47919)","(7148, 114.0, 0.33902)","(3205, 114.0, 0.81005)","(7010, 114.0, 0.47153)","(1566, 114.0, 0.68887)","(463, 114.0, 0.5354)","(4555, 114.0, 0.40999)","(6969, 114.0, 0.99661)","(3143, 114.0, 0.42189)","(5237, 114.0, 0.1764)"
"(1566, 113.0, 0.68915)","(3205, 113.0, 0.80874)","(7296, 113.0, 0.27583)","(7218, 113.0, 0.55474)","(1291, 113.0, 1.4214)","(4099, 113.0, 0.92933)","(6824, 113.0, 1.36196)","(4506, 113.0, 0.81875)","(3205, 113.0, 0.80923)","(1566, 113.0, 0.68915)","(4099, 113.0, 0.93122)","(5411, 113.0, 0.93526)","(4351, 113.0, 0.82199)","(330, 113.0, 0.30929)","(4370, 113.0, 0.96997)","(4099, 113.0, 0.93078)","(4099, 113.0, 0.92933)","(1566, 113.0, 0.68963)","(2065, 113.0, 0.79678)","(4079, 113.0, 0.31678)","(1566, 113.0, 0.68915)","(1566, 113.0, 0.6865)","(4099, 113.0, 0.93036)","(1566, 113.0, 0.68963)","(1566, 113.0, 0.68963)","(7202, 113.0, 0.47919)","(4099, 113.0, 0.92933)","(1291, 113.0, 1.42101)","(1291, 113.0, 1.41836)","(1566, 113.0, 0.6865)","(3509, 113.0, 0.41334)","(3509, 113.0, 0.41423)","(1952, 113.0, 0.40777)","(4099, 113.0, 0.93122)","(4099, 113.0, 0.93078)","(3205, 113.0, 0.81005)","(3205, 113.0, 0.80923)","(3205, 113.0, 0.80923)","(6980, 113.0, 0.39443)","(6824, 113.0, 1.36196)","(4506, 113.0, 0.81875)","(4099, 113.0, 0.93036)","(1566, 113.0, 0.68963)","(1767, 113.0, 0.87738)","(6323, 113.0, 0.43229)","(1291, 113.0, 1.42232)","(1566, 113.0, 0.68887)","(7218, 113.0, 0.56171)","(7218, 113.0, 0.56025)","(1566, 113.0, 0.68963)","(1566, 113.0, 0.6865)","(1230, 113.0, 1.00709)","(3509, 113.0, 0.41334)","(6736, 113.0, 0.86447)","(5615, 113.0, 0.3471)","(3578, 113.0, 0.77505)","(6084, 113.0, 0.54999)","(752, 113.0, 1.3349)","(2822, 113.0, 0.75908)","(1291, 113.0, 1.42232)","(752, 113.0, 1.33528)","(3092, 113.0, 1.25476)","(1720, 113.0, 1.06913)","(2218, 113.0, 0.28398)","(6736, 113.0, 0.86447)","(957, 113.0, 0.64227)","(6364, 113.0, 0.36054)"
"(3205, 112.0, 0.80923)","(1566, 112.0, 0.6865)","(3803, 112.0, 0.4074)","(1566, 112.0, 0.6865)","(7218, 112.0, 0.5609)","(7202, 112.0, 0.47571)","(2169, 112.0, 0.23068)","(2822, 112.0, 0.75908)","(1566, 112.0, 0.68887)","(3205, 112.0, 0.80923)","(6323, 112.0, 0.4256)","(330, 112.0, 0.31049)","(4099, 112.0, 0.92933)","(3092, 112.0, 1.25476)","(4506, 112.0, 0.82166)","(4370, 112.0, 0.96973)","(4370, 112.0, 0.9664)","(3205, 112.0, 0.81005)","(5935, 112.0, 0.48245)","(2265, 112.0, 0.43055)","(7218, 112.0, 0.56025)","(2822, 112.0, 0.75908)","(4655, 112.0, 0.44172)","(3205, 112.0, 0.81005)","(3205, 112.0, 0.81005)","(3578, 112.0, 0.77505)","(1566, 112.0, 0.6865)","(4099, 112.0, 0.93078)","(4099, 112.0, 0.92933)","(7300, 112.0, 0.34545)","(3578, 112.0, 0.77529)","(3578, 112.0, 0.77462)","(6323, 112.0, 0.42666)","(1566, 112.0, 0.68963)","(1566, 112.0, 0.68915)","(3697, 112.0, 0.88486)","(3697, 112.0, 0.88351)","(7218, 112.0, 0.56025)","(7218, 112.0, 0.56171)","(7010, 112.0, 0.47056)","(6824, 112.0, 1.35704)","(3205, 112.0, 0.80923)","(3205, 112.0, 0.81005)","(7206, 112.0, 0.91163)","(6969, 112.0, 0.99241)","(7218, 112.0, 0.56171)","(2822, 112.0, 0.76053)","(330, 112.0, 0.30837)","(330, 112.0, 0.31049)","(4099, 112.0, 0.93122)","(3205, 112.0, 0.80874)","(4351, 112.0, 0.82542)","(4351, 112.0, 0.82625)","(4232, 112.0, 0.28931)","(1841, 112.0, 0.89545)","(2930, 112.0, 1.16614)","(1540, 112.0, 0.26806)","(3092, 112.0, 1.2545)","(3697, 112.0, 0.87856)","(1566, 112.0, 0.68963)","(5189, 112.0, 0.94868)","(4370, 112.0, 0.96937)","(3823, 112.0, 0.27532)","(1466, 112.0, 0.30817)","(5411, 112.0, 0.93526)","(243, 112.0, 0.28732)","(1106, 112.0, 0.55733)"
"(7218, 111.0, 0.56025)","(7300, 111.0, 0.34545)","(6477, 111.0, 0.91177)","(7300, 111.0, 0.34545)","(1566, 111.0, 0.68887)","(7218, 111.0, 0.55474)","(4351, 111.0, 0.82625)","(6824, 111.0, 1.35704)","(7218, 111.0, 0.5609)","(2822, 111.0, 0.76068)","(5411, 111.0, 0.93572)","(3092, 111.0, 1.2545)","(6323, 111.0, 0.43229)","(3205, 111.0, 0.80923)","(3092, 111.0, 1.25585)","(4506, 111.0, 0.82121)","(4506, 111.0, 0.81875)","(2822, 111.0, 0.76155)","(4079, 111.0, 0.31731)","(2447, 111.0, 0.33205)","(2822, 111.0, 0.76068)","(4099, 111.0, 0.92933)","(6528, 111.0, 0.90731)","(7218, 111.0, 0.56171)","(2822, 111.0, 0.76155)","(7010, 111.0, 0.47242)","(2930, 111.0, 1.16629)","(1566, 111.0, 0.68915)","(1566, 111.0, 0.6865)","(3205, 111.0, 0.80874)","(4351, 111.0, 0.82625)","(4351, 111.0, 0.82537)","(2071, 111.0, 1.02395)","(7218, 111.0, 0.56171)","(7218, 111.0, 0.56025)","(7300, 111.0, 0.34011)","(7300, 111.0, 0.34125)","(1566, 111.0, 0.68915)","(3205, 111.0, 0.81005)","(2822, 111.0, 0.76155)","(1689, 111.0, 1.21724)","(2822, 111.0, 0.76053)","(2822, 111.0, 0.76155)","(7253, 111.0, 0.39571)","(2169, 111.0, 0.23444)","(1566, 111.0, 0.68963)","(3205, 111.0, 0.80923)","(4506, 111.0, 0.82166)","(4506, 111.0, 0.82121)","(7300, 111.0, 0.34011)","(2822, 111.0, 0.75908)","(7010, 111.0, 0.47242)","(5350, 111.0, 0.71117)","(6783, 111.0, 0.7254)","(3782, 111.0, 0.79753)","(6149, 111.0, 0.89213)","(6237, 111.0, 0.57662)","(443, 111.0, 0.19075)","(7010, 111.0, 0.47641)","(7218, 111.0, 0.56171)","(1071, 111.0, 0.46362)","(6282, 111.0, 0.40722)","(7293, 111.0, 0.82099)","(2131, 111.0, 0.65216)","(3232, 111.0, 0.75915)","(4594, 111.0, 0.42445)","(6324, 111.0, 0.34646)"
"(2822, 110.0, 0.76068)","(2822, 110.0, 0.75908)","(5439, 110.0, 0.26307)","(7202, 110.0, 0.47571)","(7300, 110.0, 0.34058)","(1566, 110.0, 0.6865)","(7202, 110.0, 0.48099)","(2169, 110.0, 0.23444)","(2822, 110.0, 0.76053)","(7218, 110.0, 0.56025)","(330, 110.0, 0.30837)","(3205, 110.0, 0.80923)","(5411, 110.0, 0.93614)","(120, 110.0, 0.27972)","(1566, 110.0, 0.68963)","(3092, 110.0, 1.2545)","(3092, 110.0, 1.25387)","(7218, 110.0, 0.56171)","(2265, 110.0, 0.43173)","(6998, 110.0, 0.34987)","(3205, 110.0, 0.80923)","(4506, 110.0, 0.81875)","(3030, 110.0, 0.95839)","(2822, 110.0, 0.76155)","(7300, 110.0, 0.34011)","(1552, 110.0, 0.94869)","(7300, 110.0, 0.34545)","(11, 110.0, 1.04818)","(11, 110.0, 1.04499)","(4351, 110.0, 0.82199)","(7300, 110.0, 0.34011)","(7300, 110.0, 0.34058)","(4318, 110.0, 0.31399)","(7202, 110.0, 0.48099)","(7202, 110.0, 0.47919)","(7218, 110.0, 0.56171)","(7218, 110.0, 0.56025)","(4506, 110.0, 0.82121)","(7300, 110.0, 0.34011)","(3205, 110.0, 0.81005)","(3376, 110.0, 1.37712)","(7218, 110.0, 0.5609)","(7218, 110.0, 0.56171)","(6766, 110.0, 0.72192)","(11, 110.0, 1.04499)","(7202, 110.0, 0.48099)","(7218, 110.0, 0.5609)","(1689, 110.0, 1.21969)","(1689, 110.0, 1.2188)","(11, 110.0, 1.04886)","(7300, 110.0, 0.34545)","(3697, 110.0, 0.88351)","(6824, 110.0, 1.36196)","(3697, 110.0, 0.88351)","(5515, 110.0, 0.29623)","(4099, 110.0, 0.93078)","(2952, 110.0, 0.67501)","(717, 110.0, 0.55308)","(1566, 110.0, 0.6865)","(2822, 110.0, 0.76155)","(876, 110.0, 0.49051)","(4506, 110.0, 0.82088)","(4673, 110.0, 1.04406)","(2050, 110.0, 0.4477)","(1566, 110.0, 0.68915)","(4337, 110.0, 0.47552)","(3511, 110.0, 0.26677)"
"(7300, 109.0, 0.34125)","(7218, 109.0, 0.55474)","(7156, 109.0, 0.41131)","(2822, 109.0, 0.75908)","(7202, 109.0, 0.48032)","(4506, 109.0, 0.81875)","(3205, 109.0, 0.81005)","(4351, 109.0, 0.82199)","(7300, 109.0, 0.34058)","(7300, 109.0, 0.34125)","(3092, 109.0, 1.25585)","(120, 109.0, 0.27918)","(330, 109.0, 0.31509)","(4370, 109.0, 0.96937)","(2822, 109.0, 0.76155)","(1566, 109.0, 0.68915)","(1566, 109.0, 0.6865)","(7300, 109.0, 0.34011)","(2447, 109.0, 0.33102)","(7218, 109.0, 0.5609)","(7300, 109.0, 0.34125)","(3205, 109.0, 0.80874)","(7202, 109.0, 0.48032)","(7300, 109.0, 0.34011)","(7218, 109.0, 0.56171)","(4351, 109.0, 0.82542)","(3697, 109.0, 0.87856)","(7300, 109.0, 0.34125)","(7300, 109.0, 0.34545)","(6642, 109.0, 0.38927)","(1566, 109.0, 0.68963)","(1566, 109.0, 0.68887)","(4871, 109.0, 0.43955)","(7300, 109.0, 0.34011)","(7300, 109.0, 0.34125)","(7202, 109.0, 0.48099)","(7202, 109.0, 0.47919)","(2822, 109.0, 0.76068)","(4506, 109.0, 0.82166)","(1566, 109.0, 0.68963)","(115, 109.0, 0.48927)","(4506, 109.0, 0.82088)","(7300, 109.0, 0.34011)","(6961, 109.0, 0.63662)","(7300, 109.0, 0.34545)","(2822, 109.0, 0.76155)","(7202, 109.0, 0.48032)","(6120, 109.0, 0.28753)","(6120, 109.0, 0.28661)","(1552, 109.0, 0.94961)","(7202, 109.0, 0.47571)","(4099, 109.0, 0.93078)","(2813, 109.0, 1.12342)","(7300, 109.0, 0.34125)","(242, 109.0, 0.41857)","(6323, 109.0, 0.42782)","(2137, 109.0, 0.35847)","(6861, 109.0, 0.2782)","(1291, 109.0, 1.41836)","(7300, 109.0, 0.34011)","(5794, 109.0, 0.34908)","(4099, 109.0, 0.93036)","(2283, 109.0, 0.63067)","(1775, 109.0, 0.44761)","(2987, 109.0, 1.2335)","(5999, 109.0, 0.31065)","(3284, 109.0, 0.33135)"
"(7202, 108.0, 0.47919)","(3697, 108.0, 0.87856)","(702, 108.0, 0.52891)","(4351, 108.0, 0.82199)","(2822, 108.0, 0.76053)","(7300, 108.0, 0.34545)","(6642, 108.0, 0.38417)","(7202, 108.0, 0.47571)","(4506, 108.0, 0.82088)","(7202, 108.0, 0.47919)","(3205, 108.0, 0.81005)","(6783, 108.0, 0.7254)","(3092, 108.0, 1.25387)","(6783, 108.0, 0.72652)","(6282, 108.0, 0.40702)","(2822, 108.0, 0.76068)","(2822, 108.0, 0.75908)","(4506, 108.0, 0.82166)","(6998, 108.0, 0.34932)","(6448, 108.0, 0.75166)","(7202, 108.0, 0.47919)","(7202, 108.0, 0.47571)","(1488, 108.0, 1.06644)","(7202, 108.0, 0.48099)","(4506, 108.0, 0.82166)","(3092, 108.0, 1.2545)","(4232, 108.0, 0.28626)","(2822, 108.0, 0.76068)","(2822, 108.0, 0.75908)","(3578, 108.0, 0.77446)","(6969, 108.0, 0.99817)","(6969, 108.0, 0.99716)","(5073, 108.0, 0.86848)","(2822, 108.0, 0.76155)","(2822, 108.0, 0.76068)","(1291, 108.0, 1.42232)","(1291, 108.0, 1.42101)","(7300, 108.0, 0.34125)","(3697, 108.0, 0.88486)","(1291, 108.0, 1.42232)","(598, 108.0, 0.78675)","(3092, 108.0, 1.25476)","(4506, 108.0, 0.82166)","(1689, 108.0, 1.21724)","(6713, 108.0, 1.36259)","(7300, 108.0, 0.34011)","(3697, 108.0, 0.88392)","(3578, 108.0, 0.77529)","(3578, 108.0, 0.77505)","(7269, 108.0, 0.45591)","(7218, 108.0, 0.55474)","(6824, 108.0, 1.36022)","(7010, 108.0, 0.47056)","(3047, 108.0, 1.15613)","(5823, 108.0, 0.41466)","(1720, 108.0, 1.06886)","(3018, 108.0, 0.52998)","(2169, 108.0, 0.23172)","(7218, 108.0, 0.55474)","(4506, 108.0, 0.82166)","(4476, 108.0, 0.42215)","(7218, 108.0, 0.5609)","(3092, 108.0, 1.25476)","(2012, 108.0, 0.34663)","(6282, 108.0, 0.40856)","(1064, 108.0, 0.34727)","(2079, 108.0, 0.45303)"
"(6980, 107.0, 0.39551)","(3092, 107.0, 1.25387)","(4092, 107.0, 0.62544)","(6980, 107.0, 0.39948)","(4351, 107.0, 0.82537)","(4351, 107.0, 0.82199)","(1566, 107.0, 0.68963)","(3205, 107.0, 0.80874)","(7202, 107.0, 0.48032)","(4506, 107.0, 0.82121)","(120, 107.0, 0.2805)","(2035, 107.0, 0.47129)","(3205, 107.0, 0.80874)","(2035, 107.0, 0.47143)","(3697, 107.0, 0.88486)","(6282, 107.0, 0.40856)","(6282, 107.0, 0.41223)","(7202, 107.0, 0.48099)","(7218, 107.0, 0.56025)","(5125, 107.0, 0.75954)","(4506, 107.0, 0.82121)","(7300, 107.0, 0.34545)","(6120, 107.0, 0.2876)","(3092, 107.0, 1.25585)","(6980, 107.0, 0.39443)","(3697, 107.0, 0.88351)","(2850, 107.0, 1.14655)","(7269, 107.0, 0.45646)","(7269, 107.0, 0.45395)","(7218, 107.0, 0.55474)","(6980, 107.0, 0.39443)","(6980, 107.0, 0.39515)","(7248, 107.0, 0.46972)","(4506, 107.0, 0.82166)","(4506, 107.0, 0.82121)","(3092, 107.0, 1.25585)","(3092, 107.0, 1.2545)","(6980, 107.0, 0.39551)","(4370, 107.0, 0.96997)","(7300, 107.0, 0.34011)","(6736, 107.0, 0.86071)","(7300, 107.0, 0.34058)","(6980, 107.0, 0.39443)","(4232, 107.0, 0.28626)","(6282, 107.0, 0.41223)","(4506, 107.0, 0.82166)","(7300, 107.0, 0.34058)","(3205, 107.0, 0.81005)","(3205, 107.0, 0.80923)","(3697, 107.0, 0.88486)","(4351, 107.0, 0.82199)","(3092, 107.0, 1.2545)","(6980, 107.0, 0.39443)","(2822, 107.0, 0.76068)","(4458, 107.0, 0.27243)","(3092, 107.0, 1.2545)","(5142, 107.0, 0.66913)","(6149, 107.0, 0.89213)","(6642, 107.0, 0.38927)","(7202, 107.0, 0.48099)","(2167, 107.0, 0.17252)","(7202, 107.0, 0.48032)","(6496, 107.0, 0.17997)","(5061, 107.0, 0.40692)","(6120, 107.0, 0.28661)","(430, 107.0, 0.45526)","(5493, 107.0, 0.42492)"
"(4351, 106.0, 0.82542)","(4506, 106.0, 0.81875)","(2175, 106.0, 0.72512)","(3697, 106.0, 0.87856)","(6980, 106.0, 0.39515)","(3092, 106.0, 1.25387)","(11, 106.0, 1.04886)","(6642, 106.0, 0.38927)","(6980, 106.0, 0.39515)","(4351, 106.0, 0.82542)","(4370, 106.0, 0.96997)","(2930, 106.0, 1.16614)","(120, 106.0, 0.27701)","(2930, 106.0, 1.16607)","(11, 106.0, 1.04886)","(3697, 106.0, 0.88351)","(3697, 106.0, 0.87856)","(6980, 106.0, 0.39443)","(6448, 106.0, 0.75248)","(1530, 106.0, 0.2985)","(6980, 106.0, 0.39551)","(6980, 106.0, 0.39948)","(2356, 106.0, 0.67554)","(4506, 106.0, 0.82166)","(7202, 106.0, 0.48099)","(2822, 106.0, 0.76068)","(11, 106.0, 1.04499)","(7202, 106.0, 0.47919)","(7202, 106.0, 0.47571)","(4506, 106.0, 0.81875)","(2813, 106.0, 1.12342)","(2813, 106.0, 1.1225)","(4555, 106.0, 0.40857)","(4351, 106.0, 0.82625)","(4351, 106.0, 0.82542)","(4370, 106.0, 0.96997)","(4370, 106.0, 0.96973)","(7202, 106.0, 0.47919)","(2822, 106.0, 0.76155)","(4351, 106.0, 0.82625)","(2987, 106.0, 1.23338)","(7202, 106.0, 0.48032)","(7202, 106.0, 0.48099)","(7193, 106.0, 0.3975)","(3449, 106.0, 1.09051)","(4351, 106.0, 0.82625)","(3092, 106.0, 1.25476)","(6783, 106.0, 0.72704)","(6783, 106.0, 0.7254)","(4506, 106.0, 0.82166)","(3697, 106.0, 0.87856)","(3578, 106.0, 0.77505)","(3578, 106.0, 0.77529)","(11, 106.0, 1.04818)","(2241, 106.0, 0.61297)","(11, 106.0, 1.04818)","(1567, 106.0, 0.37796)","(5329, 106.0, 0.25869)","(7202, 106.0, 0.47571)","(6642, 106.0, 0.38417)","(4901, 106.0, 0.55006)","(2822, 106.0, 0.76053)","(6738, 106.0, 1.21744)","(3828, 106.0, 0.304)","(4506, 106.0, 0.82121)","(2756, 106.0, 0.36747)","(2533, 106.0, 0.75267)"
"(4506, 105.0, 0.82121)","(6980, 105.0, 0.39948)","(6642, 105.0, 0.38569)","(4506, 105.0, 0.81875)","(3697, 105.0, 0.88392)","(6980, 105.0, 0.39948)","(2930, 105.0, 1.1668)","(1566, 105.0, 0.6865)","(4351, 105.0, 0.82537)","(3697, 105.0, 0.88351)","(6783, 105.0, 0.72704)","(3509, 105.0, 0.41567)","(4370, 105.0, 0.9664)","(3509, 105.0, 0.41423)","(7218, 105.0, 0.56171)","(11, 105.0, 1.04818)","(11, 105.0, 1.04499)","(6642, 105.0, 0.38417)","(5125, 105.0, 0.76019)","(598, 105.0, 0.79261)","(4351, 105.0, 0.82542)","(6642, 105.0, 0.38927)","(2404, 105.0, 0.93247)","(6980, 105.0, 0.39443)","(6642, 105.0, 0.38417)","(6980, 105.0, 0.39551)","(5411, 105.0, 0.93614)","(4506, 105.0, 0.82121)","(4506, 105.0, 0.81875)","(3697, 105.0, 0.87856)","(6824, 105.0, 1.36196)","(6824, 105.0, 1.36082)","(2134, 105.0, 0.3382)","(6980, 105.0, 0.39443)","(6980, 105.0, 0.39551)","(7148, 105.0, 0.33221)","(7148, 105.0, 0.33428)","(4351, 105.0, 0.82542)","(4351, 105.0, 0.82625)","(6642, 105.0, 0.38417)","(4666, 105.0, 0.41537)","(6980, 105.0, 0.39515)","(3092, 105.0, 1.25585)","(7065, 105.0, 0.53297)","(3047, 105.0, 1.15221)","(6642, 105.0, 0.38417)","(6980, 105.0, 0.39515)","(4351, 105.0, 0.82625)","(4351, 105.0, 0.82542)","(2930, 105.0, 1.1668)","(4506, 105.0, 0.81875)","(5350, 105.0, 0.70974)","(3205, 105.0, 0.81005)","(1552, 105.0, 0.94869)","(6685, 105.0, 0.26828)","(6804, 105.0, 0.75542)","(993, 105.0, 0.46586)","(7223, 105.0, 0.21448)","(6980, 105.0, 0.39948)","(6980, 105.0, 0.39443)","(1353, 105.0, 0.68229)","(6980, 105.0, 0.39515)","(5613, 105.0, 0.38785)","(6114, 105.0, 0.91685)","(3578, 105.0, 0.77505)","(1992, 105.0, 0.31337)","(3356, 105.0, 0.25427)"
