0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
"(3067, 89.0, 0.79064)","(3067, 89.0, 0.79058)","(7268, 89.0, 0.33178)","(7176, 89.0, 0.6397)","(7176, 89.0, 0.63957)","(6713, 89.0, 1.36748)","(6713, 89.0, 1.36543)","(7087, 89.0, 0.41622)","(7176, 89.0, 0.63781)","(7268, 89.0, 0.33169)","(1120, 89.0, 0.85779)","(6713, 89.0, 1.3668)","(157, 89.0, 0.31832)","(5403, 89.0, 0.54536)","(3207, 89.0, 0.26395)","(773, 89.0, 0.26658)","(2924, 89.0, 0.3865)","(815, 89.0, 0.44733)","(2752, 89.0, 0.52528)","(1337, 89.0, 0.91262)","(5532, 89.0, 0.31264)","(1337, 89.0, 0.91303)","(572, 89.0, 0.73204)","(4810, 89.0, 0.47233)","(4810, 89.0, 0.47108)","(157, 89.0, 0.31584)","(5403, 89.0, 0.54525)","(6713, 89.0, 1.36748)","(6713, 89.0, 1.36254)","(4810, 89.0, 0.47042)","(6827, 89.0, 1.06861)","(7268, 89.0, 0.33169)","(4810, 89.0, 0.47108)","(1230, 89.0, 1.00728)","(1787, 89.0, 1.20964)","(1787, 89.0, 1.20901)","(2786, 89.0, 0.81742)","(3207, 89.0, 0.26464)","(3207, 89.0, 0.26395)","(4810, 89.0, 0.47233)","(4810, 89.0, 0.47602)","(3067, 89.0, 0.78916)","(3067, 89.0, 0.79058)","(157, 89.0, 0.31841)","(6713, 89.0, 1.3668)","(3207, 89.0, 0.26326)","(3207, 89.0, 0.26467)","(1787, 89.0, 1.20696)","(7176, 89.0, 0.6397)","(3067, 89.0, 0.79029)","(3067, 89.0, 0.78916)","(2786, 89.0, 0.82136)","(773, 89.0, 0.26632)","(5532, 89.0, 0.31722)","(4988, 89.0, 0.32831)","(3067, 89.0, 0.79029)","(3067, 89.0, 0.79058)","(6713, 89.0, 1.36254)","(4112, 89.0, 0.18831)","(6957, 89.0, 0.64727)","(853, 89.0, 0.37177)","(3207, 89.0, 0.26464)","(5403, 89.0, 0.54577)","(1343, 89.0, 0.36462)","(5403, 89.0, 0.54525)","(7176, 89.0, 0.63957)","(525, 89.0, 0.26983)","(2786, 89.0, 0.81742)","(157, 89.0, 0.31822)","(7268, 89.0, 0.33231)","(2902, 89.0, 1.49103)","(6713, 89.0, 1.36748)","(7268, 89.0, 0.33169)","(4598, 89.0, 0.30377)","(7218, 89.0, 0.55517)","(6909, 89.0, 0.37734)","(5307, 89.0, 0.49763)","(7294, 89.0, 0.27406)","(651, 89.0, 0.9801)","(2730, 89.0, 0.32787)","(3780, 89.0, 1.10574)","(7262, 89.0, 0.85016)","(6223, 89.0, 0.33466)"
"(4810, 88.0, 0.47233)","(4810, 88.0, 0.47108)","(4810, 88.0, 0.47233)","(2930, 88.0, 1.16675)","(2930, 88.0, 1.16688)","(7176, 88.0, 0.6397)","(7176, 88.0, 0.63885)","(6713, 88.0, 1.36748)","(3067, 88.0, 0.78916)","(7087, 88.0, 0.41662)","(7176, 88.0, 0.63781)","(7268, 88.0, 0.33169)","(4810, 88.0, 0.47233)","(3207, 88.0, 0.26395)","(2930, 88.0, 1.16688)","(1230, 88.0, 1.00839)","(6889, 88.0, 0.4204)","(2924, 88.0, 0.38384)","(2294, 88.0, 1.4787)","(5532, 88.0, 0.31545)","(5403, 88.0, 0.54313)","(5532, 88.0, 0.31626)","(6713, 88.0, 1.36254)","(1120, 88.0, 0.86057)","(1120, 88.0, 0.86093)","(4810, 88.0, 0.47602)","(3207, 88.0, 0.26326)","(3067, 88.0, 0.79029)","(4810, 88.0, 0.47602)","(157, 88.0, 0.31822)","(6713, 88.0, 1.36748)","(157, 88.0, 0.31841)","(3207, 88.0, 0.26395)","(5403, 88.0, 0.54577)","(5403, 88.0, 0.54525)","(5403, 88.0, 0.54577)","(1787, 88.0, 1.20696)","(7176, 88.0, 0.63781)","(4810, 88.0, 0.47108)","(1659, 88.0, 0.45148)","(1659, 88.0, 0.44902)","(7176, 88.0, 0.63781)","(7176, 88.0, 0.63957)","(1343, 88.0, 0.36462)","(2930, 88.0, 1.16688)","(572, 88.0, 0.73383)","(572, 88.0, 0.73217)","(7176, 88.0, 0.63781)","(853, 88.0, 0.37074)","(773, 88.0, 0.26658)","(773, 88.0, 0.26608)","(572, 88.0, 0.73383)","(1343, 88.0, 0.36462)","(5403, 88.0, 0.54525)","(7294, 88.0, 0.27336)","(7176, 88.0, 0.6397)","(7176, 88.0, 0.63957)","(7268, 88.0, 0.33109)","(6150, 88.0, 0.58248)","(6409, 88.0, 0.24893)","(7146, 88.0, 0.44966)","(4810, 88.0, 0.47602)","(2930, 88.0, 1.1662)","(7268, 88.0, 0.33169)","(6909, 88.0, 0.37662)","(157, 88.0, 0.31841)","(6815, 88.0, 0.9857)","(3207, 88.0, 0.26464)","(3067, 88.0, 0.79029)","(157, 88.0, 0.31822)","(651, 88.0, 0.97646)","(2294, 88.0, 1.47905)","(6739, 88.0, 0.19349)","(7174, 88.0, 0.98822)","(3067, 88.0, 0.78916)","(6288, 88.0, 0.27562)","(7276, 88.0, 1.09635)","(7268, 88.0, 0.33178)","(7146, 88.0, 0.45045)","(3506, 88.0, 0.81919)","(3523, 88.0, 0.09285)","(6659, 88.0, 0.35149)","(6546, 88.0, 0.30674)"
"(157, 87.0, 0.31832)","(157, 87.0, 0.31841)","(5403, 87.0, 0.54577)","(7288, 87.0, 0.7556)","(7288, 87.0, 0.75599)","(7294, 87.0, 0.27336)","(7294, 87.0, 0.27406)","(7176, 87.0, 0.6397)","(773, 87.0, 0.26608)","(6713, 87.0, 1.3668)","(1435, 87.0, 0.82263)","(3207, 87.0, 0.26395)","(6713, 87.0, 1.36543)","(6713, 87.0, 1.3668)","(6713, 87.0, 1.3668)","(815, 87.0, 0.45102)","(2752, 87.0, 0.52487)","(6889, 87.0, 0.41633)","(7294, 87.0, 0.27342)","(5403, 87.0, 0.54577)","(6713, 87.0, 1.36254)","(5403, 87.0, 0.54536)","(2294, 87.0, 1.4749)","(7294, 87.0, 0.27406)","(7294, 87.0, 0.27342)","(6713, 87.0, 1.36254)","(6713, 87.0, 1.36748)","(4810, 87.0, 0.47042)","(157, 87.0, 0.31584)","(7268, 87.0, 0.33231)","(7268, 87.0, 0.33231)","(4810, 87.0, 0.47108)","(6713, 87.0, 1.3668)","(1787, 87.0, 1.20901)","(6713, 87.0, 1.36748)","(6713, 87.0, 1.36543)","(2294, 87.0, 1.4749)","(7288, 87.0, 0.75512)","(572, 87.0, 0.73339)","(4988, 87.0, 0.3275)","(4988, 87.0, 0.32397)","(157, 87.0, 0.31584)","(157, 87.0, 0.31841)","(2752, 87.0, 0.52528)","(4810, 87.0, 0.47108)","(157, 87.0, 0.31822)","(157, 87.0, 0.31832)","(1418, 87.0, 0.50909)","(2930, 87.0, 1.16675)","(7288, 87.0, 0.7556)","(7288, 87.0, 0.75512)","(7176, 87.0, 0.6397)","(2902, 87.0, 1.49491)","(1120, 87.0, 0.86085)","(1418, 87.0, 0.51581)","(853, 87.0, 0.37074)","(853, 87.0, 0.37177)","(2930, 87.0, 1.16602)","(517, 87.0, 0.86057)","(3932, 87.0, 0.38652)","(6827, 87.0, 1.06841)","(3067, 87.0, 0.78916)","(2752, 87.0, 0.52487)","(853, 87.0, 0.37177)","(6150, 87.0, 0.58248)","(3067, 87.0, 0.79058)","(815, 87.0, 0.44733)","(282, 87.0, 0.37888)","(773, 87.0, 0.26658)","(5403, 87.0, 0.54525)","(1351, 87.0, 0.24085)","(2930, 87.0, 1.16675)","(6508, 87.0, 0.48568)","(2653, 87.0, 0.69938)","(2786, 87.0, 0.81742)","(3349, 87.0, 1.34043)","(1689, 87.0, 1.21959)","(6713, 87.0, 1.36543)","(1651, 87.0, 0.99976)","(1801, 87.0, 0.15165)","(3892, 87.0, 0.54197)","(1736, 87.0, 0.29425)","(6419, 87.0, 1.11803)"
"(2294, 86.0, 1.47755)","(2294, 86.0, 1.4787)","(7176, 86.0, 0.63885)","(4810, 86.0, 0.47042)","(4810, 86.0, 0.47108)","(6295, 86.0, 0.42827)","(6295, 86.0, 0.4261)","(3067, 86.0, 0.79029)","(157, 86.0, 0.31584)","(7176, 86.0, 0.63957)","(853, 86.0, 0.37664)","(7176, 86.0, 0.63957)","(7268, 86.0, 0.33178)","(7268, 86.0, 0.33169)","(4810, 86.0, 0.47108)","(2924, 86.0, 0.38645)","(2294, 86.0, 1.47755)","(2752, 86.0, 0.52467)","(6739, 86.0, 0.19349)","(6713, 86.0, 1.36543)","(7176, 86.0, 0.63781)","(6713, 86.0, 1.3668)","(7087, 86.0, 0.42218)","(5403, 86.0, 0.54577)","(5403, 86.0, 0.54536)","(572, 86.0, 0.73204)","(3067, 86.0, 0.79029)","(7176, 86.0, 0.6397)","(2930, 86.0, 1.16602)","(6713, 86.0, 1.36748)","(2930, 86.0, 1.16675)","(572, 86.0, 0.73339)","(3067, 86.0, 0.79058)","(7176, 86.0, 0.63885)","(572, 86.0, 0.73383)","(572, 86.0, 0.73217)","(7087, 86.0, 0.42218)","(2294, 86.0, 1.4749)","(6713, 86.0, 1.3668)","(7176, 86.0, 0.63885)","(7176, 86.0, 0.63781)","(7268, 86.0, 0.33109)","(7268, 86.0, 0.33169)","(7268, 86.0, 0.33169)","(157, 86.0, 0.31841)","(3067, 86.0, 0.79029)","(3067, 86.0, 0.79064)","(5403, 86.0, 0.54313)","(3207, 86.0, 0.26326)","(2930, 86.0, 1.16675)","(2930, 86.0, 1.16602)","(7087, 86.0, 0.41622)","(6739, 86.0, 0.19349)","(3150, 86.0, 0.55451)","(1230, 86.0, 1.00839)","(2930, 86.0, 1.16675)","(2930, 86.0, 1.16688)","(3207, 86.0, 0.26464)","(2415, 86.0, 1.0807)","(450, 86.0, 0.42756)","(2930, 86.0, 1.16688)","(7268, 86.0, 0.33109)","(3067, 86.0, 0.79064)","(2294, 86.0, 1.4787)","(282, 86.0, 0.38402)","(2930, 86.0, 1.16688)","(1337, 86.0, 0.9092)","(7268, 86.0, 0.33109)","(2294, 86.0, 1.47905)","(4810, 86.0, 0.47042)","(6559, 86.0, 0.44182)","(773, 86.0, 0.26658)","(282, 86.0, 0.38306)","(3124, 86.0, 0.4642)","(815, 86.0, 0.44733)","(686, 86.0, 0.19928)","(4787, 86.0, 0.31168)","(7087, 86.0, 0.41718)","(6674, 86.0, 0.37497)","(2292, 86.0, 0.33326)","(611, 86.0, 0.42724)","(1001, 86.0, 0.41918)","(1933, 86.0, 0.86788)"
"(572, 85.0, 0.73217)","(572, 85.0, 0.73339)","(6713, 85.0, 1.36543)","(7268, 85.0, 0.33231)","(7268, 85.0, 0.33169)","(157, 85.0, 0.31822)","(157, 85.0, 0.31832)","(773, 85.0, 0.26658)","(7288, 85.0, 0.75512)","(3067, 85.0, 0.79058)","(4988, 85.0, 0.32397)","(157, 85.0, 0.31841)","(3067, 85.0, 0.79064)","(7176, 85.0, 0.63957)","(7268, 85.0, 0.33169)","(6889, 85.0, 0.42196)","(7294, 85.0, 0.27406)","(2294, 85.0, 1.4749)","(3207, 85.0, 0.26395)","(7176, 85.0, 0.63885)","(2786, 85.0, 0.81742)","(7176, 85.0, 0.63957)","(4810, 85.0, 0.47602)","(157, 85.0, 0.31832)","(157, 85.0, 0.31841)","(7268, 85.0, 0.33109)","(4810, 85.0, 0.47042)","(7288, 85.0, 0.7556)","(7268, 85.0, 0.33109)","(2930, 85.0, 1.16675)","(773, 85.0, 0.26658)","(7176, 85.0, 0.63957)","(157, 85.0, 0.31841)","(157, 85.0, 0.31832)","(1230, 85.0, 1.00839)","(1230, 85.0, 1.00728)","(572, 85.0, 0.73204)","(2930, 85.0, 1.16602)","(7268, 85.0, 0.33169)","(1230, 85.0, 1.00728)","(1230, 85.0, 1.00304)","(6713, 85.0, 1.36254)","(6713, 85.0, 1.3668)","(6739, 85.0, 0.19349)","(7176, 85.0, 0.63957)","(7176, 85.0, 0.6397)","(7176, 85.0, 0.63885)","(7288, 85.0, 0.75512)","(3067, 85.0, 0.79029)","(853, 85.0, 0.37074)","(853, 85.0, 0.37664)","(5403, 85.0, 0.54525)","(6827, 85.0, 1.06841)","(2930, 85.0, 1.16675)","(7288, 85.0, 0.7556)","(773, 85.0, 0.26658)","(773, 85.0, 0.26632)","(157, 85.0, 0.31584)","(5781, 85.0, 0.32781)","(581, 85.0, 0.16955)","(6713, 85.0, 1.3668)","(157, 85.0, 0.31584)","(7176, 85.0, 0.63885)","(5931, 85.0, 0.21256)","(1659, 85.0, 0.45362)","(3207, 85.0, 0.26395)","(2342, 85.0, 0.21229)","(6827, 85.0, 1.06428)","(3207, 85.0, 0.26326)","(7288, 85.0, 0.7556)","(7081, 85.0, 0.34469)","(572, 85.0, 0.73383)","(2752, 85.0, 0.52528)","(6935, 85.0, 0.33926)","(4988, 85.0, 0.32397)","(4047, 85.0, 0.56144)","(3009, 85.0, 0.34976)","(2786, 85.0, 0.82095)","(3727, 85.0, 1.08152)","(5838, 85.0, 0.72314)","(3452, 85.0, 0.42821)","(2776, 85.0, 0.3548)","(3223, 85.0, 0.37676)"
"(6713, 84.0, 1.36543)","(6713, 84.0, 1.3668)","(3207, 84.0, 0.26467)","(1230, 84.0, 1.00839)","(1230, 84.0, 1.00794)","(1230, 84.0, 1.00839)","(1230, 84.0, 1.00728)","(157, 84.0, 0.31822)","(1230, 84.0, 1.00304)","(773, 84.0, 0.26632)","(7218, 84.0, 0.55517)","(7288, 84.0, 0.75599)","(572, 84.0, 0.73217)","(4810, 84.0, 0.47108)","(7176, 84.0, 0.63957)","(2752, 84.0, 0.52581)","(6739, 84.0, 0.19356)","(6739, 84.0, 0.19344)","(2902, 84.0, 1.49491)","(2786, 84.0, 0.82095)","(7268, 84.0, 0.33109)","(2786, 84.0, 0.82124)","(3067, 84.0, 0.78916)","(1230, 84.0, 1.00728)","(1230, 84.0, 1.00794)","(2930, 84.0, 1.16602)","(7268, 84.0, 0.33231)","(157, 84.0, 0.31822)","(7176, 84.0, 0.63781)","(3067, 84.0, 0.79029)","(157, 84.0, 0.31822)","(2930, 84.0, 1.16688)","(7176, 84.0, 0.63957)","(6739, 84.0, 0.19356)","(4988, 84.0, 0.32831)","(4988, 84.0, 0.3275)","(1230, 84.0, 1.00304)","(4810, 84.0, 0.47602)","(3067, 84.0, 0.79058)","(572, 84.0, 0.73217)","(572, 84.0, 0.73204)","(4810, 84.0, 0.47602)","(4810, 84.0, 0.47108)","(6295, 84.0, 0.42716)","(2786, 84.0, 0.82124)","(773, 84.0, 0.26658)","(773, 84.0, 0.26656)","(7218, 84.0, 0.55517)","(5403, 84.0, 0.54525)","(5403, 84.0, 0.54525)","(5403, 84.0, 0.54313)","(3067, 84.0, 0.79029)","(3067, 84.0, 0.79058)","(2786, 84.0, 0.82136)","(853, 84.0, 0.37074)","(4988, 84.0, 0.32831)","(4988, 84.0, 0.32748)","(7288, 84.0, 0.75512)","(2902, 84.0, 1.49534)","(4159, 84.0, 0.47665)","(5532, 84.0, 0.31626)","(773, 84.0, 0.26608)","(7288, 84.0, 0.75612)","(4368, 84.0, 0.63787)","(7176, 84.0, 0.6397)","(2294, 84.0, 1.4787)","(6088, 84.0, 0.75057)","(2752, 84.0, 0.52467)","(4988, 84.0, 0.32831)","(6713, 84.0, 1.36748)","(7249, 84.0, 0.40313)","(2786, 84.0, 0.82136)","(5403, 84.0, 0.54536)","(5403, 84.0, 0.54577)","(6508, 84.0, 0.48441)","(1761, 84.0, 0.46984)","(2964, 84.0, 0.33032)","(2294, 84.0, 1.47755)","(7286, 84.0, 0.36655)","(4761, 84.0, 0.40509)","(2841, 84.0, 0.42363)","(4600, 84.0, 0.36662)","(176, 84.0, 0.32385)"
"(7288, 83.0, 0.75612)","(7288, 83.0, 0.75599)","(7288, 83.0, 0.75612)","(3067, 83.0, 0.79029)","(3067, 83.0, 0.79058)","(773, 83.0, 0.26658)","(773, 83.0, 0.26656)","(7288, 83.0, 0.7556)","(3207, 83.0, 0.26464)","(157, 83.0, 0.31841)","(773, 83.0, 0.26608)","(3067, 83.0, 0.79058)","(7176, 83.0, 0.63885)","(3067, 83.0, 0.79058)","(572, 83.0, 0.73339)","(2294, 83.0, 1.47905)","(3207, 83.0, 0.26467)","(3207, 83.0, 0.26464)","(3067, 83.0, 0.79058)","(7268, 83.0, 0.33178)","(7288, 83.0, 0.75512)","(7268, 83.0, 0.33169)","(7268, 83.0, 0.33109)","(7288, 83.0, 0.75612)","(7288, 83.0, 0.75599)","(3067, 83.0, 0.78916)","(2930, 83.0, 1.16675)","(3207, 83.0, 0.26326)","(3067, 83.0, 0.78916)","(7176, 83.0, 0.6397)","(6295, 83.0, 0.42827)","(3207, 83.0, 0.26395)","(7288, 83.0, 0.75599)","(7087, 83.0, 0.41718)","(157, 83.0, 0.31822)","(157, 83.0, 0.31832)","(7288, 83.0, 0.75512)","(7268, 83.0, 0.33109)","(7176, 83.0, 0.63957)","(3207, 83.0, 0.26467)","(3207, 83.0, 0.26464)","(7288, 83.0, 0.75512)","(7288, 83.0, 0.75599)","(4810, 83.0, 0.47108)","(3067, 83.0, 0.79058)","(2930, 83.0, 1.16675)","(2930, 83.0, 1.1662)","(2786, 83.0, 0.81742)","(6713, 83.0, 1.36748)","(4988, 83.0, 0.32831)","(4988, 83.0, 0.32397)","(4810, 83.0, 0.47042)","(7288, 83.0, 0.75599)","(6713, 83.0, 1.36748)","(4914, 83.0, 0.21967)","(5403, 83.0, 0.54525)","(5403, 83.0, 0.54536)","(7176, 83.0, 0.63781)","(5931, 83.0, 0.21296)","(6358, 83.0, 1.02593)","(2294, 83.0, 1.4787)","(2930, 83.0, 1.16602)","(2294, 83.0, 1.47755)","(1781, 83.0, 0.4749)","(4417, 83.0, 0.65824)","(7268, 83.0, 0.33169)","(2930, 83.0, 1.16602)","(1418, 83.0, 0.50909)","(5403, 83.0, 0.54525)","(3207, 83.0, 0.26326)","(1603, 83.0, 1.08186)","(3207, 83.0, 0.26326)","(1787, 83.0, 1.20966)","(2752, 83.0, 0.52487)","(6739, 83.0, 0.19344)","(3878, 83.0, 0.19574)","(6876, 83.0, 0.48583)","(4810, 83.0, 0.47233)","(3532, 83.0, 1.31557)","(2007, 83.0, 0.43218)","(3216, 83.0, 0.49125)","(5930, 83.0, 0.44194)","(5606, 83.0, 0.21093)"
"(7176, 82.0, 0.63885)","(7176, 82.0, 0.63957)","(572, 82.0, 0.73217)","(2294, 82.0, 1.47905)","(2294, 82.0, 1.4787)","(3207, 82.0, 0.26326)","(3207, 82.0, 0.26467)","(1230, 82.0, 1.00839)","(2294, 82.0, 1.4749)","(7288, 82.0, 0.75599)","(6713, 82.0, 1.36254)","(2930, 82.0, 1.16688)","(2930, 82.0, 1.1662)","(2786, 82.0, 0.82124)","(3067, 82.0, 0.79058)","(7294, 82.0, 0.27336)","(2902, 82.0, 1.49371)","(2902, 82.0, 1.49103)","(7268, 82.0, 0.33169)","(7288, 82.0, 0.75612)","(4810, 82.0, 0.47602)","(7288, 82.0, 0.75599)","(2786, 82.0, 0.81742)","(7087, 82.0, 0.41718)","(7087, 82.0, 0.41662)","(2294, 82.0, 1.4749)","(7176, 82.0, 0.6397)","(2930, 82.0, 1.16675)","(2294, 82.0, 1.4749)","(7288, 82.0, 0.7556)","(2786, 82.0, 0.82136)","(3067, 82.0, 0.79058)","(773, 82.0, 0.26632)","(853, 82.0, 0.37268)","(853, 82.0, 0.37074)","(853, 82.0, 0.37268)","(157, 82.0, 0.31584)","(3067, 82.0, 0.78916)","(2930, 82.0, 1.16688)","(1120, 82.0, 0.86057)","(1120, 82.0, 0.85779)","(2294, 82.0, 1.4749)","(2294, 82.0, 1.4787)","(1337, 82.0, 0.91303)","(7268, 82.0, 0.33169)","(7268, 82.0, 0.33231)","(7268, 82.0, 0.33178)","(7268, 82.0, 0.33109)","(7087, 82.0, 0.41622)","(3207, 82.0, 0.26326)","(3207, 82.0, 0.26464)","(7268, 82.0, 0.33231)","(6295, 82.0, 0.42716)","(3067, 82.0, 0.79029)","(7218, 82.0, 0.56166)","(6713, 82.0, 1.36748)","(6713, 82.0, 1.3668)","(2294, 82.0, 1.4749)","(2055, 82.0, 0.96638)","(612, 82.0, 0.27272)","(3288, 82.0, 1.44443)","(7176, 82.0, 0.63781)","(572, 82.0, 0.73217)","(4810, 82.0, 0.47108)","(6632, 82.0, 0.42899)","(4810, 82.0, 0.47108)","(780, 82.0, 0.32191)","(572, 82.0, 0.73204)","(7218, 82.0, 0.56166)","(3067, 82.0, 0.79029)","(4803, 82.0, 0.38371)","(1230, 82.0, 1.00839)","(4810, 82.0, 0.47108)","(5500, 82.0, 0.20462)","(6808, 82.0, 0.59402)","(6826, 82.0, 0.61399)","(4879, 82.0, 0.49228)","(3207, 82.0, 0.26467)","(3538, 82.0, 0.24331)","(3289, 82.0, 0.22723)","(997, 82.0, 0.3263)","(2719, 82.0, 0.44021)","(3809, 82.0, 0.17634)"
"(773, 81.0, 0.26656)","(773, 81.0, 0.26632)","(3067, 81.0, 0.79064)","(2786, 81.0, 0.82136)","(2786, 81.0, 0.82124)","(5403, 81.0, 0.54525)","(5403, 81.0, 0.54577)","(3207, 81.0, 0.26326)","(6295, 81.0, 0.42304)","(1230, 81.0, 1.00794)","(5403, 81.0, 0.54313)","(773, 81.0, 0.26632)","(7288, 81.0, 0.75612)","(572, 81.0, 0.73339)","(7288, 81.0, 0.75599)","(6739, 81.0, 0.19417)","(3067, 81.0, 0.79064)","(3067, 81.0, 0.78916)","(1418, 81.0, 0.51505)","(4810, 81.0, 0.47233)","(2752, 81.0, 0.52467)","(4810, 81.0, 0.47108)","(1230, 81.0, 1.00304)","(7268, 81.0, 0.33178)","(7268, 81.0, 0.33169)","(7176, 81.0, 0.63781)","(2294, 81.0, 1.47905)","(773, 81.0, 0.26658)","(572, 81.0, 0.73204)","(572, 81.0, 0.73383)","(2294, 81.0, 1.47905)","(773, 81.0, 0.26632)","(2930, 81.0, 1.16688)","(816, 81.0, 0.52418)","(645, 81.0, 0.9641)","(645, 81.0, 0.96272)","(5532, 81.0, 0.31264)","(572, 81.0, 0.73204)","(2294, 81.0, 1.4787)","(7218, 81.0, 0.56037)","(7218, 81.0, 0.55517)","(773, 81.0, 0.26608)","(773, 81.0, 0.26632)","(3207, 81.0, 0.26395)","(7288, 81.0, 0.75599)","(7288, 81.0, 0.7556)","(7288, 81.0, 0.75612)","(6739, 81.0, 0.19344)","(7288, 81.0, 0.7556)","(1230, 81.0, 1.00839)","(1230, 81.0, 1.00304)","(3207, 81.0, 0.26326)","(4988, 81.0, 0.32748)","(1230, 81.0, 1.00839)","(7268, 81.0, 0.33231)","(7218, 81.0, 0.56166)","(7218, 81.0, 0.56097)","(3067, 81.0, 0.78916)","(2752, 81.0, 0.52581)","(6512, 81.0, 0.25924)","(816, 81.0, 0.52412)","(2294, 81.0, 1.4749)","(6739, 81.0, 0.19356)","(1337, 81.0, 0.91303)","(3093, 81.0, 0.79891)","(572, 81.0, 0.73339)","(4232, 81.0, 0.28656)","(2294, 81.0, 1.4749)","(7268, 81.0, 0.33231)","(572, 81.0, 0.73383)","(2294, 81.0, 1.4749)","(3067, 81.0, 0.79029)","(1689, 81.0, 1.21959)","(3096, 81.0, 0.89167)","(773, 81.0, 0.26608)","(3203, 81.0, 0.91333)","(7183, 81.0, 0.36388)","(7288, 81.0, 0.75612)","(773, 81.0, 0.26658)","(6388, 81.0, 0.41995)","(651, 81.0, 0.97646)","(1465, 81.0, 0.25166)","(3322, 81.0, 0.53277)"
"(7268, 80.0, 0.33178)","(7268, 80.0, 0.33169)","(2786, 80.0, 0.82095)","(157, 80.0, 0.31822)","(157, 80.0, 0.31841)","(3067, 80.0, 0.79029)","(3067, 80.0, 0.79064)","(2294, 80.0, 1.47905)","(2786, 80.0, 0.81742)","(3207, 80.0, 0.26395)","(2786, 80.0, 0.81742)","(572, 80.0, 0.73339)","(2294, 80.0, 1.47755)","(7288, 80.0, 0.75599)","(2786, 80.0, 0.82124)","(3207, 80.0, 0.26326)","(7268, 80.0, 0.33178)","(7268, 80.0, 0.33109)","(2786, 80.0, 0.82124)","(2752, 80.0, 0.52487)","(7087, 80.0, 0.42218)","(2752, 80.0, 0.52528)","(2930, 80.0, 1.16602)","(773, 80.0, 0.26656)","(773, 80.0, 0.26632)","(2786, 80.0, 0.81742)","(2786, 80.0, 0.82136)","(572, 80.0, 0.73383)","(7288, 80.0, 0.75512)","(2294, 80.0, 1.47905)","(572, 80.0, 0.73383)","(2786, 80.0, 0.82124)","(572, 80.0, 0.73339)","(3207, 80.0, 0.26467)","(7288, 80.0, 0.7556)","(7288, 80.0, 0.75612)","(2930, 80.0, 1.16602)","(6713, 80.0, 1.36254)","(7288, 80.0, 0.75599)","(7268, 80.0, 0.33178)","(7268, 80.0, 0.33109)","(572, 80.0, 0.73204)","(572, 80.0, 0.73339)","(645, 80.0, 0.96354)","(2294, 80.0, 1.4787)","(4810, 80.0, 0.47042)","(4810, 80.0, 0.47233)","(572, 80.0, 0.73204)","(4988, 80.0, 0.32831)","(7087, 80.0, 0.41622)","(7087, 80.0, 0.42218)","(5532, 80.0, 0.31722)","(572, 80.0, 0.73339)","(2752, 80.0, 0.52581)","(572, 80.0, 0.73383)","(2786, 80.0, 0.82136)","(2786, 80.0, 0.82124)","(572, 80.0, 0.73204)","(2786, 80.0, 0.82136)","(4581, 80.0, 0.47973)","(1787, 80.0, 1.20966)","(572, 80.0, 0.73204)","(2786, 80.0, 0.82095)","(2981, 80.0, 0.72596)","(4988, 80.0, 0.32831)","(2786, 80.0, 0.82124)","(3183, 80.0, 0.93281)","(3150, 80.0, 0.55816)","(2786, 80.0, 0.82136)","(2294, 80.0, 1.47905)","(1553, 80.0, 0.26232)","(7288, 80.0, 0.7556)","(6827, 80.0, 1.06841)","(3563, 80.0, 0.62931)","(2752, 80.0, 0.52467)","(3816, 80.0, 1.00621)","(6164, 80.0, 0.33793)","(1230, 80.0, 1.00728)","(3888, 80.0, 0.59208)","(7038, 80.0, 0.50966)","(1390, 80.0, 0.409)","(984, 80.0, 0.32924)","(7276, 80.0, 1.09635)"
