0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
"(7300, 109.0, 0.34797670576896095)","(7218, 109.0, 0.5857959079712968)","(7156, 109.0, 0.29887791926541857)","(2822, 109.0, 0.7522428337246948)","(7202, 109.0, 0.47448892267339293)","(4506, 109.0, 0.7205390272542306)","(3205, 109.0, 0.7958530297157682)","(4351, 109.0, 0.8318928221158713)","(7300, 109.0, 0.33553197727816897)","(7300, 109.0, 0.2630072267334229)","(3092, 109.0, 1.2250570875685989)","(120, 109.0, 0.26728050389303126)","(330, 109.0, 0.35395285798190207)","(4370, 109.0, 0.9390619199559008)","(2822, 109.0, 0.7424405761809876)","(1566, 109.0, 0.719204962076016)","(1566, 109.0, 0.6995508567531304)","(7300, 109.0, 0.33825501223663096)","(2447, 109.0, 1.041083925878922)","(7218, 109.0, 0.6952055297428978)","(7300, 109.0, 0.35587391892546144)","(3205, 109.0, 0.7981086263751695)","(7202, 109.0, 0.772403715816255)","(7300, 109.0, 0.36435454635415054)","(7218, 109.0, 0.594310437397686)","(4351, 109.0, 0.7582200407818366)","(3697, 109.0, 0.8788916773118574)","(7300, 109.0, 0.3971594096268492)","(7300, 109.0, 0.5175645775899962)","(6642, 109.0, 0.6712549882683508)","(1566, 109.0, 0.5876670812084803)","(1566, 109.0, 0.56871698556924)","(4871, 109.0, 0.43679020203472163)","(7300, 109.0, 0.4060600892662644)","(7300, 109.0, 0.4128073025335811)","(7202, 109.0, 0.4625013315635938)","(7202, 109.0, 0.48821144313319775)","(2822, 109.0, 0.8454026594873708)","(4506, 109.0, 0.9056417612175497)","(1566, 109.0, 0.6510315208174546)","(115, 109.0, 0.5543021286235492)","(4506, 109.0, 0.8763221166463291)","(7300, 109.0, 0.3755388655481178)","(6961, 109.0, 0.6777495116076655)","(7300, 109.0, 0.3822864802251879)","(2822, 109.0, 0.6377667877334935)","(7202, 109.0, 0.44004094123333687)","(6120, 109.0, 0.3741290461023891)","(6120, 109.0, 0.3741290461023891)","(1552, 109.0, 1.0397886910756913)","(7202, 109.0, 0.48278847607592595)","(4099, 109.0, 0.9928017082257885)","(2813, 109.0, 1.0598821633698572)","(7300, 109.0, 0.6714250783365793)","(242, 109.0, 0.5494145914701506)","(6323, 109.0, 0.6209561589209697)","(2137, 109.0, 0.3633395351443733)","(6861, 109.0, 0.7736126340153826)","(1291, 109.0, 1.4668441314495075)","(7300, 109.0, 0.508113878911487)","(5794, 109.0, 0.3090101906356271)","(4099, 109.0, 0.606863734912542)","(2283, 109.0, 0.6941320731800981)","(1775, 109.0, 0.45271587411816205)","(2987, 109.0, 1.1606546593418094)","(5999, 109.0, 0.44725819595190625)","(3284, 109.0, 1.0427172778762384)"
"(7202, 108.0, 0.5049963863599378)","(3697, 108.0, 0.9603111877918147)","(702, 108.0, 0.585659672884012)","(4351, 108.0, 0.8124672209173999)","(2822, 108.0, 0.7509557814032521)","(7300, 108.0, 0.4353107090034832)","(6642, 108.0, 0.3942464115860421)","(7202, 108.0, 0.4544781294624246)","(4506, 108.0, 0.8352600753871163)","(7202, 108.0, 0.5201090044438813)","(3205, 108.0, 0.778972809788268)","(6783, 108.0, 0.7163118737091269)","(3092, 108.0, 1.222282098893807)","(6783, 108.0, 0.7179225536362362)","(6282, 108.0, 0.508465198854033)","(2822, 108.0, 0.7760291041932208)","(2822, 108.0, 0.7554342563279745)","(4506, 108.0, 0.9037130239329701)","(6998, 108.0, 1.060052742769447)","(6448, 108.0, 0.4933880792016675)","(7202, 108.0, 0.4827147827326849)","(7202, 108.0, 0.5514560464339794)","(1488, 108.0, 0.5016794933133163)","(7202, 108.0, 0.4805459250356909)","(4506, 108.0, 0.9067158880927089)","(3092, 108.0, 1.2131634403120943)","(4232, 108.0, 0.32712551711292664)","(2822, 108.0, 0.6390040144300401)","(2822, 108.0, 0.5213915093971845)","(3578, 108.0, 0.5981980602402048)","(6969, 108.0, 0.8461608967916041)","(6969, 108.0, 0.8327930113029067)","(5073, 108.0, 0.6827761313882705)","(2822, 108.0, 0.6762483390699948)","(2822, 108.0, 0.68160974033237)","(1291, 108.0, 1.3754546669709753)","(1291, 108.0, 1.3620293242662647)","(7300, 108.0, 0.3318862389093745)","(3697, 108.0, 0.9351186401019841)","(1291, 108.0, 1.413324836519238)","(598, 108.0, 0.7659651449368542)","(3092, 108.0, 1.2632116129895126)","(4506, 108.0, 0.7988017613993968)","(1689, 108.0, 0.8703395394981438)","(6713, 108.0, 1.402042745349927)","(7300, 108.0, 0.49623134516298173)","(3697, 108.0, 0.9120829902072238)","(3578, 108.0, 0.6395066247583232)","(3578, 108.0, 0.6395066247583232)","(7269, 108.0, 0.5638631612474576)","(7218, 108.0, 0.5323847053117667)","(6824, 108.0, 1.2845266285739732)","(7010, 108.0, 0.6902779847932097)","(3047, 108.0, 0.8340744058625308)","(5823, 108.0, 0.3204561644286353)","(1720, 108.0, 0.959661206185143)","(3018, 108.0, 0.5387617270469726)","(2169, 108.0, 0.7712406091822499)","(7218, 108.0, 0.5526317803171551)","(4506, 108.0, 0.7142551176270292)","(4476, 108.0, 0.5943087704075494)","(7218, 108.0, 0.4558909513820164)","(3092, 108.0, 1.3064477782039985)","(2012, 108.0, 0.36577850220942654)","(6282, 108.0, 0.2683123930269563)","(1064, 108.0, 0.34051837632554366)","(2079, 108.0, 1.0144344843360777)"
"(6980, 107.0, 0.4065490168760017)","(3092, 107.0, 1.3054545126643422)","(4092, 107.0, 0.6696350369758427)","(6980, 107.0, 0.41315039338820103)","(4351, 107.0, 0.8039464006008281)","(4351, 107.0, 0.7137417001044607)","(1566, 107.0, 0.6884296943432178)","(3205, 107.0, 0.8168327611428203)","(7202, 107.0, 0.4558653843650269)","(4506, 107.0, 0.8957294223682942)","(120, 107.0, 0.27496624519364204)","(2035, 107.0, 0.4552836027661807)","(3205, 107.0, 0.7794298014169437)","(2035, 107.0, 0.45331801539406835)","(3697, 107.0, 0.8286898099555965)","(6282, 107.0, 0.5087652605928946)","(6282, 107.0, 0.5230668981497679)","(7202, 107.0, 0.42753337717034817)","(7218, 107.0, 0.6952055297428978)","(5125, 107.0, 0.4871799252754497)","(4506, 107.0, 0.8271233539550509)","(7300, 107.0, 0.421380942012631)","(6120, 107.0, 0.6880178054683909)","(3092, 107.0, 1.2671636744820358)","(6980, 107.0, 0.3388117843156438)","(3697, 107.0, 0.882497793902744)","(2850, 107.0, 1.1611403214050422)","(7269, 107.0, 0.5392701787812757)","(7269, 107.0, 0.6458348343600241)","(7218, 107.0, 0.46858748792328053)","(6980, 107.0, 0.5262569667997996)","(6980, 107.0, 0.541314799616322)","(7248, 107.0, 0.42102189690901626)","(4506, 107.0, 0.7486330168453823)","(4506, 107.0, 0.7588132195783556)","(3092, 107.0, 1.1983868372058362)","(3092, 107.0, 1.193114035838217)","(6980, 107.0, 0.35567277820093013)","(4370, 107.0, 1.0648552088709398)","(7300, 107.0, 0.42087235199481277)","(6736, 107.0, 0.8191878793779084)","(7300, 107.0, 0.3027756103762088)","(6980, 107.0, 0.4303429398953401)","(4232, 107.0, 0.5176560400290396)","(6282, 107.0, 0.5999452391236136)","(4506, 107.0, 0.6856281007815778)","(7300, 107.0, 0.343007166918223)","(3205, 107.0, 0.6767411828921367)","(3205, 107.0, 0.6767411828921367)","(3697, 107.0, 0.8430944857878164)","(4351, 107.0, 0.7912982352925915)","(3092, 107.0, 1.1703914510387345)","(6980, 107.0, 0.6018455418877625)","(2822, 107.0, 0.42122119222067084)","(4458, 107.0, 0.43599150171799506)","(3092, 107.0, 1.0420447984357706)","(5142, 107.0, 0.5899726979990643)","(6149, 107.0, 0.7183422024466547)","(6642, 107.0, 0.3588502492311593)","(7202, 107.0, 0.4358831492100399)","(2167, 107.0, 0.32938393441392977)","(7202, 107.0, 0.6588657322641692)","(6496, 107.0, 0.4273875640671612)","(5061, 107.0, 0.3746774524746013)","(6120, 107.0, 0.3944598129462996)","(430, 107.0, 0.4780731083454464)","(5493, 107.0, 0.7602692343666747)"
"(4351, 106.0, 0.8267189123473955)","(4506, 106.0, 0.9627400593192408)","(2175, 106.0, 0.6915947806515215)","(3697, 106.0, 0.8667485511130022)","(6980, 106.0, 0.427422912760764)","(3092, 106.0, 1.1461091263826035)","(11, 106.0, 1.0428114179709012)","(6642, 106.0, 0.3763526139572274)","(6980, 106.0, 0.3848418858180528)","(4351, 106.0, 0.9128723307126498)","(4370, 106.0, 0.9271238574421836)","(2930, 106.0, 1.1557777663955426)","(120, 106.0, 0.2686401017962232)","(2930, 106.0, 1.1557092918854133)","(11, 106.0, 1.0258974311109064)","(3697, 106.0, 0.8577777944478159)","(3697, 106.0, 0.8377043971315374)","(6980, 106.0, 0.3684185096880745)","(6448, 106.0, 0.4933880792016675)","(1530, 106.0, 1.0612033667333682)","(6980, 106.0, 0.405193227123185)","(6980, 106.0, 0.4763225023672272)","(2356, 106.0, 0.44365870020994225)","(4506, 106.0, 0.8020478658819266)","(7202, 106.0, 0.41405854149246374)","(2822, 106.0, 0.6765615268226115)","(11, 106.0, 1.0383259428601248)","(7202, 106.0, 0.5318551931593914)","(7202, 106.0, 0.6566800423210204)","(4506, 106.0, 0.5848865058385574)","(2813, 106.0, 1.067444596521893)","(2813, 106.0, 1.0378382011897984)","(4555, 106.0, 0.5455803732893376)","(4351, 106.0, 0.7532137242315681)","(4351, 106.0, 0.7635894756480778)","(4370, 106.0, 0.9522591721036907)","(4370, 106.0, 0.933209613867009)","(7202, 106.0, 0.39828087424521363)","(2822, 106.0, 0.8369538350323003)","(4351, 106.0, 0.7968780063326355)","(2987, 106.0, 1.2266682246060407)","(7202, 106.0, 0.4585040741344052)","(7202, 106.0, 0.4378177488167402)","(7193, 106.0, 0.851532078710288)","(3449, 106.0, 1.175736855862231)","(4351, 106.0, 0.68709970649991)","(3092, 106.0, 1.319026507953849)","(6783, 106.0, 0.7932948577876523)","(6783, 106.0, 0.7932948577876523)","(4506, 106.0, 0.70947337966842)","(3697, 106.0, 0.8482774349955468)","(3578, 106.0, 0.9117996000105768)","(3578, 106.0, 0.8021128912002152)","(11, 106.0, 0.6660303532005873)","(2241, 106.0, 0.7792192844894898)","(11, 106.0, 0.9180308310649243)","(1567, 106.0, 0.4270004092577035)","(5329, 106.0, 0.7789640762728425)","(7202, 106.0, 0.4460868192316201)","(6642, 106.0, 0.5616958967254198)","(4901, 106.0, 0.3355201701587153)","(2822, 106.0, 0.4286325395394055)","(6738, 106.0, 1.3281787673195495)","(3828, 106.0, 0.28305703962023526)","(4506, 106.0, 0.751502759532648)","(2756, 106.0, 0.43768345867761554)","(2533, 106.0, 0.8519841531953034)"
"(4506, 105.0, 0.8192798570960882)","(6980, 105.0, 0.35296832209654544)","(6642, 105.0, 0.3884012292293245)","(4506, 105.0, 0.8089197625456803)","(3697, 105.0, 0.8555302497151772)","(6980, 105.0, 0.5059434566523413)","(2930, 105.0, 1.158731943057816)","(1566, 105.0, 0.7003375885388979)","(4351, 105.0, 0.8394033859961296)","(3697, 105.0, 0.979039598964767)","(6783, 105.0, 0.7296262332955626)","(3509, 105.0, 0.45735890803138723)","(4370, 105.0, 0.933721808448612)","(3509, 105.0, 0.4613755689530478)","(7218, 105.0, 0.5004095733738941)","(11, 105.0, 1.0629935792573135)","(11, 105.0, 1.0327613660349952)","(6642, 105.0, 0.3650745589222312)","(5125, 105.0, 0.4871799252754497)","(598, 105.0, 0.6170274952082484)","(4351, 105.0, 0.8308515555178924)","(6642, 105.0, 0.44780218883065714)","(2404, 105.0, 0.3788153655608743)","(6980, 105.0, 0.42022144831734853)","(6642, 105.0, 0.3543765111580878)","(6980, 105.0, 0.49818429256081626)","(5411, 105.0, 0.9544476017092011)","(4506, 105.0, 0.7007344125221819)","(4506, 105.0, 0.5869918857371912)","(3697, 105.0, 0.6590727297943975)","(6824, 105.0, 1.2574577718668736)","(6824, 105.0, 1.235322837505795)","(2134, 105.0, 0.501222279127268)","(6980, 105.0, 0.4773187718946036)","(6980, 105.0, 0.48284647974519224)","(7148, 105.0, 0.3873088247003564)","(7148, 105.0, 0.38339484925861167)","(4351, 105.0, 0.9115821822699015)","(4351, 105.0, 0.9115154033642637)","(6642, 105.0, 0.4309748433996381)","(4666, 105.0, 0.3882288715689169)","(6980, 105.0, 0.3466886929506609)","(3092, 105.0, 1.2613460524878648)","(7065, 105.0, 0.8492837774278255)","(3047, 105.0, 1.227682778275428)","(6642, 105.0, 0.5508873143842895)","(6980, 105.0, 0.3695502628466549)","(4351, 105.0, 0.5873063458111145)","(4351, 105.0, 0.5873063458111145)","(2930, 105.0, 1.1036367819154054)","(4506, 105.0, 0.7860608864313051)","(5350, 105.0, 0.7186368737576222)","(3205, 105.0, 0.8205126839190194)","(1552, 105.0, 1.137333273091116)","(6685, 105.0, 0.32056933465369475)","(6804, 105.0, 0.6905590815167993)","(993, 105.0, 0.3932830362212652)","(7223, 105.0, 0.762956972487435)","(6980, 105.0, 0.3894512713095395)","(6980, 105.0, 0.5662132844045149)","(1353, 105.0, 0.8798623999902865)","(6980, 105.0, 0.7674125315317701)","(5613, 105.0, 0.6196207837101143)","(6114, 105.0, 0.9508463349451222)","(3578, 105.0, 0.6926221562749513)","(1992, 105.0, 0.37997850344055395)","(3356, 105.0, 0.9611075761902016)"
"(3092, 104.0, 1.200641713201478)","(4370, 104.0, 1.1216267310012134)","(2676, 104.0, 0.840919322700515)","(6642, 104.0, 0.4018845463989208)","(4506, 104.0, 0.8035680010666784)","(2822, 104.0, 0.6460189460856256)","(6980, 104.0, 0.40487781404363504)","(11, 104.0, 1.0588375373928876)","(3697, 104.0, 0.8879088819522054)","(6642, 104.0, 0.2945177952615209)","(2035, 104.0, 0.45340269927951665)","(6642, 104.0, 0.4200904744074381)","(6783, 104.0, 0.714741664109696)","(6642, 104.0, 0.4242025000012683)","(6642, 104.0, 0.46752918946226524)","(7218, 104.0, 0.5125295018842992)","(7218, 104.0, 0.5120922651029766)","(4351, 104.0, 0.8997477736915189)","(1530, 104.0, 1.0612033667333682)","(4908, 104.0, 0.9847727192211462)","(3697, 104.0, 0.8852572382958244)","(3092, 104.0, 1.2709295510984715)","(1192, 104.0, 0.7538857456467571)","(4370, 104.0, 0.942857975705564)","(3092, 104.0, 1.2868758263444882)","(4506, 104.0, 0.7356019020116858)","(4506, 104.0, 0.7955631328825168)","(6642, 104.0, 0.4848963012462327)","(6642, 104.0, 0.6169805282298779)","(7148, 104.0, 0.5693976036327485)","(6529, 104.0, 0.6389002632149205)","(6529, 104.0, 0.643805382056424)","(171, 104.0, 0.3432644573457414)","(3092, 104.0, 1.1945888455878753)","(3092, 104.0, 1.1862052814839876)","(6783, 104.0, 0.6928394617754791)","(6783, 104.0, 0.7109692974322596)","(3092, 104.0, 1.2934331738492617)","(3092, 104.0, 1.2353340443241188)","(6980, 104.0, 0.46766027193505855)","(6937, 104.0, 0.8850537944257212)","(4370, 104.0, 1.0314436145153791)","(3697, 104.0, 0.8383997068108092)","(4506, 104.0, 0.7985799465755852)","(3626, 104.0, 1.1009275026710732)","(6980, 104.0, 0.5687967046473783)","(4506, 104.0, 0.8853482555348161)","(7202, 104.0, 0.5156905481734503)","(7202, 104.0, 0.5156905481734503)","(6642, 104.0, 0.4844429694112366)","(6642, 104.0, 0.41725546637836153)","(11, 104.0, 1.1296164656712553)","(7274, 104.0, 0.6988180926344171)","(7148, 104.0, 0.6569486972175251)","(6720, 104.0, 0.27368149977722733)","(6824, 104.0, 1.093200223331084)","(250, 104.0, 0.34750461305083724)","(5094, 104.0, 0.7527702723227278)","(7300, 104.0, 0.36764788165686285)","(4351, 104.0, 0.6873557311593955)","(5150, 104.0, 0.9560081988403655)","(1552, 104.0, 1.082984313068292)","(226, 104.0, 0.5092507642602552)","(2737, 104.0, 0.2626977986067968)","(2716, 104.0, 0.3875792254876797)","(626, 104.0, 0.5297687783000603)","(796, 104.0, 0.7622823840350792)"
"(4370, 103.0, 0.9767159045839051)","(7202, 103.0, 0.348406708099822)","(6712, 103.0, 0.6391527246855097)","(3092, 103.0, 1.2489204219585444)","(6642, 103.0, 0.41136680419519955)","(3697, 103.0, 0.7869435302926543)","(3155, 103.0, 0.8923360173007079)","(2930, 103.0, 1.1763428631077764)","(6642, 103.0, 0.37700431702392845)","(6980, 103.0, 0.30728001875687244)","(2930, 103.0, 1.1435566468829832)","(6961, 103.0, 0.6416345537363981)","(2930, 103.0, 1.1441396917005962)","(6961, 103.0, 0.6456761238251282)","(7202, 103.0, 0.4225797981057541)","(6642, 103.0, 0.4255868843427305)","(6642, 103.0, 0.4732737161206417)","(3092, 103.0, 1.2518950945974645)","(598, 103.0, 0.6170274952082484)","(6497, 103.0, 1.054346771523885)","(6642, 103.0, 0.39036754906184895)","(4351, 103.0, 0.7702053002004504)","(5350, 103.0, 0.33822619246884983)","(4351, 103.0, 0.8023026145239387)","(4351, 103.0, 0.907251154477967)","(7218, 103.0, 0.6368534214915015)","(2822, 103.0, 0.7304724300581867)","(7148, 103.0, 0.4165164903218023)","(7148, 103.0, 0.5136300409228111)","(1291, 103.0, 1.1580297461483724)","(3205, 103.0, 0.7734601908292585)","(3205, 103.0, 0.7480164791020961)","(6732, 103.0, 0.493681782808386)","(3697, 103.0, 0.8571506372543285)","(3697, 103.0, 0.8698948433980433)","(6642, 103.0, 0.4329280021759517)","(6642, 103.0, 0.4453349049102924)","(6642, 103.0, 0.3548688780489401)","(11, 103.0, 1.1416603492500101)","(6961, 103.0, 0.6865146397218587)","(7218, 103.0, 0.549201212416428)","(3697, 103.0, 0.930926809354426)","(4351, 103.0, 0.7998468482973456)","(2077, 103.0, 0.8874987528818178)","(831, 103.0, 0.5084123972341505)","(3092, 103.0, 1.1733332058768182)","(4370, 103.0, 1.0189260288666426)","(3047, 103.0, 0.9118563031971758)","(3047, 103.0, 0.9118563031971758)","(3155, 103.0, 0.7979101675847057)","(6980, 103.0, 0.43207520457027176)","(3205, 103.0, 0.7925861181108341)","(6297, 103.0, 0.4983113760514562)","(3155, 103.0, 0.5381567504734573)","(832, 103.0, 0.6891981778271853)","(1767, 103.0, 0.7736569000815672)","(6611, 103.0, 0.38311670385737423)","(2930, 103.0, 0.8156721245008349)","(4370, 103.0, 1.016402273134375)","(3092, 103.0, 1.18114312679192)","(6622, 103.0, 0.7289480225525914)","(3697, 103.0, 0.5760636457475858)","(3267, 103.0, 1.161578463125799)","(7055, 103.0, 0.41403054127339806)","(7010, 103.0, 0.4772978774386153)","(6476, 103.0, 0.38938356806229385)","(3270, 103.0, 0.90479954299845)"
"(6642, 102.0, 0.40102559139842914)","(4351, 102.0, 0.9591076928368886)","(3589, 102.0, 0.27017283472700604)","(4370, 102.0, 0.9566355911687752)","(3092, 102.0, 1.2400312787447358)","(6642, 102.0, 0.5032609450847222)","(6961, 102.0, 0.619596053068545)","(6980, 102.0, 0.385224435170311)","(3092, 102.0, 1.258809467260556)","(3092, 102.0, 1.3097876386443055)","(3509, 102.0, 0.44480665644746414)","(7148, 102.0, 0.376478695138436)","(3509, 102.0, 0.4580441115563751)","(7148, 102.0, 0.3820350369632588)","(2930, 102.0, 1.1049421137711049)","(7202, 102.0, 0.39970778541265545)","(7202, 102.0, 0.4413103033191246)","(3697, 102.0, 0.930603376417722)","(4908, 102.0, 0.9847727192211462)","(6671, 102.0, 0.9825786568448299)","(3092, 102.0, 1.237102622896246)","(4370, 102.0, 0.895166032748221)","(5873, 102.0, 0.6255654260522838)","(3697, 102.0, 0.8587036528474422)","(3697, 102.0, 0.9420467016190796)","(7300, 102.0, 0.4219536546679673)","(7269, 102.0, 0.49895907662955696)","(1552, 102.0, 1.0253795931266958)","(1552, 102.0, 1.0839648578880778)","(3092, 102.0, 1.098716294800259)","(7274, 102.0, 0.6154189201342218)","(7274, 102.0, 0.6051405093461971)","(6680, 102.0, 0.534303873599596)","(6642, 102.0, 0.4672872827294509)","(6642, 102.0, 0.47378835038112727)","(4506, 102.0, 0.7922376125958994)","(4506, 102.0, 0.7761041048372954)","(3697, 102.0, 0.9315239598092058)","(1566, 102.0, 0.7952879025395069)","(11, 102.0, 1.0047066176966004)","(7202, 102.0, 0.5464650289574995)","(6642, 102.0, 0.34522950500896965)","(6642, 102.0, 0.42219886816045976)","(1291, 102.0, 0.9989116200155428)","(1291, 102.0, 1.516202027554306)","(3697, 102.0, 0.7971922391143059)","(4351, 102.0, 0.8831700438446154)","(6529, 102.0, 0.6767871517403032)","(6529, 102.0, 0.6767871517403032)","(2822, 102.0, 0.6404847060418499)","(3092, 102.0, 1.2365409640661054)","(3449, 102.0, 1.1337477999906784)","(6783, 102.0, 0.7702330424121702)","(4506, 102.0, 0.4510235961167266)","(6234, 102.0, 0.3818419382680647)","(6961, 102.0, 0.5861448799862903)","(5900, 102.0, 0.48607026491349525)","(1404, 102.0, 0.9216878518382278)","(3092, 102.0, 1.3294217174112273)","(3697, 102.0, 0.7133551924892241)","(4691, 102.0, 0.530106441748573)","(7300, 102.0, 0.6760747526361267)","(4099, 102.0, 1.1225662838710095)","(2729, 102.0, 0.47932000178079676)","(6529, 102.0, 0.5319499749106182)","(6453, 102.0, 1.237119237148577)","(6431, 102.0, 0.943745242642422)"
"(3697, 101.0, 0.8961665901206539)","(6642, 101.0, 0.3666076077512702)","(3556, 101.0, 0.43494653557218294)","(6783, 101.0, 0.7252674152458742)","(4370, 101.0, 0.9458262212507383)","(4370, 101.0, 0.873869453169828)","(3509, 101.0, 0.44549496196806)","(3155, 101.0, 0.9082692339445104)","(6783, 101.0, 0.7068088825020472)","(4370, 101.0, 1.0481804208798962)","(6642, 101.0, 0.42468542500335565)","(6736, 101.0, 0.8307318929525153)","(6642, 101.0, 0.4268247412947153)","(6736, 101.0, 0.8265668944592899)","(6980, 101.0, 0.47290161319993385)","(2930, 101.0, 1.149837329664485)","(2930, 101.0, 1.0823190039906672)","(6783, 101.0, 0.6217875167561554)","(6497, 101.0, 1.054346771523885)","(3247, 101.0, 0.6869167168904787)","(4370, 101.0, 0.9736074857906457)","(6783, 101.0, 0.8062913997426558)","(1977, 101.0, 1.02089127747481)","(1552, 101.0, 0.9660896320833021)","(4370, 101.0, 1.069171867010599)","(2930, 101.0, 1.069259094274)","(3155, 101.0, 0.8820799028259866)","(2930, 101.0, 1.1184527244700717)","(2930, 101.0, 1.0351161203906711)","(6783, 101.0, 0.8299677917211976)","(6642, 101.0, 0.5185569594386412)","(6642, 101.0, 0.5343608125001614)","(5960, 101.0, 0.5233619590463815)","(4370, 101.0, 0.8969132958919721)","(4370, 101.0, 0.9081988578437479)","(4351, 101.0, 0.7942479565349867)","(4351, 101.0, 0.7778495655535235)","(4370, 101.0, 1.0656294800677821)","(7202, 101.0, 0.3988504930132691)","(3092, 101.0, 1.3027921995076144)","(3267, 101.0, 1.0839517718250897)","(1552, 101.0, 0.9302525883286157)","(4370, 101.0, 0.9443184311385188)","(2169, 101.0, 0.706173388066869)","(2813, 101.0, 1.1948759679715628)","(4370, 101.0, 0.8175247926957705)","(6642, 101.0, 0.34651305824743345)","(6980, 101.0, 0.6337868688978536)","(6980, 101.0, 0.6337868688978536)","(7218, 101.0, 0.5848849682798051)","(6783, 101.0, 0.7361804013375616)","(6783, 101.0, 0.5094493190343413)","(7300, 101.0, 0.5469117431313968)","(6529, 101.0, 0.6751683700427903)","(6535, 101.0, 0.48336696806909824)","(3098, 101.0, 0.5271218504035402)","(119, 101.0, 0.20872870417187633)","(4232, 101.0, 0.7381687160843747)","(6783, 101.0, 0.7164348264583837)","(4370, 101.0, 0.8513727483310145)","(1019, 101.0, 0.25244240184644107)","(6783, 101.0, 0.9400199884853514)","(5462, 101.0, 0.426144702844467)","(4399, 101.0, 0.4119117084227083)","(3697, 101.0, 0.9082269076653737)","(6373, 101.0, 0.5107113236984727)","(6418, 101.0, 0.9834664618489196)"
"(1552, 100.0, 0.9098321622954926)","(6783, 100.0, 0.611717609799209)","(4079, 100.0, 0.36593122017279883)","(7148, 100.0, 0.35102561915184055)","(6783, 100.0, 0.7170495287250851)","(11, 100.0, 0.9401554286087266)","(3092, 100.0, 1.2352188428093969)","(6961, 100.0, 0.624667153554306)","(4370, 100.0, 0.9853866920670179)","(6783, 100.0, 0.7357157595161757)","(6961, 100.0, 0.6498143335680028)","(74, 100.0, 1.0429201123013536)","(6961, 100.0, 0.6412836140008682)","(74, 100.0, 1.0443023020210436)","(3155, 100.0, 0.8708482818796933)","(6980, 100.0, 0.4300064134617338)","(6980, 100.0, 0.48489356247084325)","(4370, 100.0, 1.0541118286898792)","(6671, 100.0, 0.9825786568448299)","(2264, 100.0, 1.028344990459288)","(6783, 100.0, 0.6959790610460987)","(3697, 100.0, 0.843262767682246)","(6430, 100.0, 0.2613584453310979)","(6642, 100.0, 0.40694146951156374)","(1552, 100.0, 0.9560154602311681)","(6642, 100.0, 0.48382423578413125)","(6642, 100.0, 0.3910226198827005)","(7218, 100.0, 0.5312535502242757)","(7218, 100.0, 0.5704073273028298)","(11, 100.0, 0.7678442574774934)","(6297, 100.0, 0.5464394195692435)","(6297, 100.0, 0.5729008345226095)","(729, 100.0, 0.5751804359736745)","(11, 100.0, 0.9698385153545108)","(11, 100.0, 0.9768919362761757)","(6980, 100.0, 0.43150694964917236)","(6980, 100.0, 0.4468380911598629)","(11, 100.0, 1.1364502290966263)","(6642, 100.0, 0.3532945234820126)","(2930, 100.0, 1.1730657914101306)","(3563, 100.0, 0.5829318842880997)","(4351, 100.0, 0.8808293838082648)","(6783, 100.0, 0.7348201879147157)","(2035, 100.0, 0.5541355450150577)","(2016, 100.0, 1.0123267407053367)","(11, 100.0, 0.890950288297679)","(6783, 100.0, 0.7123866897312174)","(2813, 100.0, 0.9530680380101632)","(2813, 100.0, 0.9530680380101632)","(6961, 100.0, 0.7440713429997925)","(4370, 100.0, 0.9312567387894735)","(2930, 100.0, 1.1611793475493752)","(2956, 100.0, 0.9821509053275005)","(7218, 100.0, 0.5651563751989154)","(3578, 100.0, 0.7675467776105327)","(6980, 100.0, 0.6550938341313696)","(4181, 100.0, 0.4968217300576394)","(2966, 100.0, 0.8451351333733941)","(4506, 100.0, 0.8922829549215513)","(7148, 100.0, 0.5138262957170694)","(3834, 100.0, 1.0470021702858754)","(6642, 100.0, 0.7610432331687865)","(1864, 100.0, 0.2381049688556953)","(2991, 100.0, 0.9516947881655277)","(2956, 100.0, 1.157650533924766)","(496, 100.0, 0.4041457372323466)","(7266, 100.0, 0.9241883729654307)"
