0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
"(6969, 104.0, 0.99845)","(7212, 104.0, 0.40064)","(2237, 104.0, 1.01549)","(7212, 104.0, 0.40064)","(7212, 104.0, 0.40348)","(7189, 104.0, 0.31122)","(7263, 104.0, 0.46957)","(7268, 104.0, 0.33212)","(7212, 104.0, 0.40375)","(1857, 104.0, 0.94996)","(1105, 104.0, 1.11452)","(7212, 104.0, 0.40348)","(6969, 104.0, 0.99845)","(1787, 104.0, 1.20991)","(7008, 104.0, 0.43309)","(1787, 104.0, 1.20749)","(7268, 104.0, 0.33189)","(7212, 104.0, 0.40391)","(7212, 104.0, 0.40064)","(7268, 104.0, 0.33189)","(1857, 104.0, 0.95026)","(4119, 104.0, 0.43681)","(6969, 104.0, 0.99699)","(1787, 104.0, 1.20924)","(7137, 104.0, 0.88141)","(7137, 104.0, 0.88133)","(1105, 104.0, 1.11265)","(7212, 104.0, 0.40375)","(7212, 104.0, 0.40391)","(1857, 104.0, 0.94807)","(1105, 104.0, 1.11483)","(1105, 104.0, 1.11409)","(7008, 104.0, 0.43499)","(6969, 104.0, 0.99389)","(1482, 104.0, 0.61876)","(7249, 104.0, 0.40758)","(1857, 104.0, 0.95016)","(7212, 104.0, 0.40348)","(7189, 104.0, 0.30951)","(1857, 104.0, 0.95016)","(1857, 104.0, 0.95026)","(1857, 104.0, 0.94996)","(6969, 104.0, 0.99845)","(7189, 104.0, 0.30951)","(7212, 104.0, 0.40375)","(7212, 104.0, 0.40375)","(7212, 104.0, 0.40064)","(6969, 104.0, 0.99845)","(5674, 104.0, 0.15672)","(7212, 104.0, 0.40375)","(7249, 104.0, 0.40706)","(1857, 104.0, 0.95026)","(6485, 104.0, 0.49726)","(6969, 104.0, 0.99389)","(1857, 104.0, 0.95016)","(1871, 104.0, 0.63028)","(1871, 104.0, 0.62949)","(1871, 104.0, 0.62709)","(7084, 104.0, 0.55222)","(7212, 104.0, 0.40391)","(6782, 104.0, 0.85494)","(6782, 104.0, 0.85316)","(6782, 104.0, 0.85261)","(752, 104.0, 1.3358)","(7263, 104.0, 0.46957)","(1159, 104.0, 1.01479)","(7189, 104.0, 0.31225)","(2011, 104.0, 0.97743)","(609, 104.0, 0.43917)","(1105, 104.0, 1.11483)","(1105, 104.0, 1.11452)","(3552, 104.0, 0.65387)"
"(6953, 103.0, 0.38385)","(6953, 103.0, 0.38245)","(282, 103.0, 0.37948)","(1105, 103.0, 1.11265)","(1105, 103.0, 1.11452)","(7008, 103.0, 0.43309)","(1857, 103.0, 0.95026)","(6982, 103.0, 0.73165)","(6953, 103.0, 0.3835)","(7212, 103.0, 0.40348)","(7212, 103.0, 0.40348)","(7189, 103.0, 0.31225)","(7249, 103.0, 0.40758)","(7268, 103.0, 0.33212)","(1787, 103.0, 1.20924)","(7268, 103.0, 0.33107)","(7189, 103.0, 0.31225)","(7268, 103.0, 0.33212)","(7268, 103.0, 0.33107)","(7212, 103.0, 0.40348)","(7268, 103.0, 0.33138)","(1481, 103.0, 0.40034)","(7212, 103.0, 0.40375)","(7249, 103.0, 0.40724)","(5174, 103.0, 0.43591)","(5174, 103.0, 0.43514)","(7212, 103.0, 0.40064)","(1105, 103.0, 1.11409)","(1105, 103.0, 1.11483)","(7212, 103.0, 0.40064)","(7212, 103.0, 0.40391)","(7212, 103.0, 0.40375)","(7039, 103.0, 0.50122)","(7008, 103.0, 0.43072)","(5350, 103.0, 0.71068)","(7189, 103.0, 0.31207)","(1105, 103.0, 1.11483)","(7249, 103.0, 0.40706)","(6982, 103.0, 0.73194)","(7008, 103.0, 0.43499)","(7008, 103.0, 0.43309)","(7008, 103.0, 0.43428)","(7212, 103.0, 0.40391)","(7268, 103.0, 0.33107)","(7249, 103.0, 0.40724)","(1372, 103.0, 0.45143)","(1372, 103.0, 0.44957)","(7212, 103.0, 0.40391)","(4119, 103.0, 0.43352)","(1105, 103.0, 1.11409)","(6953, 103.0, 0.38313)","(7212, 103.0, 0.40375)","(553, 103.0, 0.50897)","(1105, 103.0, 1.11265)","(7212, 103.0, 0.40391)","(6406, 103.0, 0.80025)","(6406, 103.0, 0.79891)","(6406, 103.0, 0.79822)","(7182, 103.0, 0.18015)","(6969, 103.0, 0.99845)","(853, 103.0, 0.37065)","(853, 103.0, 0.37275)","(853, 103.0, 0.37565)","(3777, 103.0, 0.56885)","(6953, 103.0, 0.3835)","(3213, 103.0, 1.46527)","(1159, 103.0, 1.01754)","(592, 103.0, 0.77462)","(505, 103.0, 0.27478)","(7212, 103.0, 0.40391)","(3559, 103.0, 1.05219)","(4881, 103.0, 0.18752)"
"(7039, 102.0, 0.50122)","(7008, 102.0, 0.43072)","(6508, 102.0, 0.48455)","(7249, 102.0, 0.40421)","(7249, 102.0, 0.40706)","(6969, 102.0, 0.99699)","(2954, 102.0, 0.93947)","(2011, 102.0, 0.9767)","(7249, 102.0, 0.40724)","(6953, 102.0, 0.38313)","(7249, 102.0, 0.40706)","(6953, 102.0, 0.38313)","(7268, 102.0, 0.33212)","(7189, 102.0, 0.31207)","(7268, 102.0, 0.33138)","(7189, 102.0, 0.30951)","(6982, 102.0, 0.73145)","(1857, 102.0, 0.95016)","(1857, 102.0, 0.94807)","(1857, 102.0, 0.94996)","(2011, 102.0, 0.97743)","(3375, 102.0, 0.3285)","(7249, 102.0, 0.40724)","(6953, 102.0, 0.3835)","(5461, 102.0, 0.43758)","(5461, 102.0, 0.4377)","(7008, 102.0, 0.43072)","(7249, 102.0, 0.40724)","(6953, 102.0, 0.38385)","(6953, 102.0, 0.38245)","(6953, 102.0, 0.38385)","(6657, 102.0, 0.32624)","(3559, 102.0, 1.05268)","(6953, 102.0, 0.38245)","(3397, 102.0, 0.97791)","(6969, 102.0, 0.99845)","(7189, 102.0, 0.31207)","(7268, 102.0, 0.33189)","(6953, 102.0, 0.38245)","(6953, 102.0, 0.38385)","(6953, 102.0, 0.3835)","(6953, 102.0, 0.38313)","(7249, 102.0, 0.40758)","(7008, 102.0, 0.43072)","(1105, 102.0, 1.11409)","(6969, 102.0, 0.99699)","(6969, 102.0, 0.99389)","(6953, 102.0, 0.38385)","(7202, 102.0, 0.47653)","(7249, 102.0, 0.40724)","(7039, 102.0, 0.50208)","(7268, 102.0, 0.33138)","(792, 102.0, 0.60363)","(7249, 102.0, 0.40421)","(7268, 102.0, 0.33212)","(3030, 102.0, 0.95932)","(3030, 102.0, 0.95951)","(3030, 102.0, 0.95701)","(3943, 102.0, 0.3145)","(7249, 102.0, 0.40758)","(752, 102.0, 1.33658)","(752, 102.0, 1.33517)","(752, 102.0, 1.33338)","(6953, 102.0, 0.38313)","(3559, 102.0, 1.05197)","(2237, 102.0, 1.01549)","(3213, 102.0, 1.4676)","(4515, 102.0, 0.32696)","(5698, 102.0, 0.29852)","(7249, 102.0, 0.40758)","(6953, 102.0, 0.38313)","(866, 102.0, 0.69794)"
"(1105, 101.0, 1.11483)","(7268, 101.0, 0.33107)","(6425, 101.0, 1.02716)","(7008, 101.0, 0.43072)","(7008, 101.0, 0.43428)","(1857, 101.0, 0.95026)","(6953, 101.0, 0.3835)","(4096, 101.0, 1.40265)","(7268, 101.0, 0.33138)","(7249, 101.0, 0.40706)","(6953, 101.0, 0.38313)","(1105, 101.0, 1.11452)","(7008, 101.0, 0.43499)","(6982, 101.0, 0.73165)","(7189, 101.0, 0.31122)","(6982, 101.0, 0.73194)","(2237, 101.0, 1.01909)","(4096, 101.0, 1.40265)","(4096, 101.0, 1.39917)","(7189, 101.0, 0.31225)","(4096, 101.0, 1.40122)","(544, 101.0, 0.48655)","(7008, 101.0, 0.43309)","(1105, 101.0, 1.11409)","(2198, 101.0, 0.74055)","(2198, 101.0, 0.74118)","(7249, 101.0, 0.40421)","(7008, 101.0, 0.43309)","(7249, 101.0, 0.40758)","(7008, 101.0, 0.43072)","(7268, 101.0, 0.33212)","(6953, 101.0, 0.3835)","(2954, 101.0, 0.9398)","(7212, 101.0, 0.40064)","(1343, 101.0, 0.36442)","(1105, 101.0, 1.11483)","(6953, 101.0, 0.38385)","(2011, 101.0, 0.97679)","(7008, 101.0, 0.43072)","(7212, 101.0, 0.40391)","(7212, 101.0, 0.40375)","(7212, 101.0, 0.40348)","(7268, 101.0, 0.33212)","(3777, 101.0, 0.56901)","(6953, 101.0, 0.3835)","(7039, 101.0, 0.50321)","(7039, 101.0, 0.5058)","(7249, 101.0, 0.40758)","(5326, 101.0, 0.5753)","(6953, 101.0, 0.3835)","(7212, 101.0, 0.40348)","(7008, 101.0, 0.43309)","(1574, 101.0, 0.34208)","(6953, 101.0, 0.38245)","(6953, 101.0, 0.38385)","(3583, 101.0, 0.36695)","(3583, 101.0, 0.36929)","(3583, 101.0, 0.3727)","(4653, 101.0, 0.4072)","(6953, 101.0, 0.38385)","(3777, 101.0, 0.56884)","(3777, 101.0, 0.56922)","(3777, 101.0, 0.56901)","(7016, 101.0, 0.9281)","(1857, 101.0, 0.95026)","(6953, 101.0, 0.38245)","(2237, 101.0, 1.01909)","(1331, 101.0, 0.37553)","(828, 101.0, 0.68841)","(6953, 101.0, 0.38385)","(5326, 101.0, 0.57926)","(2664, 101.0, 0.26905)"
"(2011, 100.0, 0.9767)","(7249, 100.0, 0.40421)","(7249, 100.0, 0.40421)","(6953, 100.0, 0.38245)","(6953, 100.0, 0.38313)","(6982, 100.0, 0.73221)","(4096, 100.0, 1.40122)","(7263, 100.0, 0.46878)","(6982, 100.0, 0.73221)","(7268, 100.0, 0.33189)","(7268, 100.0, 0.33189)","(7249, 100.0, 0.40706)","(1105, 100.0, 1.11483)","(6953, 100.0, 0.38385)","(6982, 100.0, 0.73221)","(2237, 100.0, 1.01549)","(6953, 100.0, 0.38313)","(6728, 100.0, 0.39879)","(6728, 100.0, 0.39883)","(6953, 100.0, 0.38313)","(5851, 100.0, 0.59879)","(698, 100.0, 0.52325)","(6953, 100.0, 0.3835)","(3777, 100.0, 0.56922)","(3923, 100.0, 0.26335)","(3923, 100.0, 0.26189)","(7268, 100.0, 0.33107)","(6953, 100.0, 0.3835)","(7008, 100.0, 0.43499)","(7268, 100.0, 0.33107)","(7008, 100.0, 0.43499)","(7249, 100.0, 0.40724)","(3213, 100.0, 1.46814)","(7249, 100.0, 0.40421)","(752, 100.0, 1.3358)","(7008, 100.0, 0.43499)","(4096, 100.0, 1.40265)","(6953, 100.0, 0.38313)","(2237, 100.0, 1.01549)","(7268, 100.0, 0.33212)","(7268, 100.0, 0.33138)","(7268, 100.0, 0.33189)","(6953, 100.0, 0.38385)","(7249, 100.0, 0.40421)","(7268, 100.0, 0.33138)","(4096, 100.0, 1.40122)","(4096, 100.0, 1.39917)","(7008, 100.0, 0.43499)","(2954, 100.0, 0.9367)","(7008, 100.0, 0.43309)","(7268, 100.0, 0.33189)","(6953, 100.0, 0.3835)","(2460, 100.0, 0.28418)","(2011, 100.0, 0.97614)","(7008, 100.0, 0.43499)","(1105, 100.0, 1.11483)","(1105, 100.0, 1.11409)","(1105, 100.0, 1.11265)","(6020, 100.0, 0.30251)","(7008, 100.0, 0.43499)","(6953, 100.0, 0.38385)","(6953, 100.0, 0.3835)","(6953, 100.0, 0.38245)","(1482, 100.0, 0.61876)","(7189, 100.0, 0.31122)","(5326, 100.0, 0.5753)","(6953, 100.0, 0.38313)","(6718, 100.0, 1.10861)","(282, 100.0, 0.38398)","(7008, 100.0, 0.43499)","(2954, 100.0, 0.93952)","(6304, 100.0, 0.28755)"
"(7249, 99.0, 0.40758)","(4096, 99.0, 1.39917)","(5350, 99.0, 0.70685)","(7268, 99.0, 0.33107)","(7268, 99.0, 0.33189)","(2237, 99.0, 1.01849)","(1105, 99.0, 1.11409)","(2237, 99.0, 1.02001)","(2011, 99.0, 0.97743)","(6982, 99.0, 0.73145)","(7008, 99.0, 0.43428)","(7268, 99.0, 0.33189)","(7189, 99.0, 0.31207)","(6657, 99.0, 0.32768)","(2237, 99.0, 1.01849)","(6953, 99.0, 0.38245)","(6657, 99.0, 0.32661)","(3184, 99.0, 1.17278)","(3184, 99.0, 1.16904)","(7249, 99.0, 0.40706)","(1871, 99.0, 0.62949)","(1964, 99.0, 0.30453)","(7268, 99.0, 0.33138)","(7268, 99.0, 0.33138)","(208, 99.0, 0.33804)","(208, 99.0, 0.33875)","(6953, 99.0, 0.38245)","(7268, 99.0, 0.33138)","(7189, 99.0, 0.31207)","(7249, 99.0, 0.40421)","(7249, 99.0, 0.40758)","(7008, 99.0, 0.43309)","(6657, 99.0, 0.32768)","(7268, 99.0, 0.33107)","(6715, 99.0, 1.37906)","(7268, 99.0, 0.33212)","(7249, 99.0, 0.40758)","(4096, 99.0, 1.40196)","(7212, 99.0, 0.40064)","(7189, 99.0, 0.31207)","(7189, 99.0, 0.31122)","(7189, 99.0, 0.31225)","(7008, 99.0, 0.43499)","(1105, 99.0, 1.11265)","(7008, 99.0, 0.43309)","(7008, 99.0, 0.43309)","(7008, 99.0, 0.43072)","(7189, 99.0, 0.31207)","(573, 99.0, 0.99046)","(7268, 99.0, 0.33138)","(4096, 99.0, 1.40196)","(2011, 99.0, 0.97743)","(6227, 99.0, 0.30359)","(7008, 99.0, 0.43072)","(7249, 99.0, 0.40758)","(4803, 99.0, 0.38979)","(4803, 99.0, 0.38863)","(4803, 99.0, 0.38487)","(896, 99.0, 0.83729)","(7268, 99.0, 0.33212)","(7016, 99.0, 0.92865)","(1482, 99.0, 0.61891)","(7016, 99.0, 0.92549)","(5851, 99.0, 0.59856)","(4096, 99.0, 1.40122)","(4803, 99.0, 0.38487)","(5326, 99.0, 0.57926)","(2665, 99.0, 0.18287)","(4038, 99.0, 0.23022)","(7268, 99.0, 0.33212)","(7008, 99.0, 0.43428)","(6947, 99.0, 0.62568)"
"(6728, 98.0, 0.39879)","(6657, 98.0, 0.32492)","(3777, 98.0, 0.56901)","(2011, 98.0, 0.97614)","(2011, 98.0, 0.97679)","(6953, 98.0, 0.3835)","(6657, 98.0, 0.32624)","(7008, 98.0, 0.43499)","(4096, 98.0, 1.40122)","(2011, 98.0, 0.97679)","(2011, 98.0, 0.97679)","(6982, 98.0, 0.73145)","(2011, 98.0, 0.9767)","(3777, 98.0, 0.56884)","(6953, 98.0, 0.3835)","(6657, 98.0, 0.32492)","(3777, 98.0, 0.56885)","(7039, 98.0, 0.50122)","(7039, 98.0, 0.5058)","(4096, 98.0, 1.40196)","(1105, 98.0, 1.11409)","(5275, 98.0, 0.31354)","(2011, 98.0, 0.97743)","(4096, 98.0, 1.40122)","(7285, 98.0, 0.57087)","(7285, 98.0, 0.57138)","(2011, 98.0, 0.97614)","(2011, 98.0, 0.97743)","(4096, 98.0, 1.40265)","(7189, 98.0, 0.30951)","(6657, 98.0, 0.32768)","(7268, 98.0, 0.33138)","(3184, 98.0, 1.17278)","(2011, 98.0, 0.97614)","(6425, 98.0, 1.03088)","(2011, 98.0, 0.9767)","(6982, 98.0, 0.73165)","(1105, 98.0, 1.11452)","(7263, 98.0, 0.4727)","(7249, 98.0, 0.40758)","(7249, 98.0, 0.40724)","(7249, 98.0, 0.40706)","(2011, 98.0, 0.9767)","(6953, 98.0, 0.38245)","(4096, 98.0, 1.40122)","(3777, 98.0, 0.56922)","(3777, 98.0, 0.56901)","(7268, 98.0, 0.33212)","(6721, 98.0, 1.3051)","(7189, 98.0, 0.31122)","(6657, 98.0, 0.32661)","(7249, 98.0, 0.40724)","(4472, 98.0, 0.72167)","(7189, 98.0, 0.30951)","(4096, 98.0, 1.40265)","(4096, 98.0, 1.40265)","(4096, 98.0, 1.40122)","(4096, 98.0, 1.39917)","(6743, 98.0, 0.18913)","(2011, 98.0, 0.9767)","(1482, 98.0, 0.61919)","(5851, 98.0, 0.59879)","(1482, 98.0, 0.61695)","(1907, 98.0, 1.26518)","(6982, 98.0, 0.73221)","(3777, 98.0, 0.56901)","(4803, 98.0, 0.38909)","(3478, 98.0, 0.30354)","(1803, 98.0, 0.27354)","(4096, 98.0, 1.40265)","(1857, 98.0, 0.94996)","(5364, 98.0, 0.1846)"
"(4096, 97.0, 1.40265)","(7189, 97.0, 0.30951)","(1787, 97.0, 1.20749)","(7189, 97.0, 0.30951)","(7189, 97.0, 0.31225)","(2011, 97.0, 0.97743)","(7249, 97.0, 0.40724)","(5851, 97.0, 0.59927)","(7263, 97.0, 0.46957)","(4096, 97.0, 1.40196)","(4096, 97.0, 1.40196)","(7008, 97.0, 0.43428)","(6953, 97.0, 0.38385)","(4096, 97.0, 1.40265)","(6657, 97.0, 0.32624)","(3777, 97.0, 0.56901)","(4096, 97.0, 1.40196)","(3559, 97.0, 1.05268)","(3559, 97.0, 1.04893)","(7008, 97.0, 0.43428)","(6953, 97.0, 0.3835)","(5353, 97.0, 0.15351)","(7189, 97.0, 0.31122)","(2011, 97.0, 0.97743)","(5900, 97.0, 0.4486)","(5900, 97.0, 0.44775)","(7189, 97.0, 0.30951)","(4096, 97.0, 1.40122)","(7268, 97.0, 0.33212)","(6982, 97.0, 0.73194)","(4096, 97.0, 1.40265)","(4096, 97.0, 1.40122)","(5674, 97.0, 0.15766)","(6982, 97.0, 0.73194)","(1159, 97.0, 1.01754)","(7263, 97.0, 0.46878)","(7268, 97.0, 0.33212)","(7008, 97.0, 0.43428)","(7249, 97.0, 0.40421)","(6982, 97.0, 0.73165)","(6982, 97.0, 0.73221)","(6982, 97.0, 0.73145)","(4096, 97.0, 1.40265)","(6982, 97.0, 0.73194)","(2011, 97.0, 0.97743)","(6425, 97.0, 1.03028)","(6425, 97.0, 1.02716)","(4096, 97.0, 1.40265)","(3184, 97.0, 1.16904)","(2011, 97.0, 0.97743)","(2011, 97.0, 0.97679)","(4096, 97.0, 1.40122)","(5884, 97.0, 0.34591)","(4096, 97.0, 1.39917)","(2011, 97.0, 0.9767)","(7202, 97.0, 0.48081)","(7202, 97.0, 0.47882)","(7202, 97.0, 0.47653)","(718, 97.0, 0.48857)","(7189, 97.0, 0.31207)","(5851, 97.0, 0.59927)","(1907, 97.0, 1.26488)","(5851, 97.0, 0.59685)","(7282, 97.0, 1.05925)","(7249, 97.0, 0.40724)","(2065, 97.0, 0.79437)","(3777, 97.0, 0.56885)","(322, 97.0, 0.31784)","(7263, 97.0, 0.46878)","(2011, 97.0, 0.9767)","(6875, 97.0, 0.99072)","(2061, 97.0, 1.26092)"
"(6657, 96.0, 0.32768)","(2011, 96.0, 0.97614)","(2011, 96.0, 0.97614)","(4096, 96.0, 1.39917)","(4096, 96.0, 1.40196)","(1787, 96.0, 1.20924)","(5851, 96.0, 0.59879)","(7189, 96.0, 0.31207)","(2237, 96.0, 1.01849)","(7263, 96.0, 0.46882)","(6982, 96.0, 0.73145)","(4096, 96.0, 1.40196)","(4096, 96.0, 1.40265)","(6969, 96.0, 0.99845)","(3777, 96.0, 0.56922)","(4096, 96.0, 1.39917)","(6969, 96.0, 0.99765)","(2954, 96.0, 0.9398)","(2954, 96.0, 0.9367)","(7263, 96.0, 0.46882)","(7189, 96.0, 0.31122)","(7106, 96.0, 0.25954)","(6982, 96.0, 0.73221)","(6982, 96.0, 0.73221)","(2005, 96.0, 0.4369)","(2005, 96.0, 0.43536)","(4096, 96.0, 1.39917)","(7189, 96.0, 0.31122)","(2011, 96.0, 0.9767)","(4096, 96.0, 1.39917)","(2011, 96.0, 0.9767)","(7189, 96.0, 0.31122)","(6782, 96.0, 0.85494)","(4096, 96.0, 1.39917)","(3777, 96.0, 0.56885)","(5851, 96.0, 0.59927)","(7263, 96.0, 0.46878)","(6657, 96.0, 0.32661)","(7268, 96.0, 0.33107)","(4096, 96.0, 1.40265)","(4096, 96.0, 1.40122)","(4096, 96.0, 1.40196)","(7189, 96.0, 0.31207)","(1787, 96.0, 1.20749)","(7189, 96.0, 0.31122)","(5851, 96.0, 0.59879)","(5851, 96.0, 0.59685)","(2011, 96.0, 0.9767)","(4096, 96.0, 1.39917)","(4096, 96.0, 1.40122)","(5851, 96.0, 0.59856)","(6982, 96.0, 0.73221)","(4943, 96.0, 0.90881)","(6982, 96.0, 0.73194)","(7189, 96.0, 0.31207)","(6725, 96.0, 0.65357)","(6725, 96.0, 0.65146)","(6725, 96.0, 0.6504)","(2382, 96.0, 1.27612)","(4096, 96.0, 1.40265)","(1907, 96.0, 1.26579)","(7282, 96.0, 1.05789)","(1907, 96.0, 1.26408)","(2813, 96.0, 1.12305)","(2954, 96.0, 0.93947)","(5674, 96.0, 0.15672)","(2065, 96.0, 0.79757)","(7297, 96.0, 0.36603)","(6253, 96.0, 0.30238)","(7189, 96.0, 0.31207)","(6969, 96.0, 0.99765)","(574, 96.0, 0.38672)"
"(7189, 95.0, 0.31207)","(6982, 95.0, 0.73194)","(3067, 95.0, 0.78974)","(6982, 95.0, 0.73194)","(6982, 95.0, 0.73145)","(3777, 95.0, 0.56922)","(7268, 95.0, 0.33138)","(6657, 95.0, 0.32768)","(7008, 95.0, 0.43309)","(2237, 95.0, 1.01909)","(7189, 95.0, 0.31225)","(5851, 95.0, 0.59856)","(6657, 95.0, 0.32768)","(7263, 95.0, 0.46878)","(4096, 95.0, 1.40122)","(6969, 95.0, 0.99389)","(7263, 95.0, 0.46882)","(2011, 95.0, 0.9767)","(2011, 95.0, 0.97614)","(6657, 95.0, 0.32661)","(6122, 95.0, 0.63436)","(1351, 95.0, 0.23677)","(4096, 95.0, 1.40122)","(3067, 95.0, 0.79102)","(1855, 95.0, 0.63372)","(1855, 95.0, 0.63283)","(6657, 95.0, 0.32492)","(6657, 95.0, 0.32624)","(6982, 95.0, 0.73165)","(6657, 95.0, 0.32492)","(7189, 95.0, 0.31207)","(7263, 95.0, 0.46957)","(6721, 95.0, 1.30944)","(2237, 95.0, 1.01549)","(1964, 95.0, 0.30453)","(6953, 95.0, 0.38385)","(2011, 95.0, 0.9767)","(7189, 95.0, 0.31225)","(1787, 95.0, 1.20749)","(2011, 95.0, 0.9767)","(2011, 95.0, 0.97743)","(2011, 95.0, 0.97679)","(6982, 95.0, 0.73165)","(2011, 95.0, 0.97614)","(6657, 95.0, 0.32624)","(6122, 95.0, 0.63436)","(6122, 95.0, 0.63043)","(6982, 95.0, 0.73165)","(1105, 95.0, 1.11265)","(6982, 95.0, 0.73221)","(6982, 95.0, 0.73145)","(7189, 95.0, 0.31122)","(2730, 95.0, 0.32768)","(7268, 95.0, 0.33107)","(6982, 95.0, 0.73165)","(2011, 95.0, 0.9767)","(2011, 95.0, 0.97743)","(2011, 95.0, 0.97614)","(6230, 95.0, 0.46417)","(6982, 95.0, 0.73165)","(7282, 95.0, 1.05999)","(2813, 95.0, 1.1218)","(7282, 95.0, 1.05673)","(7263, 95.0, 0.46882)","(6657, 95.0, 0.32624)","(1787, 95.0, 1.20749)","(5674, 95.0, 0.15759)","(3164, 95.0, 0.40326)","(4161, 95.0, 0.4142)","(6657, 95.0, 0.32768)","(2237, 95.0, 1.01909)","(4071, 95.0, 0.50912)"
"(2237, 94.0, 1.02001)","(7263, 94.0, 0.4727)","(6982, 94.0, 0.73194)","(6657, 94.0, 0.32492)","(6657, 94.0, 0.32661)","(7268, 94.0, 0.33138)","(6982, 94.0, 0.73221)","(1787, 94.0, 1.20991)","(5851, 94.0, 0.59879)","(7008, 94.0, 0.43428)","(6657, 94.0, 0.32661)","(7263, 94.0, 0.46882)","(6728, 94.0, 0.39879)","(6728, 94.0, 0.39879)","(6969, 94.0, 0.99699)","(7263, 94.0, 0.4727)","(6728, 94.0, 0.39886)","(5851, 94.0, 0.59927)","(5851, 94.0, 0.59685)","(2954, 94.0, 0.93952)","(6425, 94.0, 1.03028)","(4612, 94.0, 0.34592)","(7263, 94.0, 0.46957)","(7008, 94.0, 0.43309)","(2981, 94.0, 0.72649)","(2981, 94.0, 0.72574)","(6982, 94.0, 0.73194)","(6982, 94.0, 0.73221)","(7263, 94.0, 0.46878)","(7263, 94.0, 0.4727)","(6728, 94.0, 0.39879)","(5851, 94.0, 0.59879)","(7249, 94.0, 0.40758)","(7189, 94.0, 0.30951)","(6820, 94.0, 0.25306)","(1871, 94.0, 0.63028)","(7008, 94.0, 0.43499)","(6728, 94.0, 0.39886)","(5350, 94.0, 0.70685)","(2237, 94.0, 1.02001)","(2237, 94.0, 1.01849)","(2237, 94.0, 1.01909)","(6657, 94.0, 0.32768)","(5851, 94.0, 0.59685)","(6982, 94.0, 0.73221)","(6953, 94.0, 0.3835)","(6953, 94.0, 0.38245)","(6657, 94.0, 0.32768)","(2011, 94.0, 0.97614)","(7263, 94.0, 0.46957)","(7263, 94.0, 0.46882)","(6657, 94.0, 0.32624)","(3116, 94.0, 1.35892)","(7263, 94.0, 0.4727)","(2237, 94.0, 1.02001)","(896, 94.0, 0.83729)","(896, 94.0, 0.83646)","(896, 94.0, 0.83316)","(4995, 94.0, 0.48521)","(7263, 94.0, 0.46878)","(2813, 94.0, 1.12363)","(7263, 94.0, 0.46957)","(2813, 94.0, 1.11979)","(2954, 94.0, 0.93952)","(7008, 94.0, 0.43309)","(1482, 94.0, 0.61695)","(1787, 94.0, 1.20952)","(2304, 94.0, 0.31919)","(582, 94.0, 0.4664)","(6982, 94.0, 0.73165)","(1871, 94.0, 0.62975)","(219, 94.0, 0.47262)"
"(7268, 93.0, 0.33212)","(6728, 93.0, 0.39883)","(6122, 93.0, 0.63043)","(7263, 93.0, 0.4727)","(7263, 93.0, 0.46882)","(4096, 93.0, 1.40122)","(1871, 93.0, 0.62949)","(1871, 93.0, 0.63028)","(7189, 93.0, 0.31122)","(5851, 93.0, 0.59856)","(2237, 93.0, 1.01909)","(1787, 93.0, 1.20952)","(1871, 93.0, 0.63028)","(7212, 93.0, 0.40391)","(7263, 93.0, 0.46957)","(6728, 93.0, 0.39883)","(7212, 93.0, 0.40348)","(6982, 93.0, 0.73165)","(6982, 93.0, 0.73194)","(1871, 93.0, 0.62975)","(7263, 93.0, 0.46957)","(1438, 93.0, 0.99696)","(2237, 93.0, 1.01849)","(2237, 93.0, 1.01849)","(6657, 93.0, 0.32624)","(6657, 93.0, 0.32661)","(6728, 93.0, 0.39883)","(6728, 93.0, 0.39874)","(6657, 93.0, 0.32768)","(2011, 93.0, 0.97614)","(6982, 93.0, 0.73165)","(6982, 93.0, 0.73221)","(2011, 93.0, 0.9767)","(1787, 93.0, 1.20749)","(2813, 93.0, 1.12305)","(6982, 93.0, 0.73165)","(2954, 93.0, 0.9398)","(5851, 93.0, 0.59856)","(5851, 93.0, 0.59685)","(1787, 93.0, 1.20991)","(1787, 93.0, 1.20924)","(1787, 93.0, 1.20952)","(7263, 93.0, 0.46878)","(4096, 93.0, 1.39917)","(6728, 93.0, 0.39874)","(5674, 93.0, 0.15789)","(5674, 93.0, 0.15672)","(7263, 93.0, 0.46878)","(6876, 93.0, 0.48131)","(6657, 93.0, 0.32624)","(7008, 93.0, 0.43428)","(2237, 93.0, 1.01849)","(1249, 93.0, 0.88115)","(2237, 93.0, 1.01549)","(6657, 93.0, 0.32768)","(3213, 93.0, 1.46814)","(3213, 93.0, 1.46693)","(3213, 93.0, 1.46527)","(3885, 93.0, 0.21853)","(6657, 93.0, 0.32768)","(7263, 93.0, 0.46878)","(2954, 93.0, 0.93947)","(7263, 93.0, 0.4727)","(5674, 93.0, 0.15759)","(6728, 93.0, 0.39874)","(2936, 93.0, 0.54232)","(1482, 93.0, 0.61876)","(6038, 93.0, 0.7674)","(5390, 93.0, 0.27656)","(7263, 93.0, 0.46878)","(4096, 93.0, 1.40196)","(3363, 93.0, 0.51174)"
