0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
"(2131, 108.0, 0.65265)","(5000, 108.0, 0.38747)","(6657, 108.0, 0.32641)","(6657, 108.0, 0.32657)","(800, 108.0, 0.84272)","(391, 108.0, 0.46562)","(2716, 108.0, 0.3424)","(7255, 108.0, 0.4828)","(7263, 108.0, 0.4732)","(7262, 108.0, 0.85061)","(2653, 108.0, 0.69934)","(7263, 108.0, 0.46881)","(2653, 108.0, 0.69934)","(7262, 108.0, 0.85045)","(5967, 108.0, 0.38604)","(7263, 108.0, 0.4732)","(2629, 108.0, 0.1999)","(2653, 108.0, 0.69923)","(2653, 108.0, 0.69682)","(2653, 108.0, 0.69914)","(6657, 108.0, 0.32475)","(2173, 108.0, 0.36446)","(5685, 108.0, 0.34564)","(2653, 108.0, 0.69914)","(5716, 108.0, 0.72525)","(6108, 108.0, 1.22477)","(1994, 108.0, 0.74688)","(4262, 108.0, 0.50035)","(1658, 108.0, 0.36688)","(6657, 108.0, 0.32756)","(6657, 108.0, 0.32475)","(1994, 108.0, 0.74751)","(7263, 108.0, 0.46881)","(7263, 108.0, 0.4732)","(2653, 108.0, 0.69914)","(6657, 108.0, 0.32475)","(1681, 108.0, 0.78721)","(1994, 108.0, 0.74751)","(5446, 108.0, 0.14746)","(6657, 108.0, 0.32641)","(6657, 108.0, 0.32756)","(1994, 108.0, 0.74751)","(1994, 108.0, 0.74688)","(2122, 108.0, 1.18088)","(6441, 108.0, 0.98692)","(5559, 108.0, 0.54372)","(6108, 108.0, 1.22477)","(1746, 108.0, 1.18087)","(1746, 108.0, 1.18148)","(391, 108.0, 0.46209)","(3637, 108.0, 1.21716)","(4099, 108.0, 0.93068)","(7263, 108.0, 0.4732)","(307, 108.0, 0.26563)","(6657, 108.0, 0.32475)","(7067, 108.0, 0.90578)","(7098, 108.0, 0.42609)","(2653, 108.0, 0.69923)","(6962, 108.0, 0.59909)","(2485, 108.0, 1.10094)","(2716, 108.0, 0.33878)","(4910, 108.0, 0.61689)","(4375, 108.0, 0.34436)","(1307, 108.0, 1.01649)","(6527, 108.0, 0.42224)","(7263, 108.0, 0.46881)","(4368, 108.0, 0.63715)","(1018, 108.0, 0.32471)"
"(7020, 107.0, 0.17808)","(1984, 107.0, 0.5885)","(307, 107.0, 0.26504)","(7293, 107.0, 0.82117)","(4351, 107.0, 0.82561)","(6441, 107.0, 0.98692)","(391, 107.0, 0.46542)","(11, 107.0, 1.04873)","(7255, 107.0, 0.48862)","(2131, 107.0, 0.65232)","(5937, 107.0, 0.27155)","(1994, 107.0, 0.74751)","(4099, 107.0, 0.93091)","(7263, 107.0, 0.46881)","(7189, 107.0, 0.31171)","(2629, 107.0, 0.20055)","(659, 107.0, 0.18385)","(5967, 107.0, 0.38604)","(5967, 107.0, 0.38334)","(5967, 107.0, 0.38681)","(5716, 107.0, 0.72525)","(5685, 107.0, 0.34204)","(7251, 107.0, 0.92207)","(7293, 107.0, 0.82117)","(7061, 107.0, 0.43369)","(307, 107.0, 0.26504)","(7061, 107.0, 0.43369)","(5465, 107.0, 0.7491)","(5937, 107.0, 0.27274)","(6741, 107.0, 1.2088)","(6741, 107.0, 1.20486)","(7293, 107.0, 0.82097)","(2131, 107.0, 0.65265)","(2131, 107.0, 0.65025)","(7293, 107.0, 0.82117)","(6108, 107.0, 1.22305)","(7129, 107.0, 0.47838)","(307, 107.0, 0.26691)","(1020, 107.0, 0.72963)","(7293, 107.0, 0.82149)","(7293, 107.0, 0.82097)","(7263, 107.0, 0.46881)","(7263, 107.0, 0.4732)","(5716, 107.0, 0.72547)","(7061, 107.0, 0.42991)","(4004, 107.0, 0.87474)","(1994, 107.0, 0.74765)","(7128, 107.0, 0.36035)","(7128, 107.0, 0.3591)","(307, 107.0, 0.26272)","(4639, 107.0, 0.83943)","(6108, 107.0, 1.22477)","(1111, 107.0, 1.29734)","(5716, 107.0, 0.72564)","(5716, 107.0, 0.72525)","(6886, 107.0, 0.3088)","(7067, 107.0, 0.90532)","(7262, 107.0, 0.84996)","(6886, 107.0, 0.30728)","(2945, 107.0, 1.12417)","(7061, 107.0, 0.43369)","(4368, 107.0, 0.63826)","(4146, 107.0, 0.34746)","(1832, 107.0, 0.24069)","(4059, 107.0, 0.47482)","(7230, 107.0, 0.23748)","(3901, 107.0, 0.34591)","(7264, 107.0, 0.42144)"
"(1819, 106.0, 0.93661)","(6424, 106.0, 0.99143)","(5716, 106.0, 0.7257)","(6741, 106.0, 1.20809)","(5348, 106.0, 0.34411)","(6741, 106.0, 1.20793)","(6441, 106.0, 0.98797)","(2629, 106.0, 0.19957)","(11, 106.0, 1.04578)","(7255, 106.0, 0.48458)","(7263, 106.0, 0.46881)","(7293, 106.0, 0.82097)","(1994, 106.0, 0.74751)","(2629, 106.0, 0.19957)","(7294, 106.0, 0.27433)","(659, 106.0, 0.18315)","(5937, 106.0, 0.27274)","(2716, 106.0, 0.3424)","(2716, 106.0, 0.33878)","(2716, 106.0, 0.3424)","(6741, 106.0, 1.20486)","(7251, 106.0, 0.92232)","(3013, 106.0, 1.06782)","(6657, 106.0, 0.32657)","(307, 106.0, 0.26272)","(5716, 106.0, 0.7257)","(6441, 106.0, 0.98598)","(6726, 106.0, 1.05015)","(4262, 106.0, 0.49574)","(5716, 106.0, 0.72547)","(2629, 106.0, 0.20055)","(6741, 106.0, 1.2088)","(1681, 106.0, 0.78749)","(1681, 106.0, 0.78549)","(6108, 106.0, 1.22519)","(6741, 106.0, 1.20486)","(391, 106.0, 0.46542)","(2629, 106.0, 0.19957)","(1307, 106.0, 1.01649)","(6108, 106.0, 1.22477)","(6741, 106.0, 1.2088)","(7293, 106.0, 0.82097)","(7293, 106.0, 0.82071)","(6942, 106.0, 0.63462)","(2629, 106.0, 0.2)","(1053, 106.0, 0.27617)","(7263, 106.0, 0.4695)","(7257, 106.0, 0.29687)","(7257, 106.0, 0.29611)","(2122, 106.0, 1.1766)","(5088, 106.0, 0.33217)","(7293, 106.0, 0.82149)","(630, 106.0, 0.80856)","(7263, 106.0, 0.46961)","(2629, 106.0, 0.20055)","(7020, 106.0, 0.17808)","(6886, 106.0, 0.30788)","(7129, 106.0, 0.47834)","(6149, 106.0, 0.8922)","(3064, 106.0, 0.27626)","(462, 106.0, 0.8751)","(4948, 106.0, 0.4489)","(3583, 106.0, 0.37304)","(3430, 106.0, 0.40523)","(1865, 106.0, 0.44285)","(5266, 106.0, 1.36414)","(3166, 106.0, 0.43872)","(6838, 106.0, 0.47565)"
"(462, 105.0, 0.87855)","(2824, 105.0, 0.37771)","(6108, 105.0, 1.22477)","(7263, 105.0, 0.46961)","(1513, 105.0, 0.93152)","(7255, 105.0, 0.48514)","(6741, 105.0, 1.20809)","(6657, 105.0, 0.32756)","(2629, 105.0, 0.20055)","(4099, 105.0, 0.93089)","(7262, 105.0, 0.85045)","(7061, 105.0, 0.42873)","(2629, 105.0, 0.19957)","(659, 105.0, 0.18462)","(7262, 105.0, 0.84996)","(5937, 105.0, 0.27617)","(1994, 105.0, 0.74765)","(744, 105.0, 0.33528)","(744, 105.0, 0.33463)","(744, 105.0, 0.33499)","(307, 105.0, 0.26272)","(3013, 105.0, 1.07118)","(1876, 105.0, 0.46727)","(307, 105.0, 0.26563)","(7263, 105.0, 0.4732)","(1994, 105.0, 0.74765)","(6108, 105.0, 1.22305)","(2813, 105.0, 1.11958)","(5465, 105.0, 0.7506)","(307, 105.0, 0.26691)","(5716, 105.0, 0.72525)","(6108, 105.0, 1.22554)","(5937, 105.0, 0.27155)","(5937, 105.0, 0.27617)","(6741, 105.0, 1.20809)","(307, 105.0, 0.26272)","(7262, 105.0, 0.85061)","(6108, 105.0, 1.22554)","(6951, 105.0, 0.4433)","(6741, 105.0, 1.20793)","(2629, 105.0, 0.19957)","(6741, 105.0, 1.2088)","(6741, 105.0, 1.20486)","(744, 105.0, 0.33557)","(307, 105.0, 0.26504)","(2276, 105.0, 1.16619)","(2629, 105.0, 0.2)","(2629, 105.0, 0.2)","(2629, 105.0, 0.1999)","(7255, 105.0, 0.48862)","(2339, 105.0, 0.41585)","(2653, 105.0, 0.69923)","(7129, 105.0, 0.4818)","(2629, 105.0, 0.1999)","(6741, 105.0, 1.20486)","(6108, 105.0, 1.22554)","(7020, 105.0, 0.17905)","(1681, 105.0, 0.78734)","(7128, 105.0, 0.36035)","(1241, 105.0, 0.35467)","(800, 105.0, 0.84318)","(6493, 105.0, 0.44547)","(3520, 105.0, 0.69889)","(462, 105.0, 0.878)","(1376, 105.0, 0.35253)","(3963, 105.0, 0.53344)","(448, 105.0, 0.33358)","(4884, 105.0, 0.78214)"
"(6802, 104.0, 1.01015)","(5314, 104.0, 0.68144)","(6741, 104.0, 1.20793)","(6108, 104.0, 1.22519)","(7288, 104.0, 0.75565)","(1994, 104.0, 0.74765)","(7255, 104.0, 0.48458)","(6942, 104.0, 0.63462)","(6657, 104.0, 0.32475)","(5266, 104.0, 1.36318)","(11, 104.0, 1.04873)","(6741, 104.0, 1.2088)","(307, 104.0, 0.26691)","(5937, 104.0, 0.27155)","(7263, 104.0, 0.4695)","(1994, 104.0, 0.74688)","(11, 104.0, 1.04833)","(307, 104.0, 0.26504)","(307, 104.0, 0.26272)","(307, 104.0, 0.26563)","(5967, 104.0, 0.38334)","(1876, 104.0, 0.47244)","(6364, 104.0, 0.35963)","(6108, 104.0, 1.22519)","(6108, 104.0, 1.22305)","(7263, 104.0, 0.4695)","(2629, 104.0, 0.20055)","(7129, 104.0, 0.4818)","(6726, 104.0, 1.05315)","(7293, 104.0, 0.82097)","(307, 104.0, 0.26272)","(7263, 104.0, 0.46881)","(5266, 104.0, 1.36414)","(5266, 104.0, 1.3601)","(307, 104.0, 0.26563)","(6441, 104.0, 0.98598)","(7255, 104.0, 0.48458)","(5716, 104.0, 0.72547)","(3727, 104.0, 1.08098)","(2629, 104.0, 0.2)","(5716, 104.0, 0.72547)","(2629, 104.0, 0.19957)","(2629, 104.0, 0.20055)","(7255, 104.0, 0.4828)","(7293, 104.0, 0.82149)","(2692, 104.0, 0.38818)","(7293, 104.0, 0.82149)","(5266, 104.0, 1.36236)","(5266, 104.0, 1.36318)","(630, 104.0, 0.80856)","(1651, 104.0, 0.9988)","(1994, 104.0, 0.74765)","(7020, 104.0, 0.18248)","(6741, 104.0, 1.20809)","(307, 104.0, 0.26272)","(2629, 104.0, 0.19957)","(6108, 104.0, 1.22519)","(5266, 104.0, 1.36236)","(3402, 104.0, 0.40312)","(6856, 104.0, 0.45872)","(3963, 104.0, 0.52843)","(4756, 104.0, 0.2167)","(6297, 104.0, 0.55531)","(6171, 104.0, 0.23569)","(34, 104.0, 0.30578)","(1009, 104.0, 0.46306)","(2166, 104.0, 0.29751)","(7170, 104.0, 0.38585)"
"(2122, 103.0, 1.18088)","(1675, 103.0, 0.21888)","(2629, 103.0, 0.2)","(307, 103.0, 0.26563)","(2653, 103.0, 0.69914)","(3383, 103.0, 0.42119)","(1994, 103.0, 0.74765)","(2716, 103.0, 0.34353)","(6942, 103.0, 0.62946)","(6886, 103.0, 0.30788)","(6886, 103.0, 0.3088)","(6441, 103.0, 0.98907)","(7263, 103.0, 0.46881)","(1994, 103.0, 0.74751)","(2629, 103.0, 0.2)","(7201, 103.0, 0.31012)","(7201, 103.0, 0.30589)","(7255, 103.0, 0.48514)","(7255, 103.0, 0.48862)","(7255, 103.0, 0.48458)","(7293, 103.0, 0.82071)","(6364, 103.0, 0.35442)","(6620, 103.0, 0.99889)","(2629, 103.0, 0.1999)","(6741, 103.0, 1.20486)","(4099, 103.0, 0.93068)","(6657, 103.0, 0.32475)","(7288, 103.0, 0.75527)","(2813, 103.0, 1.12261)","(7263, 103.0, 0.46881)","(7263, 103.0, 0.4732)","(2629, 103.0, 0.19957)","(6886, 103.0, 0.3088)","(6886, 103.0, 0.30494)","(7263, 103.0, 0.46961)","(7263, 103.0, 0.4732)","(2653, 103.0, 0.69914)","(4099, 103.0, 0.93091)","(2122, 103.0, 1.17998)","(5716, 103.0, 0.7257)","(7263, 103.0, 0.46881)","(6108, 103.0, 1.22554)","(6108, 103.0, 1.22305)","(307, 103.0, 0.26691)","(6108, 103.0, 1.22477)","(6546, 103.0, 0.30721)","(4099, 103.0, 0.93068)","(7040, 103.0, 0.45678)","(7040, 103.0, 0.45677)","(6108, 103.0, 1.22305)","(4977, 103.0, 1.32447)","(6741, 103.0, 1.20793)","(2629, 103.0, 0.20055)","(7255, 103.0, 0.48458)","(4099, 103.0, 0.92964)","(7255, 103.0, 0.4828)","(2629, 103.0, 0.1999)","(5937, 103.0, 0.27243)","(4631, 103.0, 0.38148)","(7020, 103.0, 0.17808)","(5716, 103.0, 0.72525)","(3312, 103.0, 0.39116)","(1943, 103.0, 0.311)","(5048, 103.0, 0.40025)","(6718, 103.0, 1.11059)","(7262, 103.0, 0.85045)","(4279, 103.0, 0.23378)","(5172, 103.0, 0.36559)"
"(5716, 102.0, 0.72547)","(3014, 102.0, 0.85127)","(7293, 102.0, 0.82149)","(2629, 102.0, 0.1999)","(7172, 102.0, 0.42343)","(5967, 102.0, 0.38604)","(3383, 102.0, 0.42088)","(7020, 102.0, 0.17808)","(2716, 102.0, 0.33878)","(11, 102.0, 1.04833)","(7129, 102.0, 0.4775)","(5716, 102.0, 0.72547)","(6441, 102.0, 0.98907)","(11, 102.0, 1.04873)","(5937, 102.0, 0.27243)","(7238, 102.0, 1.35303)","(7238, 102.0, 1.35653)","(6657, 102.0, 0.32641)","(6657, 102.0, 0.32475)","(6657, 102.0, 0.32657)","(6108, 102.0, 1.22305)","(6620, 102.0, 1.0005)","(2676, 102.0, 0.74932)","(5967, 102.0, 0.38681)","(6441, 102.0, 0.98598)","(6441, 102.0, 0.98692)","(4099, 102.0, 0.92964)","(5216, 102.0, 0.38742)","(7129, 102.0, 0.47838)","(2629, 102.0, 0.19957)","(6108, 102.0, 1.22305)","(307, 102.0, 0.26691)","(11, 102.0, 1.04873)","(11, 102.0, 1.04578)","(6441, 102.0, 0.98797)","(5967, 102.0, 0.38334)","(6886, 102.0, 0.30788)","(6657, 102.0, 0.32756)","(7257, 102.0, 0.29611)","(307, 102.0, 0.26504)","(4099, 102.0, 0.93091)","(4099, 102.0, 0.93091)","(4099, 102.0, 0.92964)","(2629, 102.0, 0.19957)","(6741, 102.0, 1.20793)","(1801, 102.0, 0.15303)","(6741, 102.0, 1.20793)","(7239, 102.0, 0.34019)","(7239, 102.0, 0.3404)","(2629, 102.0, 0.20055)","(2413, 102.0, 0.35492)","(744, 102.0, 0.33528)","(744, 102.0, 0.33463)","(6108, 102.0, 1.22519)","(5967, 102.0, 0.38334)","(2653, 102.0, 0.69934)","(7255, 102.0, 0.48458)","(7255, 102.0, 0.48514)","(6152, 102.0, 0.22355)","(7149, 102.0, 0.38691)","(7293, 102.0, 0.82071)","(1318, 102.0, 0.58244)","(5178, 102.0, 0.33992)","(4193, 102.0, 0.28897)","(3439, 102.0, 0.58471)","(2629, 102.0, 0.19957)","(1957, 102.0, 1.23874)","(3966, 102.0, 0.30407)"
"(1130, 101.0, 0.35228)","(5618, 101.0, 0.35448)","(4099, 101.0, 0.93068)","(5716, 101.0, 0.72564)","(4747, 101.0, 0.44412)","(2629, 101.0, 0.2)","(5967, 101.0, 0.38681)","(6441, 101.0, 0.98907)","(7020, 101.0, 0.18248)","(5937, 101.0, 0.27274)","(7255, 101.0, 0.4828)","(4099, 101.0, 0.93091)","(5967, 101.0, 0.38811)","(7201, 101.0, 0.30426)","(1994, 101.0, 0.74765)","(1952, 101.0, 0.41065)","(1952, 101.0, 0.40763)","(2122, 101.0, 1.17968)","(2122, 101.0, 1.1766)","(2122, 101.0, 1.17998)","(2629, 101.0, 0.20055)","(2676, 101.0, 0.75201)","(3633, 101.0, 0.38374)","(6441, 101.0, 0.98797)","(2629, 101.0, 0.20055)","(7293, 101.0, 0.82149)","(2122, 101.0, 1.1766)","(6945, 101.0, 0.34561)","(7288, 101.0, 0.75565)","(6108, 101.0, 1.22554)","(7293, 101.0, 0.82071)","(4099, 101.0, 0.93091)","(7020, 101.0, 0.17808)","(7020, 101.0, 0.18248)","(5716, 101.0, 0.72564)","(2629, 101.0, 0.20055)","(4099, 101.0, 0.93089)","(7293, 101.0, 0.82097)","(7067, 101.0, 0.90532)","(7263, 101.0, 0.4695)","(2122, 101.0, 1.18088)","(5716, 101.0, 0.72547)","(5716, 101.0, 0.72525)","(6441, 101.0, 0.98907)","(7255, 101.0, 0.48514)","(2665, 101.0, 0.18356)","(5716, 101.0, 0.7257)","(4368, 101.0, 0.63715)","(4368, 101.0, 0.63732)","(7061, 101.0, 0.43369)","(1216, 101.0, 0.28594)","(2629, 101.0, 0.2)","(307, 101.0, 0.26272)","(6441, 101.0, 0.98797)","(6108, 101.0, 1.22305)","(630, 101.0, 0.80874)","(2653, 101.0, 0.69914)","(11, 101.0, 1.04834)","(2122, 101.0, 1.17968)","(5716, 101.0, 0.72547)","(6942, 101.0, 0.62946)","(1953, 101.0, 0.28822)","(505, 101.0, 0.27772)","(7201, 101.0, 0.30589)","(1934, 101.0, 0.36998)","(6932, 101.0, 0.6719)","(2335, 101.0, 0.25937)","(3283, 101.0, 0.26751)"
"(6441, 100.0, 0.98907)","(7001, 100.0, 0.37823)","(7263, 100.0, 0.4695)","(6441, 100.0, 0.98797)","(3141, 100.0, 0.3389)","(2653, 100.0, 0.69923)","(2629, 100.0, 0.1999)","(5967, 100.0, 0.38811)","(6441, 100.0, 0.98598)","(2886, 100.0, 0.48858)","(2716, 100.0, 0.34353)","(2629, 100.0, 0.19957)","(2716, 100.0, 0.34353)","(7238, 100.0, 1.35768)","(11, 100.0, 1.04834)","(3383, 100.0, 0.42516)","(3383, 100.0, 0.42088)","(5716, 100.0, 0.7257)","(5716, 100.0, 0.72525)","(5716, 100.0, 0.72564)","(7263, 100.0, 0.4732)","(3633, 100.0, 0.38776)","(5581, 100.0, 0.4608)","(7263, 100.0, 0.46961)","(7293, 100.0, 0.82071)","(2629, 100.0, 0.2)","(5967, 100.0, 0.38334)","(7028, 100.0, 0.37125)","(5216, 100.0, 0.38472)","(6441, 100.0, 0.98907)","(4099, 100.0, 0.92964)","(5716, 100.0, 0.72547)","(2122, 100.0, 1.18088)","(2122, 100.0, 1.1766)","(2629, 100.0, 0.1999)","(2653, 100.0, 0.69682)","(2886, 100.0, 0.48858)","(6741, 100.0, 1.2088)","(7219, 100.0, 0.91632)","(6441, 100.0, 0.98692)","(6108, 100.0, 1.22554)","(307, 100.0, 0.26691)","(307, 100.0, 0.26272)","(6657, 100.0, 0.32756)","(6657, 100.0, 0.32641)","(1733, 100.0, 0.34056)","(5967, 100.0, 0.38604)","(4351, 100.0, 0.82547)","(4351, 100.0, 0.82561)","(6657, 100.0, 0.32475)","(5506, 100.0, 0.37817)","(2122, 100.0, 1.17968)","(6741, 100.0, 1.20486)","(6657, 100.0, 0.32657)","(7293, 100.0, 0.82071)","(6942, 100.0, 0.63462)","(630, 100.0, 0.80873)","(6886, 100.0, 0.30728)","(43, 100.0, 0.24428)","(1009, 100.0, 0.46306)","(6945, 100.0, 0.34561)","(2092, 100.0, 0.22799)","(2398, 100.0, 0.41977)","(1257, 100.0, 0.48015)","(3580, 100.0, 0.44677)","(7186, 100.0, 0.40978)","(2009, 100.0, 0.32591)","(2689, 100.0, 0.33961)"
"(1994, 99.0, 0.74751)","(890, 99.0, 0.48018)","(6441, 99.0, 0.98692)","(4099, 99.0, 0.93089)","(7286, 99.0, 0.36585)","(6149, 99.0, 0.8922)","(2653, 99.0, 0.69914)","(3383, 99.0, 0.41923)","(5967, 99.0, 0.38334)","(1513, 99.0, 0.93152)","(1681, 99.0, 0.78749)","(5967, 99.0, 0.38811)","(5716, 99.0, 0.72547)","(1952, 99.0, 0.40681)","(1952, 99.0, 0.40834)","(4351, 99.0, 0.82286)","(4351, 99.0, 0.82561)","(3963, 99.0, 0.53104)","(3963, 99.0, 0.52843)","(3963, 99.0, 0.53183)","(6441, 99.0, 0.98598)","(5581, 99.0, 0.45621)","(6414, 99.0, 1.11869)","(5716, 99.0, 0.72564)","(4099, 99.0, 0.92964)","(6741, 99.0, 1.20793)","(7255, 99.0, 0.48862)","(6995, 99.0, 0.36889)","(6945, 99.0, 0.34246)","(4099, 99.0, 0.93091)","(6441, 99.0, 0.98598)","(6441, 99.0, 0.98907)","(2886, 99.0, 0.48944)","(2886, 99.0, 0.48698)","(4099, 99.0, 0.93089)","(4099, 99.0, 0.92964)","(1513, 99.0, 0.93152)","(7263, 99.0, 0.46881)","(6971, 99.0, 0.38311)","(4099, 99.0, 0.93068)","(6441, 99.0, 0.98907)","(6441, 99.0, 0.98907)","(6441, 99.0, 0.98598)","(1513, 99.0, 0.93244)","(7263, 99.0, 0.4695)","(2213, 99.0, 0.51041)","(307, 99.0, 0.26504)","(5967, 99.0, 0.38604)","(5967, 99.0, 0.38681)","(462, 99.0, 0.8751)","(1787, 99.0, 1.20923)","(7129, 99.0, 0.47834)","(2653, 99.0, 0.69682)","(4099, 99.0, 0.93089)","(7263, 99.0, 0.4732)","(5716, 99.0, 0.72547)","(6942, 99.0, 0.63329)","(4351, 99.0, 0.82547)","(5568, 99.0, 0.36769)","(4079, 99.0, 0.31699)","(1819, 99.0, 0.93194)","(1648, 99.0, 0.23743)","(1516, 99.0, 1.03638)","(6743, 99.0, 0.18849)","(4543, 99.0, 0.44904)","(835, 99.0, 0.86715)","(5741, 99.0, 0.51477)","(6741, 99.0, 1.2088)"
"(5266, 98.0, 1.36414)","(6115, 98.0, 0.38568)","(5967, 98.0, 0.38604)","(5967, 98.0, 0.38681)","(772, 98.0, 1.02403)","(4099, 98.0, 0.93068)","(6149, 98.0, 0.89253)","(6108, 98.0, 1.22554)","(3383, 98.0, 0.42516)","(7129, 98.0, 0.47838)","(7040, 98.0, 0.45524)","(2653, 98.0, 0.69934)","(7293, 98.0, 0.82097)","(3383, 98.0, 0.41923)","(3383, 98.0, 0.42119)","(5446, 98.0, 0.15106)","(2122, 98.0, 1.17998)","(7293, 98.0, 0.82149)","(7293, 98.0, 0.82071)","(7293, 98.0, 0.82117)","(4099, 98.0, 0.92964)","(6414, 98.0, 1.12283)","(855, 98.0, 0.88417)","(4099, 98.0, 0.93089)","(2716, 98.0, 0.33878)","(5967, 98.0, 0.38604)","(6741, 98.0, 1.20486)","(4189, 98.0, 0.22358)","(7028, 98.0, 0.37368)","(5967, 98.0, 0.38811)","(5967, 98.0, 0.38334)","(5967, 98.0, 0.38811)","(1513, 98.0, 0.93244)","(1513, 98.0, 0.92806)","(5967, 98.0, 0.38681)","(5716, 98.0, 0.72525)","(11, 98.0, 1.04833)","(7255, 98.0, 0.4828)","(7128, 98.0, 0.3591)","(5967, 98.0, 0.38604)","(2716, 98.0, 0.34353)","(5967, 98.0, 0.38811)","(5967, 98.0, 0.38334)","(2716, 98.0, 0.34353)","(2122, 98.0, 1.17968)","(886, 98.0, 0.90983)","(6441, 98.0, 0.98692)","(2716, 98.0, 0.3424)","(816, 98.0, 0.52391)","(7293, 98.0, 0.82071)","(6942, 98.0, 0.63329)","(7263, 98.0, 0.4695)","(3963, 98.0, 0.52843)","(7293, 98.0, 0.82117)","(2122, 98.0, 1.1766)","(5967, 98.0, 0.38811)","(5716, 98.0, 0.72564)","(2886, 98.0, 0.48905)","(2862, 98.0, 0.42712)","(7182, 98.0, 0.1802)","(1595, 98.0, 0.75501)","(307, 98.0, 0.26691)","(1758, 98.0, 0.57899)","(5865, 98.0, 0.58005)","(1165, 98.0, 0.48634)","(3383, 98.0, 0.41923)","(3118, 98.0, 0.42151)","(2089, 98.0, 0.29358)"
"(7129, 97.0, 0.4775)","(805, 97.0, 0.14027)","(2122, 97.0, 1.17968)","(2716, 97.0, 0.3424)","(3402, 97.0, 0.40286)","(7020, 97.0, 0.1795)","(4099, 97.0, 0.93089)","(4099, 97.0, 0.93091)","(6108, 97.0, 1.22305)","(7020, 97.0, 0.17905)","(1111, 97.0, 1.29989)","(7129, 97.0, 0.4775)","(6741, 97.0, 1.2088)","(4351, 97.0, 0.82608)","(4351, 97.0, 0.82547)","(2122, 97.0, 1.1766)","(1681, 97.0, 0.78721)","(6942, 97.0, 0.63246)","(6942, 97.0, 0.62946)","(6942, 97.0, 0.63329)","(2122, 97.0, 1.1766)","(855, 97.0, 0.88726)","(6707, 97.0, 0.38107)","(7255, 97.0, 0.48458)","(7255, 97.0, 0.48862)","(2716, 97.0, 0.3424)","(7263, 97.0, 0.4732)","(4203, 97.0, 0.41981)","(6995, 97.0, 0.36699)","(7255, 97.0, 0.4828)","(7255, 97.0, 0.48862)","(2716, 97.0, 0.34353)","(7255, 97.0, 0.4828)","(7255, 97.0, 0.48862)","(2716, 97.0, 0.3424)","(2716, 97.0, 0.33878)","(1111, 97.0, 1.29937)","(5967, 97.0, 0.38811)","(1819, 97.0, 0.93561)","(2716, 97.0, 0.3424)","(5967, 97.0, 0.38811)","(7255, 97.0, 0.4828)","(7255, 97.0, 0.48862)","(1681, 97.0, 0.78749)","(4099, 97.0, 0.93068)","(2943, 97.0, 0.26101)","(7255, 97.0, 0.48514)","(816, 97.0, 0.52395)","(6741, 97.0, 1.20809)","(1681, 97.0, 0.78549)","(4058, 97.0, 0.55873)","(2716, 97.0, 0.3424)","(1130, 97.0, 0.34977)","(630, 97.0, 0.80873)","(6441, 97.0, 0.98598)","(6657, 97.0, 0.32756)","(5967, 97.0, 0.38681)","(2716, 97.0, 0.3424)","(1690, 97.0, 0.6199)","(1307, 97.0, 1.01747)","(1307, 97.0, 1.01372)","(6641, 97.0, 0.30303)","(402, 97.0, 0.44505)","(3902, 97.0, 0.94413)","(1903, 97.0, 0.29976)","(4362, 97.0, 0.50205)","(1550, 97.0, 0.61554)","(3330, 97.0, 0.31547)"
