0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
"(1120, 93.0, 0.86107)","(7288, 93.0, 0.75592)","(3064, 93.0, 0.27555)","(3064, 93.0, 0.27533)","(2016, 93.0, 0.97523)","(4429, 93.0, 0.65841)","(4429, 93.0, 0.65722)","(4429, 93.0, 0.65338)","(4429, 93.0, 0.65841)","(1120, 93.0, 0.86036)","(7265, 93.0, 0.34356)","(1120, 93.0, 0.86096)","(7288, 93.0, 0.75528)","(1616, 93.0, 0.22561)","(3449, 93.0, 1.09566)","(7242, 93.0, 0.48978)","(7242, 93.0, 0.4859)","(5041, 93.0, 0.39148)","(7156, 93.0, 0.4098)","(5041, 93.0, 0.39134)","(5041, 93.0, 0.39148)","(3821, 93.0, 0.39291)","(3198, 93.0, 1.01591)","(3833, 93.0, 0.31299)","(4563, 93.0, 0.35731)","(7288, 93.0, 0.75593)","(2016, 93.0, 0.97651)","(1616, 93.0, 0.22561)","(505, 93.0, 0.27517)","(572, 93.0, 0.73305)","(5041, 93.0, 0.38832)","(7125, 93.0, 0.38266)","(283, 93.0, 0.93093)","(7125, 93.0, 0.38238)","(1120, 93.0, 0.86107)","(7125, 93.0, 0.38454)","(3108, 93.0, 0.99077)","(3108, 93.0, 0.99082)","(5041, 93.0, 0.38832)","(2016, 93.0, 0.97523)","(572, 93.0, 0.73208)","(2016, 93.0, 0.97523)","(7265, 93.0, 0.34356)","(7288, 93.0, 0.75593)","(1616, 93.0, 0.22575)","(1616, 93.0, 0.22561)","(7156, 93.0, 0.4098)","(3737, 93.0, 0.56353)","(5041, 93.0, 0.39134)","(7244, 93.0, 0.95987)","(1746, 93.0, 1.18215)","(5006, 93.0, 0.50952)","(6474, 93.0, 0.84812)","(3064, 93.0, 0.2743)","(883, 93.0, 0.53634)","(2850, 93.0, 1.14788)","(1120, 93.0, 0.86107)","(7042, 93.0, 0.55295)","(1120, 93.0, 0.85816)","(7265, 93.0, 0.34356)","(6204, 93.0, 0.32094)","(1120, 93.0, 0.86096)","(3027, 93.0, 1.23022)","(7288, 93.0, 0.75592)","(1616, 93.0, 0.22639)","(1464, 93.0, 0.72531)","(5687, 93.0, 0.41399)","(6204, 93.0, 0.32135)","(3873, 93.0, 0.75812)","(1699, 93.0, 0.36339)"
"(2016, 92.0, 0.97651)","(3064, 92.0, 0.27555)","(2016, 92.0, 0.97651)","(2016, 92.0, 0.97621)","(3064, 92.0, 0.2743)","(3108, 92.0, 0.99077)","(3108, 92.0, 0.99018)","(3108, 92.0, 0.98785)","(3821, 92.0, 0.38713)","(7265, 92.0, 0.34458)","(7288, 92.0, 0.75528)","(7265, 92.0, 0.34447)","(1120, 92.0, 0.85816)","(3064, 92.0, 0.27555)","(3821, 92.0, 0.38713)","(3449, 92.0, 1.09465)","(3449, 92.0, 1.09117)","(6954, 92.0, 0.32341)","(7262, 92.0, 0.85016)","(3108, 92.0, 0.99018)","(3108, 92.0, 0.99082)","(7156, 92.0, 0.41523)","(3344, 92.0, 0.44743)","(4563, 92.0, 0.35564)","(5548, 92.0, 0.33379)","(4977, 92.0, 1.32321)","(3064, 92.0, 0.27555)","(1120, 92.0, 0.86107)","(6204, 92.0, 0.32135)","(7300, 92.0, 0.33995)","(7156, 92.0, 0.41523)","(6642, 92.0, 0.38397)","(7244, 92.0, 0.95536)","(6642, 92.0, 0.38428)","(7300, 92.0, 0.33998)","(7288, 92.0, 0.75528)","(1120, 92.0, 0.86107)","(1120, 92.0, 0.86096)","(7300, 92.0, 0.34486)","(7156, 92.0, 0.41133)","(1120, 92.0, 0.86036)","(5041, 92.0, 0.39134)","(7156, 92.0, 0.41523)","(1616, 92.0, 0.22699)","(3064, 92.0, 0.27239)","(5041, 92.0, 0.39153)","(3064, 92.0, 0.27533)","(2356, 92.0, 0.67526)","(7156, 92.0, 0.41133)","(6843, 92.0, 0.82405)","(3064, 92.0, 0.27555)","(5130, 92.0, 0.32852)","(3821, 92.0, 0.38733)","(7156, 92.0, 0.41133)","(3064, 92.0, 0.27239)","(883, 92.0, 0.54125)","(7098, 92.0, 0.4267)","(1120, 92.0, 0.86036)","(7098, 92.0, 0.42352)","(3064, 92.0, 0.27239)","(1438, 92.0, 0.99691)","(3108, 92.0, 0.99082)","(336, 92.0, 0.74204)","(2016, 92.0, 0.97651)","(3661, 92.0, 1.02298)","(3618, 92.0, 0.48854)","(6108, 92.0, 1.22557)","(3496, 92.0, 0.48882)","(6474, 92.0, 0.8469)","(1035, 92.0, 0.21963)"
"(3064, 91.0, 0.27555)","(3821, 91.0, 0.38713)","(1616, 91.0, 0.22561)","(1616, 91.0, 0.22639)","(3108, 91.0, 0.99018)","(2016, 91.0, 0.97651)","(2016, 91.0, 0.97523)","(2016, 91.0, 0.97149)","(5041, 91.0, 0.39153)","(7288, 91.0, 0.75593)","(4429, 91.0, 0.65338)","(7288, 91.0, 0.75607)","(3064, 91.0, 0.27239)","(1120, 91.0, 0.86107)","(1120, 91.0, 0.86107)","(3821, 91.0, 0.38847)","(3821, 91.0, 0.39291)","(330, 91.0, 0.3088)","(7242, 91.0, 0.49033)","(7265, 91.0, 0.34458)","(7265, 91.0, 0.34447)","(1120, 91.0, 0.85816)","(778, 91.0, 0.38892)","(5548, 91.0, 0.33365)","(6432, 91.0, 0.31935)","(6474, 91.0, 0.84728)","(1120, 91.0, 0.86107)","(7156, 91.0, 0.40913)","(3449, 91.0, 1.09465)","(7288, 91.0, 0.75607)","(6204, 91.0, 0.31931)","(283, 91.0, 0.92958)","(4075, 91.0, 0.90516)","(283, 91.0, 0.92938)","(5041, 91.0, 0.39153)","(2016, 91.0, 0.97149)","(7156, 91.0, 0.40913)","(7156, 91.0, 0.4098)","(4977, 91.0, 1.32084)","(4429, 91.0, 0.65722)","(7288, 91.0, 0.75593)","(1616, 91.0, 0.22699)","(3064, 91.0, 0.27239)","(3064, 91.0, 0.2743)","(7156, 91.0, 0.41523)","(2668, 91.0, 0.99208)","(2016, 91.0, 0.97621)","(870, 91.0, 0.38663)","(1616, 91.0, 0.22699)","(6858, 91.0, 0.63723)","(3108, 91.0, 0.99077)","(7008, 91.0, 0.43432)","(7156, 91.0, 0.4098)","(7224, 91.0, 0.38004)","(7156, 91.0, 0.41523)","(3064, 91.0, 0.27533)","(1746, 91.0, 1.18215)","(7098, 91.0, 0.42498)","(1746, 91.0, 1.17928)","(2016, 91.0, 0.97149)","(752, 91.0, 1.33585)","(7300, 91.0, 0.33995)","(1566, 91.0, 0.68703)","(3064, 91.0, 0.27555)","(3449, 91.0, 1.09555)","(6806, 91.0, 0.65426)","(4489, 91.0, 0.39521)","(7149, 91.0, 0.38506)","(1438, 91.0, 0.99675)","(570, 91.0, 0.25154)"
"(7288, 90.0, 0.75592)","(4429, 90.0, 0.65841)","(7156, 90.0, 0.40913)","(7156, 90.0, 0.4098)","(7156, 90.0, 0.41133)","(7156, 90.0, 0.40913)","(7156, 90.0, 0.41133)","(7156, 90.0, 0.41523)","(3108, 90.0, 0.99077)","(4429, 90.0, 0.65722)","(3821, 90.0, 0.39291)","(4429, 90.0, 0.65804)","(7156, 90.0, 0.41523)","(7156, 90.0, 0.40913)","(7299, 90.0, 0.95164)","(1120, 90.0, 0.86036)","(1120, 90.0, 0.85816)","(7120, 90.0, 0.48553)","(3108, 90.0, 0.99082)","(1616, 90.0, 0.22699)","(1616, 90.0, 0.22639)","(1616, 90.0, 0.22575)","(6703, 90.0, 0.85054)","(6432, 90.0, 0.32102)","(667, 90.0, 0.39503)","(1746, 90.0, 1.18088)","(7265, 90.0, 0.34467)","(3108, 90.0, 0.99077)","(4518, 90.0, 0.2558)","(1120, 90.0, 0.86096)","(3064, 90.0, 0.27239)","(7244, 90.0, 0.95987)","(6509, 90.0, 0.39137)","(7244, 90.0, 0.95973)","(3821, 90.0, 0.38713)","(7098, 90.0, 0.42352)","(4429, 90.0, 0.65841)","(4429, 90.0, 0.65804)","(6204, 90.0, 0.31931)","(3821, 90.0, 0.38847)","(3064, 90.0, 0.2743)","(3064, 90.0, 0.2743)","(6843, 90.0, 0.82119)","(7156, 90.0, 0.41133)","(2016, 90.0, 0.97149)","(1746, 90.0, 1.18215)","(1120, 90.0, 0.86096)","(5121, 90.0, 0.65067)","(2016, 90.0, 0.97523)","(5244, 90.0, 0.2335)","(7125, 90.0, 0.38266)","(2759, 90.0, 0.40242)","(7098, 90.0, 0.4262)","(2531, 90.0, 0.3618)","(7224, 90.0, 0.38342)","(7156, 90.0, 0.4098)","(5788, 90.0, 1.17528)","(1746, 90.0, 1.18088)","(5788, 90.0, 1.17446)","(3821, 90.0, 0.39291)","(2668, 90.0, 0.99199)","(654, 90.0, 0.73924)","(3902, 90.0, 0.94142)","(5041, 90.0, 0.39153)","(2798, 90.0, 1.01979)","(598, 90.0, 0.79322)","(7274, 90.0, 0.54782)","(7183, 90.0, 0.36441)","(7042, 90.0, 0.55171)","(5518, 90.0, 0.19213)"
"(572, 89.0, 0.73383)","(1616, 89.0, 0.22561)","(3108, 89.0, 0.99077)","(3108, 89.0, 0.99082)","(1616, 89.0, 0.22699)","(4563, 89.0, 0.35756)","(4563, 89.0, 0.3573)","(4563, 89.0, 0.35564)","(4563, 89.0, 0.35756)","(3821, 89.0, 0.38847)","(5041, 89.0, 0.38832)","(3821, 89.0, 0.38733)","(1616, 89.0, 0.22575)","(2016, 89.0, 0.97651)","(5041, 89.0, 0.39153)","(7299, 89.0, 0.95024)","(7299, 89.0, 0.94686)","(6843, 89.0, 0.824)","(5788, 89.0, 1.17507)","(3064, 89.0, 0.2743)","(3064, 89.0, 0.27533)","(7125, 89.0, 0.38454)","(4003, 89.0, 0.30951)","(667, 89.0, 0.39945)","(251, 89.0, 0.32432)","(7156, 89.0, 0.41133)","(1616, 89.0, 0.22561)","(2016, 89.0, 0.97651)","(7200, 89.0, 0.47575)","(3064, 89.0, 0.27533)","(6806, 89.0, 0.65465)","(4075, 89.0, 0.90984)","(6162, 89.0, 0.98967)","(4075, 89.0, 0.90942)","(4563, 89.0, 0.35756)","(7156, 89.0, 0.41523)","(1616, 89.0, 0.22561)","(1616, 89.0, 0.22639)","(3821, 89.0, 0.39291)","(1120, 89.0, 0.86036)","(1616, 89.0, 0.22699)","(7288, 89.0, 0.75593)","(4429, 89.0, 0.65338)","(2016, 89.0, 0.97523)","(5041, 89.0, 0.38832)","(2016, 89.0, 0.97651)","(1616, 89.0, 0.22639)","(1712, 89.0, 0.22218)","(1120, 89.0, 0.86036)","(1616, 89.0, 0.22561)","(7300, 89.0, 0.33998)","(56, 89.0, 0.44032)","(7042, 89.0, 0.55348)","(7241, 89.0, 0.35744)","(2531, 89.0, 0.36329)","(7224, 89.0, 0.37856)","(3821, 89.0, 0.38713)","(5788, 89.0, 1.17413)","(3821, 89.0, 0.39291)","(7288, 89.0, 0.75528)","(6737, 89.0, 0.33752)","(7242, 89.0, 0.49033)","(654, 89.0, 0.73928)","(1616, 89.0, 0.22561)","(1888, 89.0, 0.36831)","(1779, 89.0, 0.95064)","(2950, 89.0, 0.92923)","(7224, 89.0, 0.38004)","(883, 89.0, 0.53634)","(1373, 89.0, 1.23582)"
"(7156, 88.0, 0.40913)","(7265, 88.0, 0.34467)","(7265, 88.0, 0.34467)","(7265, 88.0, 0.34447)","(4429, 88.0, 0.65722)","(7125, 88.0, 0.38266)","(7125, 88.0, 0.38281)","(7125, 88.0, 0.38454)","(1616, 88.0, 0.22561)","(5041, 88.0, 0.39134)","(3108, 88.0, 0.98785)","(5041, 88.0, 0.39148)","(7265, 88.0, 0.34356)","(7265, 88.0, 0.34467)","(6954, 88.0, 0.32329)","(5041, 88.0, 0.39134)","(5041, 88.0, 0.38832)","(7014, 88.0, 0.56912)","(391, 88.0, 0.46585)","(7288, 88.0, 0.75593)","(7288, 88.0, 0.75607)","(4429, 88.0, 0.65338)","(3658, 88.0, 0.28113)","(251, 88.0, 0.32186)","(2023, 88.0, 0.3982)","(2668, 88.0, 0.99115)","(7156, 88.0, 0.40913)","(7125, 88.0, 0.38266)","(3780, 88.0, 1.10961)","(6843, 88.0, 0.824)","(4429, 88.0, 0.65338)","(6509, 88.0, 0.39574)","(7098, 88.0, 0.42352)","(6509, 88.0, 0.3955)","(7288, 88.0, 0.75592)","(1616, 88.0, 0.22575)","(2016, 88.0, 0.97651)","(2016, 88.0, 0.97621)","(3064, 88.0, 0.27239)","(1616, 88.0, 0.22699)","(7125, 88.0, 0.38281)","(7156, 88.0, 0.41133)","(1120, 88.0, 0.85816)","(5041, 88.0, 0.39134)","(7265, 88.0, 0.34356)","(3108, 88.0, 0.99077)","(7265, 88.0, 0.34447)","(6438, 88.0, 1.03569)","(3821, 88.0, 0.38847)","(7149, 88.0, 0.38634)","(4563, 88.0, 0.35756)","(5872, 88.0, 0.32032)","(6806, 88.0, 0.65426)","(4084, 88.0, 0.31845)","(7241, 88.0, 0.3538)","(2531, 88.0, 0.36039)","(7265, 88.0, 0.34467)","(3821, 88.0, 0.38847)","(7265, 88.0, 0.34356)","(6204, 88.0, 0.31931)","(6806, 88.0, 0.65426)","(4563, 88.0, 0.35731)","(3108, 88.0, 0.98785)","(4429, 88.0, 0.65841)","(3697, 88.0, 0.88468)","(6823, 88.0, 0.4115)","(7014, 88.0, 0.56912)","(613, 88.0, 1.00996)","(3821, 88.0, 0.39291)","(6684, 88.0, 0.43857)"
"(1616, 87.0, 0.22561)","(1120, 87.0, 0.86107)","(7300, 87.0, 0.33998)","(7300, 87.0, 0.33995)","(7265, 87.0, 0.34458)","(7265, 87.0, 0.34467)","(7265, 87.0, 0.34458)","(7265, 87.0, 0.34356)","(7300, 87.0, 0.33998)","(3108, 87.0, 0.99018)","(4563, 87.0, 0.35564)","(3108, 87.0, 0.99082)","(5041, 87.0, 0.38832)","(5041, 87.0, 0.39153)","(330, 87.0, 0.30837)","(6954, 87.0, 0.32386)","(6954, 87.0, 0.32249)","(7187, 87.0, 0.29662)","(4563, 87.0, 0.35731)","(7156, 87.0, 0.41133)","(7156, 87.0, 0.4098)","(6204, 87.0, 0.31931)","(1058, 87.0, 0.30068)","(2023, 87.0, 0.40401)","(1981, 87.0, 1.01054)","(572, 87.0, 0.73208)","(4429, 87.0, 0.65841)","(7265, 87.0, 0.34467)","(1746, 87.0, 1.18088)","(7125, 87.0, 0.38238)","(7300, 87.0, 0.34486)","(6162, 87.0, 0.98922)","(3232, 87.0, 0.75842)","(6162, 87.0, 0.98908)","(7156, 87.0, 0.40913)","(4429, 87.0, 0.65338)","(5041, 87.0, 0.39153)","(5041, 87.0, 0.39148)","(1616, 87.0, 0.22575)","(7265, 87.0, 0.34458)","(7156, 87.0, 0.41133)","(7265, 87.0, 0.34458)","(3821, 87.0, 0.39291)","(7265, 87.0, 0.34458)","(7125, 87.0, 0.38454)","(7014, 87.0, 0.56887)","(4429, 87.0, 0.65804)","(5771, 87.0, 0.41586)","(7265, 87.0, 0.34458)","(4428, 87.0, 1.12644)","(7014, 87.0, 0.56887)","(1252, 87.0, 0.97081)","(3108, 87.0, 0.99082)","(1597, 87.0, 0.49309)","(4084, 87.0, 0.31862)","(7241, 87.0, 0.35817)","(4428, 87.0, 1.12644)","(7265, 87.0, 0.34458)","(4428, 87.0, 1.12175)","(1120, 87.0, 0.85816)","(4429, 87.0, 0.65804)","(2016, 87.0, 0.97621)","(3873, 87.0, 0.75812)","(7156, 87.0, 0.40913)","(5145, 87.0, 0.47605)","(7299, 87.0, 0.9513)","(7262, 87.0, 0.85016)","(640, 87.0, 0.4022)","(7014, 87.0, 0.56502)","(5810, 87.0, 0.49557)"
"(4429, 86.0, 0.65841)","(5041, 86.0, 0.39153)","(4429, 86.0, 0.65841)","(4429, 86.0, 0.65804)","(5041, 86.0, 0.39134)","(7014, 86.0, 0.56887)","(7014, 86.0, 0.56882)","(7014, 86.0, 0.56502)","(7014, 86.0, 0.56887)","(4563, 86.0, 0.3573)","(1616, 86.0, 0.22575)","(4563, 86.0, 0.35731)","(4429, 86.0, 0.65338)","(7125, 86.0, 0.38266)","(7120, 86.0, 0.48519)","(330, 86.0, 0.31053)","(330, 86.0, 0.31442)","(7288, 86.0, 0.75607)","(6204, 86.0, 0.32094)","(4429, 86.0, 0.65722)","(4429, 86.0, 0.65804)","(5041, 86.0, 0.38832)","(1725, 86.0, 0.42936)","(1981, 86.0, 1.00958)","(711, 86.0, 0.44373)","(6631, 86.0, 0.26695)","(5041, 86.0, 0.39153)","(4429, 86.0, 0.65841)","(4573, 86.0, 0.27911)","(1616, 86.0, 0.22639)","(4563, 86.0, 0.35564)","(7098, 86.0, 0.4267)","(7120, 86.0, 0.48873)","(7098, 86.0, 0.4262)","(3064, 86.0, 0.27555)","(654, 86.0, 0.73928)","(7265, 86.0, 0.34467)","(7265, 86.0, 0.34447)","(6806, 86.0, 0.65465)","(5041, 86.0, 0.39134)","(5041, 86.0, 0.39134)","(7125, 86.0, 0.38281)","(5041, 86.0, 0.38832)","(7125, 86.0, 0.38281)","(7300, 86.0, 0.34486)","(4563, 86.0, 0.35756)","(5041, 86.0, 0.39148)","(6775, 86.0, 0.34337)","(7300, 86.0, 0.34111)","(6474, 86.0, 0.84877)","(7156, 86.0, 0.40913)","(7170, 86.0, 0.38613)","(1120, 86.0, 0.86096)","(3502, 86.0, 1.05493)","(1597, 86.0, 0.48889)","(4084, 86.0, 0.31898)","(7014, 86.0, 0.56887)","(4428, 86.0, 1.12534)","(7014, 86.0, 0.56502)","(1616, 86.0, 0.22575)","(2016, 86.0, 0.97621)","(1616, 86.0, 0.22639)","(3449, 86.0, 1.09117)","(7265, 86.0, 0.34467)","(1217, 86.0, 0.44397)","(3035, 86.0, 0.3923)","(3168, 86.0, 1.05536)","(3974, 86.0, 0.73527)","(336, 86.0, 0.74204)","(1041, 86.0, 0.85978)"
"(5788, 85.0, 1.17528)","(7300, 85.0, 0.33998)","(5041, 85.0, 0.39153)","(5041, 85.0, 0.39148)","(7300, 85.0, 0.34111)","(1616, 85.0, 0.22561)","(1616, 85.0, 0.22699)","(1616, 85.0, 0.22575)","(6204, 85.0, 0.32028)","(1616, 85.0, 0.22699)","(7300, 85.0, 0.34486)","(1616, 85.0, 0.22639)","(7300, 85.0, 0.34486)","(7300, 85.0, 0.33998)","(6843, 85.0, 0.82405)","(7120, 85.0, 0.48668)","(6843, 85.0, 0.82119)","(6858, 85.0, 0.63717)","(7014, 85.0, 0.56912)","(6806, 85.0, 0.65298)","(6806, 85.0, 0.65426)","(5788, 85.0, 1.17446)","(5115, 85.0, 0.37342)","(711, 85.0, 0.44789)","(1473, 85.0, 0.44654)","(6954, 85.0, 0.32386)","(7300, 85.0, 0.33998)","(5041, 85.0, 0.39153)","(7184, 85.0, 0.28115)","(7156, 85.0, 0.4098)","(1616, 85.0, 0.22575)","(3232, 85.0, 0.75859)","(4130, 85.0, 0.70372)","(3232, 85.0, 0.75906)","(1616, 85.0, 0.22561)","(5041, 85.0, 0.38832)","(4563, 85.0, 0.35756)","(4563, 85.0, 0.35731)","(7125, 85.0, 0.38454)","(7300, 85.0, 0.34111)","(7300, 85.0, 0.34111)","(4429, 85.0, 0.65722)","(7125, 85.0, 0.38454)","(7300, 85.0, 0.34111)","(4429, 85.0, 0.65338)","(6204, 85.0, 0.32028)","(7300, 85.0, 0.33995)","(6529, 85.0, 0.58363)","(4429, 85.0, 0.65722)","(4429, 85.0, 0.65841)","(7242, 85.0, 0.49037)","(3623, 85.0, 0.25948)","(4428, 85.0, 1.12632)","(6689, 85.0, 0.33111)","(3502, 85.0, 1.05121)","(1597, 85.0, 0.49435)","(6204, 85.0, 0.32028)","(7014, 85.0, 0.56882)","(6204, 85.0, 0.31931)","(7300, 85.0, 0.34486)","(6839, 85.0, 0.52249)","(7156, 85.0, 0.4098)","(7236, 85.0, 0.54978)","(4563, 85.0, 0.35756)","(513, 85.0, 0.25126)","(2900, 85.0, 0.70744)","(3797, 85.0, 0.28844)","(6824, 85.0, 1.36009)","(1616, 85.0, 0.22575)","(56, 85.0, 0.44103)"
"(5041, 84.0, 0.39153)","(4563, 84.0, 0.35756)","(7125, 84.0, 0.38266)","(7125, 84.0, 0.38238)","(4563, 84.0, 0.3573)","(572, 84.0, 0.73383)","(572, 84.0, 0.73208)","(572, 84.0, 0.73234)","(5788, 84.0, 1.17528)","(7300, 84.0, 0.34111)","(7014, 84.0, 0.56502)","(7300, 84.0, 0.33995)","(7125, 84.0, 0.38454)","(4429, 84.0, 0.65841)","(7014, 84.0, 0.56887)","(6843, 84.0, 0.82355)","(7014, 84.0, 0.56502)","(752, 84.0, 1.33585)","(7265, 84.0, 0.34447)","(7300, 84.0, 0.34111)","(7300, 84.0, 0.33995)","(2016, 84.0, 0.97149)","(2163, 84.0, 0.92302)","(1473, 84.0, 0.44254)","(6943, 84.0, 0.52963)","(330, 84.0, 0.31053)","(7125, 84.0, 0.38266)","(7300, 84.0, 0.33998)","(4799, 84.0, 0.53512)","(4563, 84.0, 0.35731)","(3449, 84.0, 1.09117)","(7120, 84.0, 0.48519)","(2035, 84.0, 0.46888)","(7120, 84.0, 0.48553)","(7265, 84.0, 0.34467)","(6204, 84.0, 0.31931)","(7125, 84.0, 0.38266)","(7125, 84.0, 0.38238)","(4429, 84.0, 0.65338)","(7125, 84.0, 0.38281)","(4429, 84.0, 0.65722)","(7300, 84.0, 0.34111)","(4563, 84.0, 0.35564)","(4429, 84.0, 0.65722)","(6204, 84.0, 0.31931)","(7300, 84.0, 0.33998)","(7125, 84.0, 0.38238)","(4002, 84.0, 0.41049)","(4563, 84.0, 0.3573)","(3662, 84.0, 0.3836)","(7265, 84.0, 0.34467)","(6298, 84.0, 0.49401)","(7125, 84.0, 0.38238)","(4181, 84.0, 0.41618)","(6689, 84.0, 0.33494)","(3502, 84.0, 1.0558)","(1438, 84.0, 0.99725)","(6204, 84.0, 0.32135)","(1438, 84.0, 0.99675)","(4563, 84.0, 0.35564)","(7042, 84.0, 0.55348)","(7265, 84.0, 0.34447)","(2016, 84.0, 0.97149)","(7300, 84.0, 0.33998)","(3140, 84.0, 1.36131)","(1379, 84.0, 1.0391)","(6434, 84.0, 0.51211)","(3956, 84.0, 0.58529)","(2668, 84.0, 0.98844)","(7236, 84.0, 0.55119)"
"(7300, 83.0, 0.33998)","(7125, 83.0, 0.38266)","(4563, 83.0, 0.35756)","(4563, 83.0, 0.35731)","(7125, 83.0, 0.38281)","(7300, 83.0, 0.33998)","(7300, 83.0, 0.34111)","(7300, 83.0, 0.34486)","(6806, 83.0, 0.65514)","(7014, 83.0, 0.56882)","(6204, 83.0, 0.31931)","(7014, 83.0, 0.56912)","(4563, 83.0, 0.35564)","(6806, 83.0, 0.65514)","(7187, 83.0, 0.29647)","(7014, 83.0, 0.56882)","(7187, 83.0, 0.2972)","(7042, 83.0, 0.55348)","(2725, 83.0, 1.11761)","(7014, 83.0, 0.56882)","(7014, 83.0, 0.56912)","(7242, 83.0, 0.4859)","(1217, 83.0, 0.43935)","(6943, 83.0, 0.52969)","(3684, 83.0, 0.32485)","(6839, 83.0, 0.52199)","(4563, 83.0, 0.35756)","(4563, 83.0, 0.35756)","(465, 83.0, 0.25937)","(5041, 83.0, 0.39148)","(3821, 83.0, 0.39291)","(4130, 83.0, 0.70593)","(7224, 83.0, 0.38342)","(4130, 83.0, 0.70579)","(7014, 83.0, 0.56887)","(7300, 83.0, 0.34486)","(6204, 83.0, 0.32028)","(6204, 83.0, 0.32094)","(7288, 83.0, 0.75528)","(4563, 83.0, 0.3573)","(6806, 83.0, 0.65298)","(6204, 83.0, 0.32135)","(3108, 83.0, 0.98785)","(6204, 83.0, 0.32135)","(7014, 83.0, 0.56502)","(5788, 83.0, 1.17528)","(4563, 83.0, 0.35731)","(3147, 83.0, 1.04884)","(7125, 83.0, 0.38281)","(6468, 83.0, 0.81493)","(1616, 83.0, 0.22561)","(6631, 83.0, 0.26611)","(5788, 83.0, 1.17507)","(3401, 83.0, 0.39695)","(4181, 83.0, 0.41892)","(6689, 83.0, 0.3308)","(4429, 83.0, 0.65841)","(1438, 83.0, 0.99651)","(4429, 83.0, 0.65338)","(7014, 83.0, 0.56502)","(2725, 83.0, 1.11761)","(7187, 83.0, 0.29662)","(7230, 83.0, 0.23922)","(7125, 83.0, 0.38266)","(752, 83.0, 1.33585)","(7274, 83.0, 0.54782)","(3431, 83.0, 0.63283)","(4757, 83.0, 0.3774)","(3902, 83.0, 0.94142)","(3095, 83.0, 0.26388)"
"(6806, 82.0, 0.65514)","(6204, 82.0, 0.32028)","(7014, 82.0, 0.56887)","(7014, 82.0, 0.56912)","(7014, 82.0, 0.56882)","(7242, 82.0, 0.49037)","(7242, 82.0, 0.48978)","(7242, 82.0, 0.4859)","(7125, 82.0, 0.38266)","(6204, 82.0, 0.32135)","(5788, 82.0, 1.17446)","(6204, 82.0, 0.32094)","(7014, 82.0, 0.56502)","(5788, 82.0, 1.17528)","(7288, 82.0, 0.75592)","(7187, 82.0, 0.29735)","(6858, 82.0, 0.63665)","(4563, 82.0, 0.35731)","(3697, 82.0, 0.88468)","(4563, 82.0, 0.3573)","(4563, 82.0, 0.35731)","(7265, 82.0, 0.34356)","(1542, 82.0, 0.2445)","(3684, 82.0, 0.32969)","(4651, 82.0, 0.29445)","(3108, 82.0, 0.99018)","(7014, 82.0, 0.56887)","(7014, 82.0, 0.56887)","(3027, 82.0, 1.23291)","(7242, 82.0, 0.49033)","(654, 82.0, 0.73928)","(2035, 82.0, 0.47197)","(3030, 82.0, 0.95641)","(2035, 82.0, 0.47225)","(6204, 82.0, 0.32028)","(6806, 82.0, 0.65465)","(7300, 82.0, 0.33998)","(7300, 82.0, 0.33995)","(1120, 82.0, 0.85816)","(7242, 82.0, 0.48978)","(7014, 82.0, 0.56882)","(6806, 82.0, 0.65298)","(7014, 82.0, 0.56502)","(7014, 82.0, 0.56882)","(4563, 82.0, 0.35564)","(4429, 82.0, 0.65841)","(6204, 82.0, 0.32094)","(175, 82.0, 0.30155)","(6204, 82.0, 0.32135)","(6631, 82.0, 0.26531)","(572, 82.0, 0.73383)","(7046, 82.0, 0.88781)","(1438, 82.0, 0.99691)","(5644, 82.0, 0.22658)","(3401, 82.0, 0.39351)","(4181, 82.0, 0.4151)","(3697, 82.0, 0.88488)","(4429, 82.0, 0.65722)","(3697, 82.0, 0.87932)","(4429, 82.0, 0.65338)","(6468, 82.0, 0.81454)","(2725, 82.0, 1.11761)","(6737, 82.0, 0.33851)","(7014, 82.0, 0.56887)","(7274, 82.0, 0.54782)","(2009, 82.0, 0.32461)","(7244, 82.0, 0.95973)","(2202, 82.0, 0.43976)","(1746, 82.0, 1.17928)","(3489, 82.0, 0.32458)"
