0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
"(6441, 100.0, 1.005318447440477)","(7001, 100.0, 0.49614433294080323)","(7263, 100.0, 0.48167551708817874)","(6441, 100.0, 1.0100530886447596)","(3141, 100.0, 0.2610646871360725)","(2653, 100.0, 0.6078998644773295)","(2629, 100.0, 0.33029985354948405)","(5967, 100.0, 0.36969923682878714)","(6441, 100.0, 0.9752798101172093)","(2886, 100.0, 0.6765245070346814)","(2716, 100.0, 0.33133721173048697)","(2629, 100.0, 0.21629541546188294)","(2716, 100.0, 0.33803445441119717)","(7238, 100.0, 1.3134350089725473)","(11, 100.0, 1.0190314490555852)","(3383, 100.0, 0.4679998822809367)","(3383, 100.0, 0.4684089972703998)","(5716, 100.0, 0.756387988175512)","(5716, 100.0, 0.7503314648639627)","(5716, 100.0, 0.7689655989739149)","(7263, 100.0, 0.4661942201531394)","(3633, 100.0, 0.5724078847924133)","(5581, 100.0, 0.810491396502905)","(7263, 100.0, 0.5010376519725869)","(7293, 100.0, 0.7642952975749197)","(2629, 100.0, 0.16831652801318447)","(5967, 100.0, 0.3702989272402302)","(7028, 100.0, 0.5242790977911204)","(5216, 100.0, 0.8550177530512714)","(6441, 100.0, 0.9290182282355544)","(4099, 100.0, 1.0052071735852501)","(5716, 100.0, 0.6936844196657099)","(2122, 100.0, 1.2473010887228762)","(2122, 100.0, 1.252572030179612)","(2629, 100.0, 0.24349297085737168)","(2653, 100.0, 0.563923331945895)","(2886, 100.0, 0.5460158877049285)","(6741, 100.0, 1.2005785429805416)","(7219, 100.0, 0.9111971598590504)","(6441, 100.0, 0.9624687719759933)","(6108, 100.0, 1.2507825816553864)","(307, 100.0, 0.25810069054538026)","(307, 100.0, 0.24808887252672474)","(6657, 100.0, 0.33107447938092616)","(6657, 100.0, 0.31223692734745545)","(1733, 100.0, 0.5129793640525776)","(5967, 100.0, 0.343528643655804)","(4351, 100.0, 0.8650214915636751)","(4351, 100.0, 0.834202087313316)","(6657, 100.0, 0.35665478893832336)","(5506, 100.0, 0.7154217574425746)","(2122, 100.0, 1.0395915333880879)","(6741, 100.0, 1.2538879862859376)","(6657, 100.0, 0.38175081359501944)","(7293, 100.0, 0.8538755856649991)","(6942, 100.0, 0.469675944608171)","(630, 100.0, 0.7739957984905285)","(6886, 100.0, 0.2913248781309062)","(43, 100.0, 0.1921130477221733)","(1009, 100.0, 0.4941846288525073)","(6945, 100.0, 0.301902893303222)","(2092, 100.0, 0.2879898436984703)","(2398, 100.0, 0.9273408475853464)","(1257, 100.0, 0.4422924917195062)","(3580, 100.0, 0.5832044590974174)","(7186, 100.0, 0.7497112800672003)","(2009, 100.0, 1.0449151182937184)","(2689, 100.0, 0.7208905663213461)"
"(1994, 99.0, 0.6358813122141175)","(890, 99.0, 0.5917380793592889)","(6441, 99.0, 0.9970532435509405)","(4099, 99.0, 1.0180475753311948)","(7286, 99.0, 0.22548434870663916)","(6149, 99.0, 0.8214505939484262)","(2653, 99.0, 0.593174791248853)","(3383, 99.0, 0.45403440966409553)","(5967, 99.0, 0.38003744332315903)","(1513, 99.0, 0.716927265402689)","(1681, 99.0, 0.7617250216558683)","(5967, 99.0, 0.39449207649393314)","(5716, 99.0, 0.751373394364404)","(1952, 99.0, 0.4458592482729122)","(1952, 99.0, 0.4412465220516829)","(4351, 99.0, 0.7871216302826024)","(4351, 99.0, 0.7912820340341861)","(3963, 99.0, 0.44986509263065827)","(3963, 99.0, 0.4833682536124055)","(3963, 99.0, 0.45738892050845875)","(6441, 99.0, 0.8946261341302855)","(5581, 99.0, 0.810491396502905)","(6414, 99.0, 0.5188925164391466)","(5716, 99.0, 0.6801253659625898)","(4099, 99.0, 0.9097110950793771)","(6741, 99.0, 1.2915111216444195)","(7255, 99.0, 0.5017917786445543)","(6995, 99.0, 0.7636835149246235)","(6945, 99.0, 0.6862663562557159)","(4099, 99.0, 0.982055379539081)","(6441, 99.0, 0.9678844776045491)","(6441, 99.0, 0.973832403619781)","(2886, 99.0, 0.5130927712095171)","(2886, 99.0, 0.5096581594265837)","(4099, 99.0, 0.8841543890678893)","(4099, 99.0, 0.8578417044612368)","(1513, 99.0, 0.8815111299495233)","(7263, 99.0, 0.5049497165711453)","(6971, 99.0, 0.556126230209353)","(4099, 99.0, 0.9634336525140751)","(6441, 99.0, 1.0655805370408842)","(6441, 99.0, 0.9460296338619544)","(6441, 99.0, 0.9378600980541586)","(1513, 99.0, 0.9753086559112502)","(7263, 99.0, 0.4808890748388657)","(2213, 99.0, 0.5450091285946312)","(307, 99.0, 0.20924719645615883)","(5967, 99.0, 0.34745169573200396)","(5967, 99.0, 0.3556002058484525)","(462, 99.0, 0.9701439467175168)","(1787, 99.0, 0.8220455017955042)","(7129, 99.0, 0.6285757284183917)","(2653, 99.0, 0.7731379511743964)","(4099, 99.0, 0.9036456593924493)","(7263, 99.0, 0.47347871225223576)","(5716, 99.0, 0.6244246422791192)","(6942, 99.0, 0.4721439141222036)","(4351, 99.0, 0.7254149325312718)","(5568, 99.0, 0.3488075694902183)","(4079, 99.0, 0.37561795504050044)","(1819, 99.0, 0.9221064733248798)","(1648, 99.0, 0.22933651273504044)","(1516, 99.0, 0.4602361095016313)","(6743, 99.0, 0.11028465039978314)","(4543, 99.0, 0.5484162237246857)","(835, 99.0, 0.39475799606847745)","(5741, 99.0, 0.8888439370546303)","(6741, 99.0, 1.3678970021939192)"
"(5266, 98.0, 1.2496201465902073)","(6115, 98.0, 0.3845303621462223)","(5967, 98.0, 0.41178126193192466)","(5967, 98.0, 0.3992272127569469)","(772, 98.0, 1.1451250988700385)","(4099, 98.0, 0.827843659091632)","(6149, 98.0, 0.7558988213937022)","(6108, 98.0, 1.2132729267593774)","(3383, 98.0, 0.43822744870772945)","(7129, 98.0, 0.6434827560698572)","(7040, 98.0, 0.46505702677167127)","(2653, 98.0, 0.6435903169012782)","(7293, 98.0, 0.8559466685005135)","(3383, 98.0, 0.4588004171052792)","(3383, 98.0, 0.4638119688928294)","(5446, 98.0, 0.19033508813292055)","(2122, 98.0, 1.1383426939206847)","(7293, 98.0, 0.8653931012615311)","(7293, 98.0, 0.8486599278261667)","(7293, 98.0, 0.8812893302491444)","(4099, 98.0, 0.9894865032331994)","(6414, 98.0, 0.5188925164391466)","(855, 98.0, 1.006142483767437)","(4099, 98.0, 0.8623475480495604)","(2716, 98.0, 0.3228721682389796)","(5967, 98.0, 0.3891415903385639)","(6741, 98.0, 1.2018694232502283)","(4189, 98.0, 0.735516681667456)","(7028, 98.0, 0.5242790977911204)","(5967, 98.0, 0.3236000708437334)","(5967, 98.0, 0.39309917693571816)","(5967, 98.0, 0.39726302144641223)","(1513, 98.0, 0.9845320193143033)","(1513, 98.0, 0.9897417055690945)","(5967, 98.0, 0.4238247550900745)","(5716, 98.0, 0.6764710917644302)","(11, 98.0, 0.9952201013111788)","(7255, 98.0, 0.5492383403453185)","(7128, 98.0, 0.443007136616932)","(5967, 98.0, 0.4300651719114411)","(2716, 98.0, 0.4132593779813221)","(5967, 98.0, 0.38116607156944043)","(5967, 98.0, 0.3680026813437358)","(2716, 98.0, 0.38395409682690823)","(2122, 98.0, 1.1777797802449854)","(886, 98.0, 0.877044890232107)","(6441, 98.0, 0.9810165178361245)","(2716, 98.0, 0.31401813395003586)","(816, 98.0, 0.5622766154499176)","(7293, 98.0, 0.9082114387259391)","(6942, 98.0, 0.7272661367676133)","(7263, 98.0, 0.6334228785467014)","(3963, 98.0, 0.4664692099365943)","(7293, 98.0, 0.7646276412095494)","(2122, 98.0, 1.2173310058860407)","(5967, 98.0, 0.4236812102627721)","(5716, 98.0, 0.6234795536618787)","(2886, 98.0, 0.6305522121641048)","(2862, 98.0, 0.4989653317094879)","(7182, 98.0, 0.18293797752381957)","(1595, 98.0, 0.7335841866107269)","(307, 98.0, 0.19849230014367444)","(1758, 98.0, 1.1213903891252728)","(5865, 98.0, 0.6033741956664663)","(1165, 98.0, 0.40095157368994633)","(3383, 98.0, 0.9607123833177128)","(3118, 98.0, 1.0965708921823671)","(2089, 98.0, 0.7237393950479994)"
"(7129, 97.0, 0.604006179535555)","(805, 97.0, 0.2662055653976237)","(2122, 97.0, 1.1510504024311836)","(2716, 97.0, 0.41675363603877164)","(3402, 97.0, 0.5572243837961314)","(7020, 97.0, 0.24666740015296346)","(4099, 97.0, 0.8013121270422352)","(4099, 97.0, 0.924261680452562)","(6108, 97.0, 1.2333904692660003)","(7020, 97.0, 0.35340729082902506)","(1111, 97.0, 1.3157457607101573)","(7129, 97.0, 0.5487017608003314)","(6741, 97.0, 1.2249696844243476)","(4351, 97.0, 0.78313537090831)","(4351, 97.0, 0.7958319849383756)","(2122, 97.0, 1.1357221506831434)","(1681, 97.0, 0.7585359248817981)","(6942, 97.0, 0.5873832519658299)","(6942, 97.0, 0.5870044217755424)","(6942, 97.0, 0.6176773817020538)","(2122, 97.0, 1.2273555639228713)","(855, 97.0, 1.006142483767437)","(6707, 97.0, 0.5907905424624627)","(7255, 97.0, 0.45448348838102076)","(7255, 97.0, 0.49127196196514555)","(2716, 97.0, 0.3989066225542857)","(7263, 97.0, 0.47910578715633767)","(4203, 97.0, 0.7511277566680604)","(6995, 97.0, 0.7636835149246235)","(7255, 97.0, 0.5899749662910022)","(7255, 97.0, 0.5132429971458137)","(2716, 97.0, 0.3096800336916809)","(7255, 97.0, 0.45085698656119105)","(7255, 97.0, 0.4504995271081185)","(2716, 97.0, 0.34770595630279066)","(2716, 97.0, 0.27937635532192057)","(1111, 97.0, 1.284949625441501)","(5967, 97.0, 0.33261250695859296)","(1819, 97.0, 0.7828568040156085)","(2716, 97.0, 0.4726450014132455)","(5967, 97.0, 0.44129878374292797)","(7255, 97.0, 0.5342431822482)","(7255, 97.0, 0.5309493805821295)","(1681, 97.0, 0.8333752783630383)","(4099, 97.0, 0.9546822968588785)","(2943, 97.0, 0.48710734824370877)","(7255, 97.0, 0.5608139875096415)","(816, 97.0, 0.5933590034885214)","(6741, 97.0, 1.1930390244457396)","(1681, 97.0, 0.8894945519746819)","(4058, 97.0, 0.8461937357104196)","(2716, 97.0, 0.3338339537543963)","(1130, 97.0, 0.2641047568801995)","(630, 97.0, 0.8043956276789428)","(6441, 97.0, 1.0012863454743877)","(6657, 97.0, 0.31028785992747127)","(5967, 97.0, 0.425093190748472)","(2716, 97.0, 0.35472183193950707)","(1690, 97.0, 0.625377569465692)","(1307, 97.0, 1.1081276975992178)","(1307, 97.0, 1.00710637495412)","(6641, 97.0, 0.293266838638292)","(402, 97.0, 0.8520362820523794)","(3902, 97.0, 0.8564309122440267)","(1903, 97.0, 0.37347955023594587)","(4362, 97.0, 0.8376268707843606)","(1550, 97.0, 0.5135989028514412)","(3330, 97.0, 0.7120145541193507)"
"(7061, 96.0, 0.5662791960402188)","(6513, 96.0, 0.5827154719333328)","(2716, 96.0, 0.3322331690053527)","(7255, 96.0, 0.4751647890973675)","(2152, 96.0, 1.1839766890556813)","(462, 96.0, 0.7873845245483443)","(7020, 96.0, 0.2941306462401146)","(3963, 96.0, 0.508525697984657)","(4099, 96.0, 0.9377816793768855)","(2716, 96.0, 0.2611174868748776)","(7020, 96.0, 0.1600465223521654)","(2716, 96.0, 0.34723307026140515)","(7255, 96.0, 0.537509506076239)","(5446, 96.0, 0.18002120634259006)","(5446, 96.0, 0.18422709436974546)","(1681, 96.0, 0.7515798638205341)","(4099, 96.0, 0.9093246988776634)","(1111, 96.0, 1.2688826422635124)","(1111, 96.0, 1.1969172179156295)","(1111, 96.0, 1.3008237784370162)","(744, 96.0, 0.28987837552723966)","(6707, 96.0, 0.5907905424624627)","(462, 96.0, 0.39363290392256617)","(2716, 96.0, 0.3309174036267388)","(5967, 96.0, 0.37301555765692823)","(7255, 96.0, 0.5252858113469401)","(630, 96.0, 0.7884856269554096)","(517, 96.0, 0.8712354980330203)","(4189, 96.0, 0.735516681667456)","(2716, 96.0, 0.3354290723900586)","(2716, 96.0, 0.3984769751687741)","(7255, 96.0, 0.5126034118210744)","(7129, 96.0, 0.38474916643543233)","(7129, 96.0, 0.3825487379134636)","(2122, 96.0, 1.149714838301281)","(2122, 96.0, 1.066751510143276)","(5266, 96.0, 1.3664440547485945)","(2716, 96.0, 0.33137450792914047)","(3604, 96.0, 0.9847255316466951)","(2122, 96.0, 1.2797177573030616)","(307, 96.0, 0.3574067264532317)","(2716, 96.0, 0.3124111909768085)","(2716, 96.0, 0.33747963770720113)","(5967, 96.0, 0.4129764090023751)","(5967, 96.0, 0.3745072038745391)","(6418, 96.0, 0.5098479594839433)","(744, 96.0, 0.3161338517202575)","(6741, 96.0, 1.2223562801378)","(6942, 96.0, 0.5778610794851782)","(1513, 96.0, 1.0085875750140092)","(5541, 96.0, 0.561333827315697)","(1111, 96.0, 1.1140769321188249)","(2716, 96.0, 0.382402957625446)","(5967, 96.0, 0.41246937154205787)","(744, 96.0, 0.28588640055195264)","(744, 96.0, 0.5143092236332292)","(6657, 96.0, 0.3096695710457773)","(1111, 96.0, 1.2442954305376988)","(5967, 96.0, 0.3372377507540837)","(7263, 96.0, 0.5531778483655978)","(2653, 96.0, 0.6723411009707976)","(2108, 96.0, 0.6769191043158371)","(631, 96.0, 1.3949077796440237)","(3803, 96.0, 0.5437648807033711)","(4179, 96.0, 0.662278416612765)","(4232, 96.0, 0.7486836631448559)","(2706, 96.0, 0.9227848790537282)","(5375, 96.0, 0.6058471660502432)"
"(1111, 95.0, 1.1613800222192705)","(1464, 95.0, 0.8516382926650944)","(7255, 95.0, 0.4705395328916717)","(2122, 95.0, 1.273630479404707)","(2716, 95.0, 0.3437438036108165)","(7129, 95.0, 0.5360360909785419)","(462, 95.0, 0.7484253734293345)","(5716, 95.0, 0.7224608244031056)","(3963, 95.0, 0.5111962692862532)","(2122, 95.0, 0.9668509230658744)","(1513, 95.0, 0.9042992555979458)","(462, 95.0, 0.8650815129061832)","(630, 95.0, 0.8358818663614692)","(2122, 95.0, 1.1351813162328874)","(2122, 95.0, 1.1431542506726695)","(4099, 95.0, 0.90047242768095)","(462, 95.0, 0.8416358875541425)","(6441, 95.0, 0.8826224230872265)","(6441, 95.0, 0.831059397970069)","(6441, 95.0, 0.895330724976063)","(2716, 95.0, 0.3834333175995146)","(462, 95.0, 0.39363290392256617)","(6493, 95.0, 1.0835143103164697)","(2122, 95.0, 1.1317809682398985)","(630, 95.0, 0.8309925809460891)","(2122, 95.0, 1.25631448928017)","(1513, 95.0, 0.9238389858014728)","(2429, 95.0, 0.26542784082499504)","(4203, 95.0, 0.7511277566680604)","(3963, 95.0, 0.42751023114778686)","(3963, 95.0, 0.506876878068706)","(2122, 95.0, 1.1350791817701043)","(5348, 95.0, 0.33135938059466497)","(5348, 95.0, 0.32688746787221923)","(7255, 95.0, 0.44237779556153695)","(7255, 95.0, 0.5242535266004035)","(6802, 95.0, 0.970843466782685)","(2122, 95.0, 1.1661085705307546)","(5266, 95.0, 1.264131699102932)","(7255, 95.0, 0.4026217497056396)","(7255, 95.0, 0.4026483970312086)","(3963, 95.0, 0.5018446184946261)","(3963, 95.0, 0.495489677664007)","(6741, 95.0, 1.2688682400876683)","(1681, 95.0, 0.7954839955988592)","(5417, 95.0, 0.41772460501638475)","(2716, 95.0, 0.2859165202732922)","(6942, 95.0, 0.5992894126361773)","(5716, 95.0, 0.7634663338157419)","(2716, 95.0, 0.40037203357956963)","(4510, 95.0, 0.7146283819969338)","(307, 95.0, 0.4171870194474193)","(5716, 95.0, 0.8133364643697072)","(3963, 95.0, 0.6098752191319373)","(7255, 95.0, 0.5023701722716959)","(6441, 95.0, 0.974760930890011)","(744, 95.0, 0.5126232052095836)","(1513, 95.0, 0.8666049819685935)","(6728, 95.0, 0.5390676751492491)","(1611, 95.0, 0.8591146395034743)","(4113, 95.0, 0.6797928887801191)","(390, 95.0, 0.40220624213993306)","(3901, 95.0, 0.9035247385411559)","(928, 95.0, 0.7203633143782641)","(6490, 95.0, 0.4934922401731471)","(2294, 95.0, 1.0087650223218487)","(916, 95.0, 0.6669669086963148)","(4352, 95.0, 0.6371417544611071)"
"(6149, 94.0, 0.8059245123223054)","(3742, 94.0, 0.6380800579248626)","(3963, 94.0, 0.5547217786100185)","(3963, 94.0, 0.556314120845489)","(2106, 94.0, 0.9545760191697895)","(1111, 94.0, 1.2027411305423217)","(7129, 94.0, 0.5842107847355178)","(3727, 94.0, 1.0740309387163054)","(5716, 94.0, 0.7272476271727305)","(7040, 94.0, 0.5796149373346768)","(2122, 94.0, 1.166371024497711)","(2122, 94.0, 1.158189172679831)","(3383, 94.0, 0.45921717724358835)","(1681, 94.0, 0.7443001478916578)","(1681, 94.0, 0.7621307568453555)","(462, 94.0, 0.8372809508100502)","(7129, 94.0, 0.5143096870825238)","(2629, 94.0, 0.2519504619576452)","(2629, 94.0, 0.306802438867496)","(2629, 94.0, 0.23536553718260214)","(7255, 94.0, 0.5519404797712124)","(6493, 94.0, 1.0835143103164697)","(4079, 94.0, 0.6036257677179031)","(3963, 94.0, 0.5824371714564611)","(3963, 94.0, 0.5660181834061666)","(3963, 94.0, 0.4865811501037739)","(7293, 94.0, 0.8260691599035983)","(1207, 94.0, 0.9087002310934925)","(517, 94.0, 0.8712354980330203)","(2122, 94.0, 1.1810999057409568)","(2122, 94.0, 1.2535341409444654)","(3963, 94.0, 0.5181026550400532)","(2716, 94.0, 0.41135239960130165)","(2716, 94.0, 0.41446432927674276)","(3963, 94.0, 0.58571240605064)","(7129, 94.0, 0.6065543495458261)","(7040, 94.0, 0.4540708824664192)","(744, 94.0, 0.3361277370662529)","(5448, 94.0, 0.3631757907247301)","(3963, 94.0, 0.6440097529092667)","(3963, 94.0, 0.633541211330357)","(744, 94.0, 0.3573756756266425)","(744, 94.0, 0.3327109762332229)","(7293, 94.0, 0.8634532395096342)","(2716, 94.0, 0.3247056275645796)","(6634, 94.0, 0.7262341216730652)","(3963, 94.0, 0.4618220843885854)","(5716, 94.0, 0.7889052048856164)","(2271, 94.0, 0.5475939904347435)","(7263, 94.0, 0.4418912743114985)","(5480, 94.0, 0.7717661690492067)","(5716, 94.0, 0.6621845323418849)","(7293, 94.0, 0.8908040207387511)","(2716, 94.0, 0.35262676249457997)","(1111, 94.0, 1.3547757255132329)","(2716, 94.0, 0.20038889843678465)","(6441, 94.0, 0.9779196560403272)","(2122, 94.0, 1.1142606708094493)","(462, 94.0, 0.9291118397800062)","(4279, 94.0, 0.29929843224620106)","(6149, 94.0, 0.8905670179702843)","(2223, 94.0, 1.1036524537393546)","(4317, 94.0, 0.8531872406455154)","(4589, 94.0, 0.29567810530531274)","(2316, 94.0, 0.622067633872002)","(1257, 94.0, 0.8188072668583248)","(4847, 94.0, 0.9908976047050492)","(1365, 94.0, 0.5932885008811294)"
"(2629, 93.0, 0.3246027173291451)","(4628, 93.0, 0.4906883949386376)","(744, 93.0, 0.3826726284245858)","(3383, 93.0, 0.39636206870124185)","(7213, 93.0, 0.37724557031063555)","(5716, 93.0, 0.6589153412729809)","(1111, 93.0, 1.156342930036916)","(307, 93.0, 0.2482705881855898)","(3727, 93.0, 1.0899941545618503)","(4351, 93.0, 0.5890258113158509)","(2886, 93.0, 0.49415996462681944)","(3963, 93.0, 0.5943735724287214)","(2122, 93.0, 1.19012238543107)","(4099, 93.0, 0.8943128013243633)","(4099, 93.0, 0.9124592011943193)","(7129, 93.0, 0.5147954457776621)","(6942, 93.0, 0.5906741451430596)","(7129, 93.0, 0.5203367640106672)","(7129, 93.0, 0.5681186962266077)","(7129, 93.0, 0.4818275574314394)","(1111, 93.0, 1.3045852366212323)","(4079, 93.0, 0.6036257677179031)","(5012, 93.0, 0.877678234313475)","(744, 93.0, 0.41727256579363287)","(2122, 93.0, 1.1327373812901462)","(744, 93.0, 0.24190794868360851)","(2716, 93.0, 0.33671452211180253)","(3089, 93.0, 0.8771025588179634)","(2429, 93.0, 0.26542784082499504)","(744, 93.0, 0.2818593694372123)","(744, 93.0, 0.26507510422207126)","(3383, 93.0, 0.4547803228734738)","(4351, 93.0, 0.8740737607298255)","(4351, 93.0, 0.8804059404962021)","(3383, 93.0, 0.3992503072988491)","(1307, 93.0, 0.9748556773558639)","(2122, 93.0, 1.1411048521527127)","(3963, 93.0, 0.5009496790150484)","(4753, 93.0, 0.37494614331287585)","(1111, 93.0, 1.3040314005364262)","(462, 93.0, 0.9244151633549167)","(3383, 93.0, 0.47183103658270803)","(3383, 93.0, 0.4592604441328957)","(4099, 93.0, 0.9766665053855442)","(462, 93.0, 0.8764115534015647)","(2536, 93.0, 0.5178088764777712)","(2122, 93.0, 1.1394592908019905)","(2271, 93.0, 0.5794000730094092)","(462, 93.0, 0.8702871237540004)","(4113, 93.0, 0.874698608111754)","(3492, 93.0, 0.7165678602585769)","(3963, 93.0, 0.6574782615579225)","(2122, 93.0, 1.2258837018598205)","(3383, 93.0, 0.4002491629395056)","(3963, 93.0, 0.5139786039426876)","(1307, 93.0, 0.8452434136165377)","(2716, 93.0, 0.20139535648876655)","(7020, 93.0, 0.23070007147185806)","(4435, 93.0, 0.1540610939742108)","(3668, 93.0, 1.1357132479393879)","(4079, 93.0, 0.30718414711809366)","(3045, 93.0, 0.4335887871695758)","(6930, 93.0, 0.8708152217193303)","(4352, 93.0, 0.39416818695069555)","(3844, 93.0, 0.3723623160907188)","(11, 93.0, 1.1211006614305425)","(76, 93.0, 0.7425925773042354)","(1284, 93.0, 0.5949067170106961)"
"(659, 92.0, 0.31846988104955265)","(2163, 92.0, 0.9373765502657204)","(1111, 92.0, 1.2661103244552723)","(462, 92.0, 0.9632066707670273)","(7205, 92.0, 0.40831099312654756)","(1819, 92.0, 0.8487207046872893)","(5716, 92.0, 0.6488742761217746)","(462, 92.0, 0.8661208738529791)","(307, 92.0, 0.24496026656437114)","(6441, 92.0, 1.0814965120866342)","(3963, 92.0, 0.5183822088134378)","(1111, 92.0, 1.3022607647251072)","(1513, 92.0, 0.9357779370310089)","(462, 92.0, 0.8340350283364717)","(462, 92.0, 0.8464143635053284)","(6942, 92.0, 0.5923834430668066)","(2606, 92.0, 0.26611543461791937)","(1513, 92.0, 0.9125621806489205)","(1513, 92.0, 0.8882827279490217)","(1513, 92.0, 0.9501633019747163)","(3963, 92.0, 0.4907326696811911)","(5012, 92.0, 0.877678234313475)","(3292, 92.0, 1.0070477490663334)","(7129, 92.0, 0.5050599531189724)","(1111, 92.0, 1.286144071404116)","(630, 92.0, 0.8688604458026499)","(744, 92.0, 0.33626640811944186)","(2361, 92.0, 0.7633767305960103)","(1207, 92.0, 0.9087002310934925)","(1111, 92.0, 1.318476415728596)","(630, 92.0, 0.8400156939285274)","(744, 92.0, 0.3661227959280792)","(6802, 92.0, 1.0798483926435392)","(6802, 92.0, 1.0850431443525446)","(7129, 92.0, 0.49872566223936965)","(462, 92.0, 0.770474253634059)","(3383, 92.0, 0.42974899458091387)","(3383, 92.0, 0.4836415877333957)","(5297, 92.0, 0.6606473707736977)","(7129, 92.0, 0.43953962422214227)","(3383, 92.0, 0.359765473689012)","(2122, 92.0, 1.13761084519474)","(2122, 92.0, 1.1695501743912946)","(630, 92.0, 0.8482353855191764)","(1513, 92.0, 0.9228425387599093)","(3079, 92.0, 0.4029405074687473)","(1111, 92.0, 1.3028952780255818)","(462, 92.0, 0.9017566880170773)","(4113, 92.0, 0.8201586378874655)","(2886, 92.0, 0.3626901217191337)","(7009, 92.0, 0.7375759823156449)","(1513, 92.0, 0.8165901104901162)","(1513, 92.0, 0.9719339027130974)","(1111, 92.0, 1.2794779481107441)","(630, 92.0, 0.8544234294320862)","(3727, 92.0, 0.8484442855520685)","(1307, 92.0, 0.8495492176790425)","(6802, 92.0, 0.9339660424207494)","(7067, 92.0, 0.9688734463087761)","(4099, 92.0, 1.0038299141043239)","(3383, 92.0, 0.40584696137167775)","(5481, 92.0, 0.3297036653278398)","(5632, 92.0, 1.3678261418275992)","(2485, 92.0, 1.0091834508389126)","(2652, 92.0, 0.36138348206733395)","(2606, 92.0, 0.7633330656142181)","(301, 92.0, 0.8967339859633027)","(286, 92.0, 0.5795748027169956)"
"(4099, 91.0, 0.8015927106855705)","(5539, 91.0, 0.37793249560005643)","(7129, 91.0, 0.4908458219899213)","(1111, 91.0, 1.3861298789736773)","(4079, 91.0, 0.42052413369061753)","(1130, 91.0, 0.4396151864584399)","(1819, 91.0, 0.79221903831154)","(7129, 91.0, 0.4910066513721449)","(462, 91.0, 0.8797001673493496)","(1111, 91.0, 1.1502750584534118)","(4351, 91.0, 0.7990968255188956)","(4113, 91.0, 0.6960295614796345)","(1111, 91.0, 1.3241681007060686)","(7129, 91.0, 0.5118637334629762)","(6942, 91.0, 0.5963553676476312)","(2606, 91.0, 0.27176634234541575)","(5348, 91.0, 0.36822223392030223)","(630, 91.0, 0.7848037176507746)","(630, 91.0, 0.7192143686842178)","(630, 91.0, 0.7986345769128536)","(7129, 91.0, 0.483358954874258)","(3292, 91.0, 1.0070477490663334)","(4731, 91.0, 1.1311939328613534)","(3383, 91.0, 0.4154491091395034)","(462, 91.0, 0.8297645965822407)","(3383, 91.0, 0.4304518121526078)","(3963, 91.0, 0.5225233760193834)","(1307, 91.0, 0.6875382226451576)","(3089, 91.0, 0.8771025588179634)","(7129, 91.0, 0.5051731722963563)","(3383, 91.0, 0.4227307987268144)","(7129, 91.0, 0.49859757826040435)","(7040, 91.0, 0.3920895023458317)","(7040, 91.0, 0.3918524601951634)","(462, 91.0, 0.8491591050359523)","(3963, 91.0, 0.5593296123690932)","(1307, 91.0, 1.020212319469459)","(5348, 91.0, 0.3790332451187891)","(6619, 91.0, 0.4604489210833993)","(744, 91.0, 0.38775087520191126)","(3727, 91.0, 1.0951901628023306)","(6942, 91.0, 0.5857302567218884)","(6942, 91.0, 0.6054823430935193)","(3963, 91.0, 0.5029113252766596)","(3963, 91.0, 0.4899972250657217)","(5884, 91.0, 0.5001170627016494)","(7129, 91.0, 0.531790163255584)","(4113, 91.0, 0.8478695897345979)","(1438, 91.0, 1.0782569253140444)","(4099, 91.0, 1.0476171864534487)","(5285, 91.0, 0.7345966342301209)","(5348, 91.0, 0.47862552858657287)","(6802, 91.0, 1.0567818062833962)","(6942, 91.0, 0.6618044101854692)","(2716, 91.0, 0.3658663789505097)","(6856, 91.0, 0.23834066521319924)","(3727, 91.0, 0.8502506070687141)","(744, 91.0, 0.4760599482946547)","(6441, 91.0, 0.9602311345813505)","(11, 91.0, 1.1012163719996757)","(2122, 91.0, 1.151305119482949)","(7229, 91.0, 0.4308350275112415)","(541, 91.0, 0.9589702995286592)","(5448, 91.0, 0.33421740340869943)","(4772, 91.0, 0.6865967577681806)","(7149, 91.0, 0.7766824647563506)","(325, 91.0, 0.9310302550762499)","(4980, 91.0, 0.6229874492671938)"
