25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
176,6387;666;3630;399;4265;3028;4054;291;3185;6901;1172;657;3638;54;280;2705;197;2940;3183;4891;407;166;6252;6140;6250;2307;173;4267;4426;3324;1221,daytime:evening,4854;25,7100;24,3331;23,2649;22,2938;21,1936;20,2627;19,1911;18,6131;17,4917;16,2894;15,2332;14,2659;13,1854;12,799;11,1457;10,5743;9,6840;8,3975;7,1221;6,3317;5,2792;4,4852;3,2836;2,4051;1
176,4892;4740;6805;603;4928,daytime:night,4854;25,7100;24,3331;23,2649;22,3031;21,2938;20,1936;19,2627;18,1911;17,6131;16,4917;15,2894;14,2332;13,2659;12,1854;11,799;10,1457;9,5743;8,6840;7,3975;6,1221;5,3317;4,2792;3,4852;2,2836;1
176,2797;5845;6095;1298;6042;2435;1550;6186;3395;2713;1305;513;5004;1148;6985;1013,daytime:afternoon,4854;25,7100;24,3331;23,2649;22,3031;21,2938;20,1936;19,2627;18,1911;17,6131;16,4917;15,2894;14,2332;13,2659;12,1854;11,799;10,1457;9,6840;8,3975;7,1221;6,3317;5,2792;4,4852;3,2836;2,4051;1
150,3202;5517;992;4875;306;1731;3321;2897;1567;5004;300;2505;1882,daytime:morning,457;25,2445;24,75;23,3455;22,100;21,1512;20,293;19,2595;18,5517;17,2063;16,1403;15,2630;14,1953;13,591;12,168;11,1765;10,2051;9,83;8,3433;7,2759;6,621;5,2098;4,5688;3,3088;2,399;1
150,100;2948;1270;3778;3447;209;5692;713;1412;3339;1037;591;3724;6850;3685;2354;168;2915;3689,daytime:evening,1131;25,457;24,2591;23,2445;22,3455;21,1139;20,100;19,2385;18,293;17,2595;16,5517;15,2063;14,1403;13,1953;12,591;11,1993;10,168;9,2708;8,2051;7,83;6,3736;5,3433;4,2759;3,3719;2,621;1
150,4502;1572;2671;368;4819;3484;2268;3143;289;2759;3077;3210;1218;202;5584;3274;2714,daytime:night,1131;25,2591;24,2445;23,75;22,3455;21,1139;20,100;19,2385;18,1512;17,5517;16,2063;15,1403;14,2630;13,591;12,1993;11,168;10,1765;9,2708;8,2051;7,83;6,3736;5,2759;4,3719;3,621;2,2098;1
150,4542;4071;2063;2373;4307;4881;1895;1320;2089;2574;860;2021;2853;5564;1497;1617;3643;6235,daytime:afternoon,1131;25,457;24,2591;23,2445;22,75;21,1139;20,100;19,2385;18,1512;17,293;16,2595;15,5517;14,2063;13,1403;12,2630;11,1953;10,591;9,1993;8,168;7,1765;6,2708;5,2051;4,83;3,3736;2,3433;1
100,5837;1709;2049;6011;1004;4136;6655;4590;2024,daytime:evening,7067;25,5358;24,2627;23,631;22,4854;21,6443;20,2564;19,3953;18,1413;17,6176;16,6840;15,5013;14,4462;13,6104;12,7068;11,7201;10,386;9,1136;8,3571;7,799;6,4091;5,4487;4,840;3,6444;2,327;1
100,5394;364;2435;295;1504;1346;2362;6261;4990;5807;452;4895;5119,daytime:night,7067;25,5358;24,2627;23,631;22,4854;21,6443;20,2564;19,3953;18,1413;17,6176;16,6840;15,5013;14,4462;13,6104;12,7068;11,7201;10,1448;9,386;8,1136;7,3571;6,799;5,4091;4,4487;3,840;2,6385;1
260,1131,daytime:afternoon,1131;25,1139;24,4467;23,2678;22,591;21,6502;20,4638;19,2385;18,2445;17,2591;16,3736;15,1703;14,2699;13,1269;12,2051;11,5040;10,923;9,726;8,1512;7,2595;6,1993;5,399;4,75;3,293;2,763;1
258,6603;552;1668;3714;2932;1322;127;2206;4752;5391;1186;519;4105;710;4369;5432;1929;527;2486;1900;4300;452;6867;4251;4465;4516;2046;135;2893;889;2349;3343;5690;893;4969;951;6397;4208;178;4213;852;85;3441;771;6702;1835;3260;3217;2451;972;179;6040;4097;825;1923;1070;2430;1749;181;4583;363;164;1092;140,daytime:morning,270;25,95;24,3620;23,136;22,232;21,184;20,974;19,2894;18,742;17,54;16,2372;15,386;14,1335;13,60;12,1645;11,1131;10,6141;9,2650;8,7143;7,406;6,4903;5,86;4,3770;3,2168;2,2151;1
258,6999;2869;4227;3448;2220;1099;3565;118;6231;3975;3612;1765;1935;1597;6847;1004;4425;6169;2864;6473;973;646;1340;536;5925;824;1796;593;2593;4134;5683;2649;1754;7023;845;6708;5323;2319;3526;6289;2848;1612;5831;1305;2709;4385;524;2778;5273;324;402;3172;3545;4449;6841;5629;1995;28;5269;377;460;3514;5068;1551;7083;3575;2772;624;1817;2640;6617;4616;2934;3273;2880;2344;1378;1769;298;4805;132;38;3591;310;2819;1463;1854;3642;2512;3649;3885;2053;5519;6659;4624;5420;390;5553;1982;810;4696;6279;4829;1254;1500;4585;1459,daytime:evening,270;25,95;24,136;23,184;22,974;21,54;20,2372;19,1196;18,1335;17,1131;16,6141;15,2650;14,456;13,7143;12,4903;11,250;10,2168;9,2151;8,63;7,173;6,919;5,604;4,84;3,1102;2,1014;1
258,5070;2831;6350;4394;1734;459;3959;5973;97;6727;317;6248;1626;4889;173;1133;370;6407;543;68;1532,daytime:night,270;25,95;24,3620;23,136;22,232;21,974;20,2894;19,742;18,2372;17,386;16,1196;15,1335;14,60;13,1645;12,1131;11,2650;10,456;9,7143;8,406;7,4903;6,86;5,250;4,3770;3,2168;2,2151;1
258,882;3378;1093;1588;1530;3965;4499;4861;3754;830;785;5288;2457;3391;5086;5457;2968;1012;3104;261;808;1329;679;6112;2885;2575;4029;142;5095;104;2403;7029;554;3602;1148;6030;3886;618;2937;2127;4311;2137;2387;6639;6570;682;2036;1925;4424;1165;2960;1421;2224;7140,daytime:afternoon,95;25,3620;24,136;23,232;22,184;21,974;20,2894;19,742;18,54;17,2372;16,386;15,1196;14,1335;13,60;12,1645;11,1131;10,6141;9,2650;8,456;7,406;6,4903;5,86;4,250;3,3770;2,2168;1
88,4817;1401;6236;3672;629;3722;1961;2788;4341;2636;1346;1831;1426;7088;5139;5712;5779;5163;1013;4581;959;4670;353;4725,daytime:morning,3620;25,3975;24,1935;23,1225;22,5387;21,4854;20,5733;19,2938;18,1831;17,6444;16,6143;15,2836;14,2401;13,4465;12,3806;11,2859;10,2894;9,136;8,447;7,3413;6,3953;5,1004;4,545;3,386;2,629;1
88,975;4098;1990;3797;2726;280;5231;2970;1672;458;1165;2713;4693;6079;2013;5748;955,daytime:night,604;25,3620;24,3975;23,1935;22,3445;21,1225;20,4487;19,5387;18,4854;17,3892;16,5733;15,1831;14,1221;13,6444;12,6143;11,2836;10,2401;9,4465;8,3806;7,2859;6,2894;5,136;4,447;3,3413;2,3953;1
88,4169;58;1934;3302;1292;4765;911;4469;1161;4295;4802;4798;1645;6789;5387;2604;3707;5132;5270;97;1729;4734;6250;3208;2432;3779;2281;5859;1288;4911,daytime:afternoon,604;25,3620;24,3445;23,1225;22,4487;21,5387;20,4854;19,3892;18,5733;17,2938;16,1831;15,1221;14,6444;13,6143;12,2836;11,2401;10,4465;9,3806;8,2894;7,136;6,447;5,3413;4,3953;3,1004;2,4106;1
115,5153;2986;193;493;5240;5080;971;942;5537;1121;6337;676;5281;304;128;67;4427;6523;10;189,daytime:morning,270;25,54;24,95;23,1196;22,2063;21,1131;20,2372;19,267;18,344;17,178;16,657;15,1014;14,457;13,2031;12,69;11,742;10,214;9,974;8,168;7,430;6,2650;5,181;4,2385;3,6141;2,132;1
115,1205;5766;381;3596;3000;1005;5785;4888;1617;69;3914;4467,daytime:evening,270;25,54;24,95;23,1196;22,2063;21,1131;20,2372;19,267;18,344;17,178;16,657;15,1014;14,457;13,2031;12,69;11,742;10,214;9,974;8,168;7,430;6,2650;5,181;4,2385;3,1242;2,6141;1
115,1933;78;3735;6092;1753;1040;4492;3498;3826;1166;3580;797;713;3524;6233;5503;424;3570;2209;4915;1896;5441;5542;5366;1186;218;467;1937;3550;6607;7163;3788;3358;6201;2330;3101;1335;2374;179;2586;1498;1778;2143;3469;6041,daytime:night,270;25,1196;24,1131;23,2372;22,267;21,344;20,178;19,657;18,457;17,69;16,742;15,974;14,168;13,430;12,2650;11,181;10,1242;9,6141;8,284;7,184;6,1403;5,1151;4,1775;3,456;2,703;1
115,5362;4741;2996;6343;3810;3838;2221;1390;432;845;3285;6141;5486;1043;6012;3616;4273;520;794;5221;290,daytime:afternoon,270;25,54;24,95;23,1196;22,2063;21,1131;20,2372;19,344;18,178;17,657;16,1014;15,457;14,2031;13,69;12,742;11,214;10,168;9,430;8,2650;7,181;6,2385;5,1242;4,6141;3,284;2,132;1
87,8;518;915;6081;3922;1930;229,daytime:morning,769;25,353;24,3575;23,832;22,3900;21,993;20,3892;19,1750;18,3789;17,3861;16,2160;15,3069;14,1222;13,6259;12,5571;11,1365;10,2508;9,3645;8,2742;7,339;6,757;5,5577;4,3532;3,107;2,352;1
87,6612;2236;5223;6402;4840;691;3710;3551;811;6595;3533;5233;4442,daytime:evening,769;25,353;24,3575;23,832;22,3900;21,993;20,3892;19,1750;18,3789;17,3861;16,2160;15,1222;14,6259;13,604;12,5571;11,1365;10,2508;9,3645;8,2742;7,339;6,757;5,5577;4,3532;3,107;2,352;1
87,3627;1799;4383;5723;782;1145;371;1236;5481;107;5880;1749;6611;6505,daytime:night,769;25,353;24,3575;23,832;22,3900;21,3892;20,1750;19,3789;18,3861;17,2160;16,3069;15,1222;14,6259;13,604;12,5571;11,1365;10,2508;9,3645;8,2742;7,339;6,757;5,5577;4,3532;3,107;2,352;1
87,2499;552;6075,daytime:afternoon,769;25,353;24,3575;23,832;22,3900;21,993;20,3892;19,1750;18,3789;17,3861;16,2160;15,3069;14,1222;13,6259;12,604;11,1365;10,2508;9,3645;8,2742;7,757;6,5577;5,3532;4,107;3,352;2,1372;1
22,2213;1103;6350;666;406;1196;1949;266;687;1113;706;4780;1706;128;2458;4909;1215;1853;1636;110;1148;4152;988;1748;1454;4446;86;1417;366;1082;4097;3301;3702;6337;2444;5310;2135;1421;670;456;1666;1499;435;4240;6310,daytime:morning,270;25,54;24,95;23,1196;22,184;21,742;20,1014;19,60;18,267;17,232;16,406;15,456;14,2650;13,291;12,2063;11,214;10,189;9,178;8,1242;7,430;6,280;5,646;4,181;3,657;2,2558;1
22,2831;1157;655;4691;53;2375;1322;147;1109;1977;1641;5734;3943;2206;936;1285;1368;1175;931;496;4214;716;4795;1563;3653;432;1005;6043;427;5280;361;2457;1528;1708;6034;23;3935;4849;5709;889;4301;893;867;1721;5312;3;2976;6355;594;3329;6923;1542;2363;7;1424;280;3416;3385;1195;3309;978;4424;3837;5565;140,daytime:evening,2372;25,95;24,1196;23,184;22,742;21,6141;20,974;19,1014;18,60;17,267;16,232;15,406;14,456;13,291;12,2063;11,178;10,430;9,280;8,646;7,181;6,657;5,2558;4,3620;3,4048;2,132;1
22,574;6259;4888;223;4031;1612;4008;1985;1286;1506;1143;5129;1914;291;85;3993;1135;1980;1094;1112;1097;4437;2740;3025;2630;4425;3881;2275;727;250;5766;3780;2345;1064;3709;339;1439;148;593,daytime:night,270;25,2372;24,54;23,95;22,1196;21,184;20,6141;19,974;18,1014;17,60;16,267;15,232;14,406;13,456;12,2650;11,291;10,2063;9,214;8,189;7,178;6,1242;5,430;4,280;3,2558;2,3620;1
22,4116;4193;882;60;7078;4317;2634;424;3323;1713;3304;984;933;1726;357;5415;3239;3721;2486;1156;2641;2623;3816;4251;4137;705;5923;3909;3688;3573;1961;1233;442;1491;2511;1591;104;4002;4268;423;4866;63;1797;3503;2488;4311;1848;2487;226;4571;1349;725;1092;64,daytime:afternoon,270;25,2372;24,54;23,95;22,1196;21,742;20,6141;19,974;18,60;17,232;16,406;15,456;14,2650;13,291;12,2063;11,214;10,189;9,178;8,1242;7,430;6,280;5,646;4,181;3,657;2,3620;1
30,5725;3839;6329;1502;6841;6148;4138;5653;591;3002;1014;960;936;6267;5138;4724;3363;3367;3831;2335;4920;2671;2547;1054;2496;3952;3996;2117;6515;3254;83;1683;6036;1583;4047;2093;348;3992;237;4557;457;6094;574;1103;4243;1298;3480;4178;184;6167;2562;4853;4042;109;1823;2768;1164;2210;2589;5159;3885;5519;2426;1835;2879;1430;4121;4715;5008;4;4683;1789;2719;2187;4129;3725,daytime:morning,214;25,1231;24,54;23,2372;22,86;21,267;20,1365;19,974;18,270;17,6141;16,132;15,1166;14,430;13,2063;12,456;11,1196;10,519;9,69;8,457;7,335;6,3179;5,60;4,71;3,4048;2,2630;1
30,303;1434;56;1397;1939;4325;368;552;2634;3321;1109;1621;1316;1861;4474;2723;3455;563;3838;1188;3415;2303;1979;1969;1055;3780;1775;2253;5488;3149;1340;2022;4569;3776;3088;5609;4070;1962;3648;101;845;4942;7261;287;6271;3570;1235;3330;300;4638;1170;218;2911;6334;267;2940;2487;1925;2310;6391;393;284;3352;4473;5209;2429;290;68;2082,daytime:evening,95;25,214;24,1231;23,54;22,2372;21,86;20,267;19,1365;18,974;17,6141;16,132;15,1166;14,1883;13,430;12,2063;11,456;10,1196;9,69;8,457;7,335;6,3179;5,60;4,4048;3,2630;2,1097;1
30,3741;2834;3158;60;106;340;297;443;6452;6141;1607;72;4041;3765;1444;4095;176;6;5625;2063;3814;3596;1587;5692;3614;2781;2666;3931;3595;1018;1586;1777;7075;3221;3324;132;2693;2593;2213;4984;2051;1494;6198;4985;399;4031;6091;4002;6500;5313;4324;168;2278;343;6429;2607;439;2949;4862;3320;717;1959;1821,daytime:night,95;25,214;24,1231;23,2372;22,86;21,267;20,1365;19,974;18,270;17,6141;16,132;15,1883;14,430;13,2063;12,456;11,519;10,69;9,457;8,335;7,3179;6,60;5,71;4,4048;3,2630;2,1097;1
30,2835;1157;255;5429;3580;5126;4515;3323;1706;4008;2206;5391;2354;1633;6096;1790;3754;3901;3941;3659;2338;2090;4897;1528;3050;1378;5286;4734;5374;5968;2619;1359;6259;3505;2579;5870;985;4735;5282;320;4018;2700;3620;2596;6183;1454;4050;1364;493;3166;6475;1356;1622;1037;4819;4720;4665;5885;1764;1826;1749;3210;2103;401;6540;1336;1258,daytime:afternoon,95;25,214;24,54;23,2372;22,267;21,1365;20,270;19,6141;18,132;17,1166;16,1883;15,430;14,2063;13,1196;12,519;11,69;10,457;9,335;8,3179;7,60;6,71;5,4048;4,2630;3,1097;2,1684;1
221,4709;2869;4934;2245;1095;266;3516;51;505;4781;5473;1914;3754;3239;6095;512;1739;3364;3742;3033;7024;1181;2666;3673;371;1912;757;1984;3010;1398;5110;1298;679;5343;6915;1491;1006;893;4969;5951;4061;2524;1240;5095;6922;1116;1838;2296;2124;1926;6134;486;5412;4391;1797;222;4446;54;5130;253;7;5647;2844;1453;6281;6891;2268;6576;2430;175;5580,daytime:morning,2372;25,95;24,3353;23,1365;22,621;21,270;20,457;19,1231;18,214;17,1097;16,1883;15,54;14,60;13,14;12,7;11,942;10,1196;9,3179;8,1166;7,232;6,84;5,788;4,222;3,69;2,1749;1
221,386;2392;2834;56;6236;1654;1851;1322;2482;424;2811;5942;3943;72;128;3304;3748;5210;467;3040;4318;4920;6181;347;6628;3122;2516;6043;3897;737;3614;1960;3408;1788;1075;5940;2143;4305;3860;3077;6865;4045;2150;5925;62;1267;923;3953;2669;184;2047;3787;2836;1961;3137;1589;942;5334;5481;7050;1043;5382;4915;2291;5031;777;6505;1032;193;1676;4271;5939;1759;3309;1356;2477;1412;179;872;1803;798;1610;6359;3105;999;3223;10,daytime:evening,2372;25,95;24,974;23,3353;22,1365;21,86;20,621;19,270;18,1231;17,2630;16,214;15,1097;14,1883;13,54;12,60;11,14;10,7;9,942;8,1196;7,3179;6,1166;5,232;4,84;3,222;2,69;1
221,3180;2484;5655;6199;1836;1275;1513;4384;2308;4054;3118;5138;2151;1547;176;4826;4016;1188;830;4800;1317;4597;6357;5280;807;6252;1775;3790;6123;1455;4466;6513;6375;3909;471;5268;3355;506;3826;420;845;6112;1136;4221;2848;3266;4222;2490;6500;3893;426;2539;2471;5237;1076;2840;1364;1270;2879;3166;810;2387;5071;4784;4381;366;604;3799;2166;4683;393;603;264;3151;1092;1628;4340;2030,daytime:afternoon,2372;25,974;24,3353;23,1365;22,86;21,621;20,270;19,457;18,1231;17,2630;16,214;15,1097;14,54;13,60;12,14;11,7;10,942;9,1196;8,3179;7,1166;6,232;5,84;4,788;3,222;2,1749;1
167,3083;2986;4083;2927;6675;291;1950;988,daytime:morning,1131;25,54;24,7143;23,1102;22,95;21,974;20,386;19,184;18,657;17,703;16,2063;15,344;14,2031;13,399;12,2110;11,6134;10,905;9,284;8,1403;7,4467;6,6158;5,516;4,1196;3,5694;2,6801;1
167,1607;2640;2831;3103;2958;5572;1136;1231;5841;806;3595;5516,daytime:evening,1131;25,54;24,270;23,7143;22,1102;21,95;20,974;19,386;18,657;17,703;16,2063;15,457;14,344;13,2031;12,399;11,742;10,2110;9,6134;8,284;7,1403;6,2505;5,4467;4,6158;3,516;2,1196;1
167,1813;3239;2385;2031;5348;3183,daytime:night,1131;25,54;24,270;23,7143;22,1102;21,95;20,386;19,184;18,657;17,703;16,2063;15,457;14,344;13,2031;12,399;11,742;10,2110;9,6134;8,905;7,1403;6,2505;5,4467;4,6158;3,516;2,1196;1
167,3601;5958;1450;6033;1125;7121;83;5314;1421;4461;2867;3325;6177;510;5427,daytime:afternoon,1131;25,270;24,7143;23,1102;22,95;21,974;20,386;19,184;18,703;17,2063;16,457;15,344;14,2031;13,399;12,742;11,2110;10,6134;9,905;8,284;7,1403;6,2505;5,4467;4,6158;3,5694;2,6801;1
218,865;981;4791;270;25;1260,daytime:morning,7143;25,184;24,1645;23,291;22,386;21,1131;20,6675;19,849;18,742;17,1450;16,938;15,284;14,606;13,641;12,785;11,2168;10,663;9,2946;8,270;7,1184;6,6141;5,923;4,1250;3,271;2,6280;1
218,141;180;657;996;4160;897,daytime:evening,7143;25,184;24,3980;23,1645;22,291;21,1131;20,6675;19,742;18,1450;17,938;16,284;15,1805;14,6635;13,974;12,606;11,641;10,785;9,2168;8,663;7,6158;6,2946;5,270;4,1184;3,6141;2,923;1
218,2107;6309;5078;1727;395,daytime:night,7143;25,184;24,3980;23,1645;22,291;21,386;20,1131;19,6675;18,849;17,742;16,1450;15,938;14,284;13,1805;12,6635;11,974;10,606;9,641;8,785;7,663;6,6158;5,2946;4,270;3,1184;2,6141;1
218,698;409;450;3189;4675;4164,daytime:afternoon,7143;25,184;24,3980;23,1645;22,291;21,386;20,1131;19,6675;18,849;17,742;16,284;15,1805;14,6635;13,974;12,785;11,2168;10,663;9,6158;8,2946;7,270;6,1184;5,6141;4,923;3,1250;2,271;1
131,3053;1390;3890;2338;2181;2603;2586;377;2410;4659;756;5210;5064;2589;457,daytime:morning,270;25,2372;24,95;23,54;22,1196;21,214;20,267;19,1775;18,974;17,1365;16,69;15,2063;14,178;13,742;12,181;11,1131;10,86;9,60;8,4048;7,457;6,4404;5,456;4,2650;3,3353;2,621;1
131,6092;1703;2330;1550;6340;2708;4951;470;118;6522;3910;1043;166;5635;272;834;2214,daytime:evening,270;25,2372;24,95;23,54;22,1196;21,214;20,1775;19,974;18,1365;17,69;16,2063;15,1097;14,178;13,742;12,1131;11,86;10,4048;9,457;8,4404;7,456;6,2650;5,3353;4,621;3,2630;2,6141;1
131,703;3008;1126;4687;972;2935;2497;6838;6865;1568;5138;3439;681;1454;5120,daytime:night,270;25,2372;24,95;23,1196;22,267;21,1775;20,974;19,1365;18,69;17,2063;16,1097;15,178;14,742;13,181;12,1131;11,86;10,60;9,4048;8,457;7,4404;6,456;5,2650;4,3353;3,621;2,2630;1
131,3358;1739;86;3346;3408;1641;3556;1634;4674;3104;290;3695;1539;5143,daytime:afternoon,270;25,2372;24,95;23,54;22,1196;21,214;20,267;19,1775;18,1365;17,69;16,2063;15,1097;14,178;13,742;12,181;11,1131;10,86;9,60;8,4048;7,457;6,4404;5,456;4,3353;3,621;2,2630;1
133,4137;2252;4206;2974;5753;4867;4114;4615;2013;4600;848;3118;29;1439;3223,daytime:morning,604;25,3620;24,2151;23,3892;22,386;21,2894;20,3770;19,1645;18,6545;17,3975;16,2880;15,3900;14,353;13,224;12,1831;11,2817;10,2160;9,3953;8,339;7,632;6,6259;5,281;4,1225;3,2859;2,112;1
133,1856;4537;1783;2345;621;2221;4413;1863;5024;6481;428,daytime:evening,604;25,3620;24,2151;23,3892;22,386;21,2894;20,3069;19,3770;18,1645;17,6545;16,3975;15,2880;14,3900;13,353;12,224;11,1831;10,2817;9,2160;8,3953;7,339;6,632;5,6259;4,281;3,1225;2,112;1
133,1840;5498;207;4300;4616;3883;2317,daytime:night,3620;25,2151;24,3892;23,386;22,2894;21,3069;20,3770;19,1645;18,6545;17,3975;16,2880;15,3900;14,353;13,224;12,1831;11,2817;10,2160;9,3953;8,339;7,632;6,6259;5,281;4,1225;3,2859;2,112;1
133,4092;5882;1076;2619;63;5471,daytime:afternoon,604;25,3620;24,2151;23,3892;22,386;21,2894;20,3069;19,1645;18,6545;17,3975;16,2880;15,3900;14,353;13,224;12,1831;11,2817;10,2160;9,339;8,632;7,6259;6,281;5,1225;4,2859;3,112;2,7023;1
231,3932;2529;400;6805;934;2879;4206;1359;5504;5399;4013;3565;2437;6229;3979;1621;269;346;2072,daytime:morning,3975;25,3620;24,232;23,250;22,545;21,14;20,353;19,3521;18,3900;17,3069;16,1276;15,60;14,942;13,1883;12,3317;11,269;10,5683;9,1335;8,2894;7,3701;6,189;5,63;4,3579;3,4051;2,6639;1
231,5615;6003;6857;6849;6606;1939;3018;6043;6803;1392;4967;1588;3060;5373;151;3717;1109;5079;5885;1380;7026;2789,daytime:night,3975;25,3620;24,232;23,250;22,604;21,545;20,14;19,353;18,3521;17,3900;16,3069;15,1276;14,60;13,942;12,1883;11,3317;10,269;9,5683;8,1335;7,2894;6,3701;5,189;4,63;3,3579;2,4051;1
231,288;84;6800;4808;5576;608;3770;3501;1165;5481;4727;6400;4564;1837;811;1666;5821;5663;2463;6714;1490;6579,daytime:afternoon,3975;25,3620;24,250;23,604;22,545;21,14;20,3521;19,3900;18,3069;17,1276;16,942;15,1883;14,3317;13,269;12,5683;11,1335;10,2894;9,3701;8,63;7,3579;6,4051;5,6639;4,136;3,2940;2,1701;1
148,2412;1136;6708;3516;3179;6271;4778;3910;4201;5832;936;2993;1135;4826;4297;2784;4019;1474;4437;2418;1483;2216;2420;3338;2057;6080;4740;1395;2431;603;1064;1666;3776,daytime:morning,136;25,3353;24,86;23,3620;22,84;21,232;20,942;19,2836;18,2477;17,1936;16,63;15,1335;14,5730;13,1166;12,257;11,456;10,60;9,2894;8,1550;7,1883;6,4048;5,95;4,7;3,788;2,545;1
148,4912;4153;1030;6418;911;1316;6825;4716;3118;3876;575;584;580;4920;859;3596;1005;6262;1018;1708;2366;688;6348;24;2745;6313;2019;1990;951;2848;850;5978;1854;5730;5283;5899;5821;4517;2700;5227;2124;2845;5756;3525;6364;3385;4788;1195;5665;2906;4940;76,daytime:evening,136;25,3353;24,86;23,3620;22,84;21,232;20,2836;19,2477;18,63;17,1335;16,5730;15,1166;14,257;13,456;12,60;11,2894;10,1550;9,1883;8,4048;7,95;6,7;5,788;4,545;3,3774;2,2859;1
148,2475;5683;1011;4852;867;3521;310;2010;2918;311;2209;6194;218;2395;5355;1597;1310;6894;1982;6591;1657;2450;2183;250;1567;5380;5693;746;6248;1219;141;164,daytime:night,136;25,3353;24,86;23,3620;22,84;21,232;20,942;19,2836;18,2477;17,1936;16,1335;15,5730;14,1166;13,257;12,456;11,60;10,2894;9,1550;8,1883;7,4048;6,95;5,7;4,788;3,545;2,3774;1
245,6029;2091,daytime:morning,6029;25,386;24,5567;23,6679;22,665;21,6131;20,2110;19,1244;18,3971;17,166;16,363;15,1363;14,750;13,54;12,453;11,2792;10,4404;9,291;8,5364;7,5531;6,4320;5,3444;4,4796;3,3579;2,6158;1
245,406;621,daytime:evening,6029;25,386;24,553;23,5567;22,665;21,480;20,3366;19,6131;18,2110;17,1244;16,3971;15,166;14,363;13,1363;12,750;11,453;10,2792;9,4404;8,291;7,5496;6,5364;5,5531;4,3444;3,4796;2,3579;1
245,750;4671;89,daytime:afternoon,6029;25,553;24,5567;23,6679;22,480;21,3366;20,6131;19,2110;18,1244;17,3971;16,166;15,363;14,1363;13,750;12,54;11,453;10,2792;9,4404;8,291;7,5496;6,5531;5,4320;4,3444;3,4796;2,3579;1
233,4763;1734;1550;6159;4029;4660;1641;4620;6899;3304;421;2124;29;868;584;4808;6789;4706;1173;3593;1847;3187;1528;4513;2501;2713;5338;3899;5779;1515;6637;5300;6513;3773,daytime:morning,604;25,3975;24,3900;23,545;22,232;21,2894;20,339;19,3770;18,250;17,136;16,4100;15,14;14,1645;13,1710;12,2858;11,2940;10,2514;9,5338;8,3521;7,1276;6,95;5,1701;4,2859;3,60;2,3664;1
233,2156;6242;131;4893;2854;1011;4133;4386;7173;3337;5391;6859;1222;1726;1935;5117;1057;6895;1951;3874;2706;5197;226;439;660;2966;1276,daytime:evening,604;25,3975;24,3900;23,3620;22,353;21,545;20,3069;19,232;18,2894;17,1148;16,339;15,3770;14,250;13,136;12,4100;11,14;10,1645;9,1710;8,6259;7,2858;6,4110;5,3701;4,2514;3,5338;2,269;1
233,7054;4137;850;1473;1591;1463;5481;6193;2196;6714;3409;559;2425;3525;2858;2183;5765;3908;5101;250;240;4076;603;4640;4734;2180;456;2093,daytime:night,3975;25,3900;24,3620;23,353;22,545;21,3069;20,232;19,2894;18,1148;17,339;16,250;15,136;14,4100;13,14;12,1645;11,1710;10,6259;9,2858;8,2940;7,4110;6,3701;5,2514;4,5338;3,269;2,1276;1
233,4225;4444;3628;5321;5686;2817;1657;2543;6361;2688;1562;1156;3545;955;3332;5506;5523;5320,daytime:afternoon,604;25,3975;24,3620;23,353;22,3069;21,232;20,2894;19,1148;18,339;17,3770;16,250;15,136;14,4100;13,14;12,1645;11,1710;10,6259;9,2858;8,2940;7,4110;6,3701;5,2514;4,5338;3,269;2,3521;1
306,3925;125;545;1688;1194;3424;37;3191;762;1203;328;7130;1286;4646;1151;754;1021;563;2355;3527;5866;2476;2487;3799;2457;3607;3744;1923;1775;3062;1365;1499;2968;907;3104;2745;2182;1146,daytime:morning,1242;25,430;24,184;23,45;22,406;21,742;20,6801;19,740;18,214;17,95;16,1417;15,2031;14,54;13,132;12,960;11,60;10,2063;9,335;8,974;7,1166;6,71;5,2558;4,270;3,168;2,456;1
306,5303;7078;7033;56;133;1030;679;6797;2548;4110;1350;1591;3500;6382;2025;1726;2505;7115;222;4623;3078;3388;1315;1139;810;3857;1982;349;1927;343;20;3515;3342;6648;2364;1290;1673;3151;1701;3315;1472;2265;1092;974;905;6127;95;5118,daytime:evening,6141;25,1242;24,430;23,406;22,742;21,2372;20,6801;19,740;18,214;17,95;16,1196;15,1417;14,2031;13,54;12,1014;11,132;10,960;9,60;8,2063;7,335;6,974;5,646;4,519;3,1166;2,71;1
306,764;2245;5251;552;3521;2909;1024;127;6813;2205;2295;3965;1691;5886;2975;3765;1748;559;4607;3754;1763;2845;788;1976;6025;5123;614;2580;2036;1385;5305;75;5433;1212;603;5986;4484;2608;1959,daytime:night,6141;25,430;24,184;23,45;22,406;21,742;20,2372;19,740;18,214;17,95;16,1196;15,1417;14,2031;13,1014;12,132;11,60;10,2063;9,335;8,974;7,646;6,519;5,1166;4,71;3,457;2,267;1
