25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
157,100;5090;5483;4875;3670;2708;4819;4083;3121;2979;2433;4052;3150,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,4493;15,3555;14,6204;13,3064;12,6785;11,7067;10,6820;9,7199;8,5145;7,7209;6,3116;5,2493;4,6962;3,778;2,800;1
283,1601;3;6343;3071;6061;5928;4437;516;1844;1532;10,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,4493;15,6204;14,3555;13,7067;12,6785;11,7209;10,6820;9,3064;8,7199;7,3116;6,5145;5,2493;4,6843;3,903;2,800;1
59,6573;2808;903,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6820;11,3064;10,6785;9,778;8,7209;7,7199;6,800;5,1440;4,3116;3,5145;2,2493;1
102,4652;743;4518;5744;514;3001;3316;947;5297;2751;3737;906;963;143;3519;3633;529;2097;3220,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6820;11,6785;10,3064;9,7199;8,7209;7,5145;6,1440;5,778;4,800;3,3116;2,2493;1
102,3590;5173;5876;735;1594;2044;5857;762;3558;5680;1853;1687;1705;2597;4851;5141;2190;4203;2027;649;5493;323;509;3703;5172;2179;633;1631;3755;1544;1830;4296;686;2701,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6820;11,6785;10,3064;9,7199;8,7209;7,5145;6,1440;5,778;4,800;3,3116;2,2493;1
286,624;2105;981;5160;2063;1982;105;256;6909;2708,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,5145;8,7209;7,7199;6,778;5,3116;4,800;3,2493;2,6843;1
112,1440;3039;6596;1986;3294;5003;2873;2390;2413;6889;2283;318;346;373;190;1216,daytime:morning,6854;25,6992;24,7127;23,643;22,7157;21,2892;20,2886;19,5744;18,5145;17,7250;16,3064;15,7209;14,693;13,6204;12,3555;11,4493;10,5005;9,778;8,7067;7,6785;6,7297;5,6962;4,6820;3,6419;2,6942;1
124,3990;4091,daytime:morning,3568;25,4985;24,5891;23,7209;22,1770;21,6931;20,6466;19,6237;18,4088;17,949;16,6419;15,529;14,2834;13,1387;12,4257;11,5145;10,5147;9,4216;8,7022;7,3031;6,1882;5,1778;4,6959;3,809;2,610;1
84,2244;7046;760,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,4493;15,6204;14,3555;13,5145;12,3064;11,6785;10,7209;9,6820;8,3116;7,7199;6,7067;5,800;4,903;3,3211;2,2493;1
156,3445;1572;3424;1427;4942;1099;2241;3257;6257;1630;3138;4817;3415;2767;2418;6378;2781;2183;5793;97;2367;2023;4316;4737;3743;1231;4304;2946;4284;5143,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,2493;3,800;2,6843;1
36,1450;4666,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,3064;11,6785;10,6820;9,7209;8,7199;7,5145;6,3116;5,2493;4,800;3,778;2,6843;1
164,6599;2347;222;5671;3383;1529;679;1786;1960;2536;3338;5715;4957;3009;4751,daytime:afternoon,6854;25,6992;24,7127;23,643;22,7157;21,2886;20,2892;19,5744;18,693;17,7250;16,4493;15,7067;14,6204;13,3555;12,6785;11,6820;10,6843;9,5145;8,6962;7,3064;6,879;5,778;4,2493;3,7209;2,484;1
64,6229;5233;6204;2910,daytime:morning,6854;25,7127;24,6992;23,7157;22,643;21,5744;20,2892;19,2886;18,7250;17,5145;16,4493;15,6204;14,4786;13,693;12,3064;11,5005;10,6785;9,6941;8,6936;7,3555;6,3211;5,7279;4,99;3,1272;2,2945;1
177,5237;5658;626;5290;2635;3952;3150;5329,daytime:afternoon,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,3064;11,6820;10,6785;9,7209;8,5145;7,7199;6,3116;5,778;4,800;3,2493;2,6843;1
251,5403;493;5143;6937,daytime:night,6854;25,6992;24,7127;23,643;22,2886;21,7157;20,2892;19,693;18,7067;17,3555;16,6820;15,3064;14,879;13,3116;12,7250;11,800;10,1690;9,7209;8,6843;7,3093;6,3226;5,4493;4,6204;3,778;2,903;1
8,6799;1400;6744;6153;6469;1426;1248;67;1421;5858;6116;1418,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,7250;16,6204;15,3555;14,4493;13,3064;12,7209;11,5145;10,7067;9,6785;8,6820;7,778;6,7199;5,3116;4,800;3,3211;2,6962;1
207,1132;1958;4354;4812;5297;1160;4922;37;1561;1956;5172;4349;2309;5668;3895;1296;1509;1481;2518;3880;22;5535,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6820;11,6785;10,3064;9,7199;8,7209;7,1440;6,3116;5,800;4,2493;3,778;2,5145;1
118,5181;1585;535;4704;6364;1605;841;3397;2634;6622;2949;4295;103;5159;261;1822;4284,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,3064;12,7067;11,6785;10,6820;9,5145;8,7209;7,7199;6,3116;5,778;4,800;3,2493;2,6962;1
58,6822;5973,daytime:night,6854;25,6992;24,643;23,7127;22,7157;21,2892;20,2886;19,5744;18,693;17,6204;16,3555;15,5145;14,4493;13,6785;12,3211;11,7250;10,3064;9,7209;8,2493;7,3116;6,6941;5,903;4,800;3,6962;2,3697;1
219,3933;3538;4403;1174;713;1258;350,daytime:morning,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,6785;11,3064;10,6820;9,7209;8,5145;7,7199;6,778;5,3116;4,2493;3,800;2,6843;1
158,1933;5952;249;1006;6424;5590;732;1617;51;720;1539,daytime:afternoon,6854;25,6992;24,7127;23,643;22,7157;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,3555;14,6204;13,7067;12,6785;11,7209;10,3064;9,5145;8,6843;7,778;6,2493;5,6820;4,6962;3,800;2,879;1
46,5145;3865;1440;65;2462;3463,daytime:evening,6854;25,7127;24,6992;23,7157;22,643;21,2886;20,5744;19,2892;18,3064;17,7250;16,3555;15,693;14,6204;13,5145;12,7199;11,7209;10,5005;9,6820;8,6419;7,6962;6,7067;5,778;4,4493;3,5998;2,6942;1
134,3538;2867;6005;842,daytime:night,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7067;15,7250;14,3555;13,6204;12,6820;11,7209;10,6785;9,7199;8,6843;7,3064;6,778;5,2493;4,6962;3,1440;2,879;1
31,257;3258;840;2832,daytime:afternoon,7127;25,6854;24,6992;23,5744;22,2886;21,643;20,7157;19,7250;18,693;17,4493;16,99;15,4786;14,2892;13,5145;12,6876;11,5005;10,1230;9,7297;8,6962;7,1291;6,6204;5,1689;4,7279;3,484;2,7268;1
195,6419;2950,daytime:afternoon,7127;25,6854;24,2886;23,6992;22,7157;21,643;20,5744;19,2892;18,7199;17,7250;16,693;15,3116;14,7262;13,7249;12,3211;11,6936;10,484;9,6204;8,6962;7,7297;6,4786;5,3555;4,6820;3,3538;2,6413;1
187,2895;4784;5316;2786,daytime:evening,6854;25,6992;24,7127;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,6204;14,3555;13,7067;12,3064;11,6785;10,6820;9,7209;8,5145;7,7199;6,800;5,3116;4,778;3,2493;2,3211;1
205,903;3871;95;6129,daytime:morning,6854;25,7127;24,6992;23,7157;22,643;21,2886;20,2892;19,5744;18,693;17,4493;16,7250;15,5145;14,4786;13,800;12,6204;11,3555;10,6876;9,903;8,3211;7,3116;6,6820;5,1440;4,99;3,5998;2,7199;1
273,4889;3971;2091,daytime:afternoon,7127;25,7055;24,5738;23,1348;22,81;21,1523;20,1024;19,2365;18,7170;17,4177;16,2892;15,6427;14,3961;13,7298;12,2091;11,5262;10,884;9,2585;8,2987;7,2595;6,3424;5,430;4,6837;3,1671;2,3294;1
162,4833;5362;697;1653;353,daytime:night,6854;25,778;24,7067;23,6705;22,2690;21,6717;20,2786;19,6713;18,693;17,484;16,1890;15,6431;14,6201;13,2251;12,6479;11,6628;10,2137;9,5321;8,6522;7,4496;6,7209;5,3743;4,6992;3,2361;2,2273;1
63,3538,daytime:evening,6854;25,7157;24,2886;23,7199;22,6992;21,7127;20,4030;19,6204;18,1058;17,329;16,795;15,5494;14,1516;13,2404;12,5099;11,6413;10,3662;9,3043;8,6807;7,4700;6,6488;5,3757;4,2019;3,6941;2,1191;1
122,664;1477,daytime:afternoon,6508;25,6188;24,6910;23,2627;22,4056;21,3207;20,1434;19,2308;18,535;17,1021;16,2941;15,1392;14,3778;13,5920;12,1272;11,4872;10,7277;9,2045;8,664;7,1888;6,7285;5,6581;4,6895;3,446;2,5101;1
