id,nprs_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
833,3880fc0cc654174931e37b235e5ac1c0,0.188,0.745,0.656,0.0034,10.0,0.0941,0.8402,0.0405,0.4787,0.849
834,97ca4db2d86a6f24d7a33ffd588c3a3c,0.0,0.591,0.924,0.499,5.0,0.104,0.8416,0.0369,0.6273,0.152
835,88ecc1b7ca663da5ce89400f8968dcb4,0.0001,0.765,0.616,0.797,10.0,0.0888,0.7248,0.0443,0.5496,0.239
836,65aa79f4354ebc004a5d72168d52f7b2,0.346,0.805,0.575,0.0,1.0,0.109,0.703,0.0304,0.56,0.976
837,28fa30252594b479699daa7e42d0fbd1,0.141,0.638,0.521,0.567,2.0,0.0825,0.7399,0.045,0.7567,0.277
838,1a2593e1a0907119966b2840475bc720,0.833,0.432,0.554,0.0032,2.0,0.0735,0.7717,0.0319,0.6129,0.389
839,679139f6e8e63028ac5342162e42aea8,0.0002,0.478,0.965,0.0025,10.0,0.0854,0.8745,0.0642,0.5689,0.347
840,7f08b68cb2587907c4ab3495a68dfae8,0.299,0.566,0.524,0.863,2.0,0.111,0.6442,0.0363,0.5816,0.325
841,2664273d02226d9b54d28e8b4efd880c,0.0103,0.648,0.722,0.0,0.0,0.24,0.8797,0.0427,0.6044,0.389
842,a71e58bf74d0d6820e9f165b9b9ccc0e,0.0101,0.819,0.658,0.0,7.0,0.0816,0.7896,0.319,0.5459,0.524
843,9e893bde69e7deb85005e4393e7a3106,0.0204,0.449,0.639,0.0,6.0,0.183,0.8812,0.036,0.7078,0.361
844,e24deb4963769d25e2c03ad9bf58a028,0.676,0.462,0.392,0.0886,6.0,0.0743,0.8219,0.0563,0.5874,0.368
845,8e04079bcf9a2ff821ea3347fe52ea0c,0.202,0.759,0.699,0.0001,0.0,0.443,0.8564,0.0307,0.4225,0.901
846,a664137248f7ae02c8cac715a31cdbeb,0.512,0.584,0.7,0.0,6.0,0.13,0.8937,0.0506,0.7452,0.532
847,e475933958c1859d85bf464be6efada1,0.1,0.554,0.757,0.0,0.0,0.116,0.8671,0.0252,0.4545,0.571
848,197ada0a99c5cff8f2c4f9657c506a09,0.0005,0.434,0.83,0.0,0.0,0.0925,0.8411,0.066,0.6725,0.156
849,bfce1183eda657729c693131190f0391,0.0543,0.625,0.576,0.0,11.0,0.187,0.8577,0.175,0.8139,0.223
850,169942cd6383cbb865d8065814e8d61e,0.0009,0.513,0.877,0.0002,8.0,0.136,0.9061,0.0292,0.6633,0.405
851,8dbf52cdf6ddcd4ec81ced3560ca3e9c,0.683,0.575,0.318,0.0002,0.0,0.0934,0.5818,0.109,0.4751,0.4
852,188a2bcea24d5d4ad31f739a6c5fafb5,0.0073,0.432,0.868,0.0,6.0,0.233,0.9498,0.0882,0.7097,0.579
853,900eca45ce1500028b330538d7427456,0.0667,0.756,0.639,0.0,5.0,0.0473,0.8257,0.101,0.6514,0.859
854,93f6fc31e4d56ade183805e4eefabc15,0.229,0.453,0.72,0.0,10.0,0.0886,0.8303,0.0252,0.3954,0.578
855,f9c68e6c73a20eab7a3c3f0965ef0763,0.0703,0.565,0.547,0.861,11.0,0.114,0.7223,0.0302,0.6043,0.296
856,e30f7b0ef38173f53c956aff8172fd12,0.0431,0.775,0.645,0.0,2.0,0.106,0.8832,0.0257,0.4233,0.523
857,437ea487ed5dc1e4e0657ac3fcc910bf,0.534,0.544,0.339,0.0039,1.0,0.0901,0.7981,0.0275,0.5779,0.14
858,346b55a7b09ffce4cfda9bde4f2f952d,0.0054,0.439,0.875,0.0,0.0,0.179,0.896,0.0299,0.682,0.524
859,4f04480756771136cf186d53923298ba,0.229,0.705,0.806,0.0,0.0,0.0676,0.8793,0.0814,0.5361,0.753
860,88f1dac84f258c017ea66146614ef2d6,0.235,0.777,0.7,0.0,1.0,0.836,0.7239,0.0869,0.5588,0.789
861,0e64c11b9a77e93f343f9c1c0cdbcf54,0.131,0.312,0.418,0.0007,7.0,0.0836,0.7713,0.0296,0.5945,0.229
862,6146a8dfdc07f8b55a80dd712e1e463e,0.0122,0.363,0.906,0.0,1.0,0.172,0.8896,0.0615,0.8271,0.386
863,2eb3c478352cfe66b119d0569bb3854f,0.336,0.46,0.736,0.0,6.0,0.203,0.8493,0.273,0.3839,0.391
864,30ce57166a6b0c4b73b43e975c93eb3e,0.0001,0.319,0.977,0.216,6.0,0.138,0.864,0.122,0.5079,0.257
865,9ca0df81dd4172bb883a632c3344e9cb,0.0632,0.861,0.698,0.0,10.0,0.569,0.8448,0.327,0.659,0.579
866,c113638cbff06ba0e5f717de3760be67,0.483,0.641,0.333,0.0018,5.0,0.14,0.7324,0.0298,0.3683,0.104
867,cf2363f3d0c5eea12f3f6fb3833b0f07,0.0249,0.774,0.838,0.025,5.0,0.242,0.9022,0.114,0.6502,0.931
868,fcfa1279c42a9ab5a6cc25e662e8690a,0.135,0.565,0.758,0.329,1.0,0.0592,0.7417,0.0396,0.7869,0.906
869,d21969351ed335eafef74901620401eb,0.403,0.628,0.834,0.0,6.0,0.051,0.8415,0.0497,0.4448,0.6
870,0fa26595340c9ac1e5281310764f092c,0.243,0.638,0.84,0.0,9.0,0.113,0.8794,0.0302,0.636,0.896
871,74dc94ea76c4b982149cd965fc5c4a4a,0.0014,0.457,0.823,0.0,9.0,0.108,0.881,0.311,0.8737,0.576
872,e0cc8b3ff85081bb893f23441e098c96,0.282,0.673,0.822,0.0,0.0,0.126,0.833,0.0415,0.4421,0.9
873,ca30fef36525eaa96d17f83e07aa26ca,0.866,0.433,0.18,0.0005,0.0,0.0909,0.6099,0.0316,0.4816,0.308
874,e92e149d29dae6e3dda5f70b11252122,0.978,0.375,0.14,0.0,9.0,0.0984,0.5053,0.0324,0.3454,0.0969
875,bfd734a888ea66ec4f53b8316887635a,0.0795,0.64,0.6,0.0,11.0,0.106,0.7867,0.0318,0.3862,0.617
876,6f3c17d89ba7bb6dd1d2516229183d7c,0.159,0.775,0.38,0.0018,1.0,0.135,0.7613,0.0405,0.5511,0.892
877,81d8b670bee2ee9fadb6ca8568c25e37,0.911,0.421,0.228,0.0,0.0,0.578,0.5984,0.0305,0.6565,0.494
878,9733d8942df36b7841c91ea9cd13e6c2,0.0208,0.659,0.714,0.0,5.0,0.33,0.8729,0.0235,0.4636,0.715
879,070e0b7cdbb13b2e0f398356647bcf8d,0.97,0.567,0.175,0.917,7.0,0.0903,0.5457,0.0338,0.2643,0.158
880,ddba09c040362b46e517b9143eaabf98,0.001,0.398,0.991,0.0257,9.0,0.628,0.8837,0.104,0.5384,0.275
881,125768f8e8a38d6e9619e317f649fbba,0.007,0.623,0.836,0.0,7.0,0.0687,0.8818,0.0595,0.4415,0.633
882,43843099191d6bab16e807482f6eabeb,0.448,0.599,0.785,0.0034,3.0,0.151,0.8997,0.0309,0.6366,0.534
883,69aa068e0505cb40a113a41da98b765e,0.0388,0.55,0.512,0.262,0.0,0.109,0.7968,0.0239,0.45,0.15
884,d18991ac980bfb3d88d87cb0c9847d5a,0.0214,0.481,0.94,0.0,10.0,0.0819,0.9218,0.0344,0.6726,0.864
885,ca75af953efda92c8331063f2457c5f6,0.101,0.486,0.45,0.0,7.0,0.153,0.8808,0.0296,0.582,0.311
886,66ff16db7693b9247327740519830be3,0.143,0.676,0.723,0.929,0.0,0.118,0.743,0.0282,0.4729,0.745
887,9e9be96050425a8440c82f6b3f31011e,0.171,0.534,0.572,0.0,1.0,0.352,0.8149,0.0296,0.4464,0.13
888,30080ea8d44eb879304ca3ddb6192cac,0.0412,0.511,0.818,0.0,2.0,0.0538,0.9103,0.0304,0.4364,0.324
889,654752fc157e7e97e19d1607692aaf5e,0.137,0.43,0.53,0.0,5.0,0.193,0.8383,0.0256,0.3748,0.168
890,c045e80b52433b01148a83cc888b55e3,0.171,0.635,0.434,0.0,6.0,0.106,0.8003,0.0298,0.6363,0.181
891,fc9356f5bf67191674a4c556080f1871,0.0779,0.437,0.717,0.0027,0.0,0.108,0.8799,0.039,0.8095,0.552
892,887b5331eb78df2b23c29c17d3526913,0.145,0.475,0.693,0.0,11.0,0.403,0.8563,0.0787,0.3524,0.513
893,f49f3f8afab8cc215df17cc9ab6cdcbc,0.0015,0.738,0.852,0.0895,7.0,0.178,0.8467,0.0766,0.5443,0.841
894,9ca946aea44a273b81afd78631b8470a,0.0746,0.614,0.927,0.0002,0.0,0.926,0.6727,0.0803,0.676,0.497
895,d9dca8db44cf3ceebdf4dabd82e9781c,0.0001,0.536,0.852,0.0,5.0,0.338,0.8894,0.0349,0.4958,0.6
896,f0324e8e30124fba751dc1f2995d9b6c,0.758,0.535,0.273,0.0168,3.0,0.109,0.7008,0.0331,0.5476,0.166
897,fbeafdb41ca9b7cffa998536fbdf7514,0.0941,0.761,0.821,0.0,6.0,0.0594,0.9398,0.0695,0.4458,0.521
898,5dac5e78d90fd17104df51def442efc0,0.0015,0.572,0.912,0.0,7.0,0.102,0.8781,0.0707,0.7094,0.612
899,4bfefa100c2e4f2c66efec8a8eab0936,0.24,0.379,0.706,0.0,9.0,0.321,0.8349,0.115,0.407,0.419
900,90305fe5ea4461f6bef38239aecc19f4,0.26,0.561,0.543,0.0,1.0,0.124,0.7876,0.0324,0.6355,0.249
901,441e71fbd420bf80ff6292a0e3d95334,0.0538,0.442,0.846,0.0,4.0,0.282,0.8697,0.0764,0.5829,0.634
902,51028c33e817c042f979eabf3e5be141,0.08,0.571,0.714,0.0,11.0,0.478,0.8749,0.0303,0.5589,0.717
903,9fa6a4e6dbf65bdc34c746a3cb684bc7,0.25,0.677,0.429,0.178,7.0,0.17,0.708,0.0262,0.471,0.243
904,06213ddcd6fde12cb3c7f3250013dba8,0.0108,0.456,0.938,0.0007,5.0,0.305,0.9106,0.133,0.7279,0.811
905,f4dd2195c70a2253d2747393f1a358f4,0.932,0.612,0.28,0.0,0.0,0.088,0.7838,0.0434,0.3309,0.4
906,541bb386123938e250fa85e8606d9f4b,0.511,0.576,0.849,0.0,9.0,0.109,0.9236,0.0386,0.6272,0.662
907,0ea8824328202a2424b4cc012d282b16,0.0403,0.743,0.764,0.0,7.0,0.448,0.8862,0.0259,0.5001,0.919
908,11dbea8256e79e4dcd2e759979b0f746,0.0038,0.696,0.546,0.0,5.0,0.332,0.8363,0.0414,0.5909,0.79
909,f76f864b30ee2a018ff292ce5f62edb7,0.11,0.654,0.892,0.0,2.0,0.347,0.9227,0.323,0.4548,0.4
910,506f9c90a7275a01b960ed8a5d9872bf,0.23,0.681,0.543,0.0012,2.0,0.0964,0.6895,0.0391,0.6859,0.756
911,d19b8bc5186fa8cf6c733d348286c6d0,0.0635,0.392,0.887,0.0011,1.0,0.142,0.8919,0.037,0.4623,0.36
912,1b54ce061f126cd4d9f9f7fff1b83bdb,0.0884,0.589,0.715,0.001,0.0,0.0559,0.8482,0.0401,0.55,0.811
913,90b75d8bd898b14ad81ce8a72fbfc5bd,0.084,0.441,0.745,0.0,2.0,0.136,0.7844,0.0741,0.4781,0.353
914,6b5cc0c87dc9d228197dc212abd4a68f,0.364,0.64,0.574,0.925,8.0,0.109,0.7439,0.034,0.4091,0.643
915,23271e2f8eeab9384396c841057fd6c9,0.0001,0.462,0.996,0.0038,11.0,0.139,0.9257,0.231,0.5549,0.141
916,0e343a94519c164b4fefa8f34bc792a2,0.55,0.559,0.464,0.0,6.0,0.107,0.7578,0.0272,0.4471,0.342
917,024685c61e3b250d65520042986af669,0.0856,0.72,0.734,0.0,6.0,0.303,0.8871,0.0316,0.5273,0.369
918,782aa0cde5f942e86b46ca23ab57ddcd,0.0303,0.716,0.747,0.0,6.0,0.144,0.8553,0.0272,0.5458,0.555
919,c2da30eb3450e8a3e5bfa16e8fa527da,0.684,0.583,0.532,0.0,10.0,0.306,0.8223,0.0309,0.5988,0.219
920,b93fd20718e51c55e0f787243edf4dee,0.0056,0.623,0.68,0.0004,2.0,0.148,0.6686,0.0282,0.5896,0.728
921,3fe256890a9ffcc59fd5abad39ba1542,0.0089,0.424,0.915,0.0001,5.0,0.894,0.8254,0.0912,0.5896,0.558
922,2baf0db938769695bef12d0a80b9f546,0.694,0.507,0.647,0.0,2.0,0.408,0.8325,0.0566,0.5554,0.682
923,721b1454fd6703249921f1723c713d06,0.0057,0.74,0.478,0.353,7.0,0.0795,0.6266,0.0474,0.5575,0.872
924,9e4c68d690ef1e98ff3d96ec7c8cccd6,0.143,0.659,0.696,0.0,3.0,0.13,0.8927,0.071,0.3909,0.655
925,9817e7ba1659203b02ba597cd8ff4413,0.0968,0.66,0.888,0.0261,8.0,0.242,0.8797,0.0823,0.5577,0.235
926,ffe7f5df1b23e138ab42aae062679926,0.126,0.732,0.558,0.0001,1.0,0.257,0.837,0.0295,0.4226,0.439
927,efa3954bebc3093271b7712d1348663d,0.0322,0.302,0.794,0.876,7.0,0.327,0.7523,0.0419,0.7234,0.771
928,4182ff35531ed8267b90055bb8c9b3f6,0.705,0.564,0.378,0.0007,9.0,0.0723,0.6383,0.168,0.8969,0.697
929,5a1c43117bb30619dde7efffaa06d5bb,0.0001,0.37,0.937,0.0082,1.0,0.0904,0.9015,0.0356,0.4241,0.882
930,cc14ff317b22d9a0b2daa1b19578e5ea,0.174,0.653,0.698,0.0072,2.0,0.0711,0.7863,0.028,0.441,0.754
931,67b7db18bdeff99f7c35de68215792bd,0.594,0.688,0.477,0.0,9.0,0.115,0.833,0.036,0.5812,0.26
932,8ee0fa9d0a8800ae3269aa6825aa9b94,0.84,0.291,0.213,0.0,4.0,0.104,0.6832,0.0387,0.6075,0.104
933,6be564fc9c82bf26e3f681b8af5fa90c,0.228,0.558,0.522,0.0,2.0,0.104,0.8536,0.036,0.3817,0.249
934,80e3751d293fb8610d0108c0a55dbed1,0.154,0.642,0.641,0.0,2.0,0.0475,0.6889,0.049,0.5469,0.835
935,eff8e33693578f00fddf98eeafe79645,0.0009,0.577,0.676,0.0,8.0,0.0625,0.7017,0.0295,0.4363,0.665
936,6af6fbe7dd4e1b4b2af00e1b77e6d95c,0.046,0.747,0.904,0.106,9.0,0.203,0.9344,0.0803,0.5403,0.844
937,01a19f35e101fac1b69dc0d7446ca415,0.0019,0.561,0.936,0.0,5.0,0.102,0.8648,0.0613,0.4684,0.589
938,bd57cd15f250a36dff89e427493bfa3f,0.0347,0.491,0.512,0.0,7.0,0.135,0.8181,0.123,0.4459,0.582
939,7e090318a40255a83d3acd89ab37e860,0.617,0.677,0.293,0.0,3.0,0.111,0.6312,0.0414,0.4545,0.304
940,eeb662369f5d7300d8ee6a3012082034,0.214,0.588,0.379,0.0005,10.0,0.0635,0.6156,0.0331,0.6017,0.352
941,ef631044a680bd5ea565c0a422824f2b,0.687,0.523,0.526,0.868,9.0,0.0908,0.8097,0.0278,0.3723,0.605
942,91ad41b5eb43cdc6dab27c1575d76d75,0.0216,0.542,0.911,0.0022,2.0,0.33,0.8264,0.0497,0.6196,0.461
943,3ca5330a844e7c399f483f8c145724b5,0.0446,0.476,0.991,0.0057,10.0,0.128,0.9136,0.052,0.5047,0.455
944,4f96ee8b526f5df9a0904aa8a6a52692,0.0505,0.504,0.831,0.0,8.0,0.264,0.9171,0.064,0.682,0.375
945,1ad740e95cb23cdf4089681afcce2fa9,0.457,0.649,0.531,0.0,4.0,0.249,0.7916,0.0363,0.3588,0.498
946,03da207c617f697b00abd25b02b0c3aa,0.773,0.564,0.441,0.0,4.0,0.351,0.7524,0.0437,0.5235,0.472
947,42c0a260a1eb222da270688abcb9200e,0.01,0.561,0.827,0.0025,7.0,0.322,0.8948,0.0307,0.4817,0.761
948,1fa0223ffaefe45d5ceab3effb666abd,0.183,0.558,0.286,0.0,7.0,0.156,0.6083,0.0276,0.6167,0.441
949,9fb11ed5868ba237bfd30aaf1e573f7a,0.564,0.565,0.659,0.0012,7.0,0.429,0.8033,0.033,0.514,0.607
950,47bf41e238b682ab2500a728d4cb84df,0.0182,0.723,0.884,0.0,7.0,0.358,0.8815,0.139,0.4547,0.742
951,670bdbbde1cf33c468ba76bd9a878e04,0.0212,0.43,0.738,0.0016,10.0,0.33,0.8231,0.0375,0.6272,0.112
952,5a11401558b65bc2dd7b046ba2b1761a,0.463,0.61,0.69,0.0409,11.0,0.0842,0.8211,0.0378,0.5365,0.451
953,06b25cee1d3f016c7d7161d46db86b27,0.176,0.646,0.42,0.0,5.0,0.14,0.7525,0.0258,0.4362,0.35
954,10c43f0742b0eab57bdae9c8ed440e9a,0.0185,0.659,0.867,0.0003,4.0,0.205,0.8449,0.0291,0.6429,0.972
955,7bf749dac628f16444e2396d326a3a71,0.0575,0.445,0.59,0.0,9.0,0.0832,0.8313,0.0258,0.7819,0.327
956,c97bf54b1f67ef92392a3c42603aeb1e,0.417,0.346,0.552,0.0,0.0,0.114,0.8284,0.0282,0.3449,0.078
957,7ed19653d01618b3bb0d1af393f91493,0.0001,0.206,0.81,0.0644,9.0,0.0855,0.8377,0.0423,0.7434,0.147
958,d575aafe461d1db6f21c00d8021dae54,0.0496,0.503,0.588,0.0931,9.0,0.0706,0.7358,0.0449,0.2832,0.36
959,7363db6b7c2755899f087017b3f0c198,0.0751,0.634,0.801,0.0,9.0,0.139,0.845,0.0258,0.5165,0.646
960,395c630c640ef72604d7d1e72102e147,0.0627,0.717,0.817,0.0,5.0,0.0833,0.9146,0.0319,0.4227,0.654
961,80e20af1865f0b3e2be59bfd370e0d40,0.0131,0.63,0.791,0.0,2.0,0.232,0.8876,0.0279,0.468,0.5
962,989f8a7a3fb9b611d4d079a80907765c,0.635,0.578,0.307,0.0,10.0,0.258,0.6482,0.0378,0.3417,0.667
963,46ff96fbafeb6edf7f7a8171ba8ff99f,0.11,0.735,0.718,0.0,1.0,0.0595,0.8322,0.0263,0.5738,0.735
964,6e3313eba827f8899ab940c90665dfe2,0.217,0.687,0.695,0.0081,7.0,0.0569,0.7762,0.032,0.6052,0.877
965,e2a68bf4308d41e87af00faf81c68ac6,0.109,0.682,0.893,0.0,9.0,0.0692,0.9109,0.0578,0.5907,0.61
966,3e399388abf3998fde992ec5976e58a9,0.824,0.207,0.392,0.879,1.0,0.162,0.6868,0.0345,0.5454,0.0394
967,c319bd17905018a0b0ae030bed142abd,0.694,0.585,0.303,0.0,4.0,0.115,0.7486,0.0398,0.6214,0.144
968,d1f29c3607efb3b811596560bf6ca301,0.0188,0.487,0.771,0.0,11.0,0.336,0.8609,0.0814,0.3864,0.633
969,fe99ce4dda7c5de0ebbdb23188b8c6f6,0.0327,0.516,0.86,0.0001,7.0,0.162,0.8536,0.0319,0.6441,0.439
970,fa86f9842191d393278929629eda18e9,0.146,0.741,0.742,0.0,2.0,0.106,0.8044,0.0269,0.5316,0.896
971,cf959c48debc2b2bc95fd7ba9df27147,0.0031,0.657,0.804,0.0005,0.0,0.1,0.7864,0.0507,0.4908,0.714
972,c26b1ba6b56d5f8ef8cd2ac1814120e7,0.4,0.679,0.657,0.0,5.0,0.0497,0.7526,0.0255,0.4445,0.558
973,2efe5206195d8fa811698aca6f6779a0,0.197,0.573,0.929,0.0001,8.0,0.0567,0.9014,0.109,0.5815,0.584
974,5758909ef03fc3a2efaa57408ad43f22,0.286,0.652,0.757,0.0,1.0,0.0886,0.8295,0.153,0.7269,0.962
975,269a8de2f0f0013cf6efe2f98e6451c1,0.619,0.389,0.476,0.0001,9.0,0.255,0.7665,0.0316,0.6733,0.552
976,8653fd7fbd1c10c57930f09454ba1f44,0.0411,0.654,0.872,0.0,1.0,0.0808,0.9044,0.11,0.591,0.643
977,1caa920cd171fa6eb6d153071225e3e4,0.0628,0.463,0.802,0.0,1.0,0.487,0.9454,0.078,0.71,0.716
978,9a14a60cffd2372766b93c92787dafbb,0.0014,0.501,0.76,0.0005,0.0,0.0854,0.8476,0.0295,0.4274,0.481
979,9dc156ef68dedba685965fd8494239b3,0.152,0.846,0.42,0.0,10.0,0.251,0.6518,0.117,0.4372,0.639
980,b34e8b34211bd178f4390dddde3694a1,0.0074,0.38,0.769,0.0,6.0,0.163,0.8607,0.0748,0.7919,0.564
981,eb0ce55a2c566d0d2a07ee797cc4bcea,0.0279,0.589,0.938,0.0,6.0,0.323,0.876,0.252,0.391,0.797
982,b31dce8b8b33ae7c95ec100973778d13,0.108,0.599,0.807,0.0,8.0,0.348,0.8257,0.0412,0.4977,0.846
983,1a171b808e63103df72631a4602d9e29,0.28,0.615,0.595,0.0002,2.0,0.052,0.6952,0.0285,0.5846,0.383
984,661d5ddba15598a4cf4f0ed0c58544ec,0.0007,0.702,0.539,0.005,2.0,0.0618,0.7758,0.0277,0.4888,0.751
985,21571f397393435db605127b7999a1fa,0.283,0.456,0.498,0.0,7.0,0.168,0.7247,0.0304,0.5673,0.3
986,c22c45fde6b729dfe6d968db3a0e3344,0.238,0.498,0.723,0.0,10.0,0.353,0.7987,0.05,0.6965,0.882
987,270f7721704422d900b93275514f8f14,0.0266,0.65,0.819,0.0,8.0,0.348,0.9153,0.031,0.4362,0.889
988,17219f6ae6c709b89a44c397a042dafb,0.938,0.621,0.306,0.0001,9.0,0.129,0.7555,0.0268,0.5088,0.0801
989,31b3301cb390265c44cea1e639c897f0,0.0409,0.556,0.436,0.0,7.0,0.119,0.8024,0.0335,0.545,0.0807
990,8427ab14d2c701733a54c4f2ca396d7a,0.109,0.556,0.836,0.0,7.0,0.274,0.9017,0.042,0.5317,0.57
991,3196cb27b42e93f2ce8722a1987db451,0.0431,0.643,0.93,0.0,7.0,0.318,0.8895,0.036,0.5404,0.953
992,dc373604dc7f8cfd0ec10d81fa2c1497,0.205,0.77,0.319,0.0002,10.0,0.0687,0.5726,0.0579,0.5329,0.85
993,1e1ef434007691f902aac290b6426185,0.0026,0.346,0.828,0.0,10.0,0.893,0.8372,0.0388,0.5968,0.251
994,69e4aa14f49098955853a666476a2e5d,0.48,0.395,0.465,0.0,8.0,0.211,0.7841,0.0391,0.5274,0.244
995,8f95e4019fcce499f1986909481f6c4b,0.0,0.47,0.817,0.0,1.0,0.0789,0.8858,0.0279,0.4322,0.467
996,c6ccd4a652dd95166c9524349b6aaf7f,0.0005,0.353,0.991,0.0244,9.0,0.283,0.9152,0.156,0.7635,0.332
997,e5db308efc9bc71bf5bbdd0e4a9dc51d,0.187,0.67,0.871,0.0,7.0,0.19,0.8689,0.0282,0.6384,0.803
998,de4238d1d01d225aeea51884773e43a1,0.178,0.398,0.613,0.0001,1.0,0.339,0.747,0.0961,0.3325,0.343
999,ff50c5ddafb0ab5ad5f32c8bdd19c217,0.258,0.496,0.727,0.0,0.0,0.239,0.6356,0.044,0.5493,0.857
1000,a137bb2957f8fb61d1a8f257e4aefc0b,0.192,0.539,0.89,0.0,0.0,0.102,0.8895,0.0603,0.5457,0.226
1001,26b3cc5f7c106693e407405ec317182e,0.546,0.514,0.628,0.0,4.0,0.161,0.8585,0.0451,0.5888,0.421
1002,e6e59854fb3fa76b20641196aa1b72b4,0.444,0.554,0.599,0.0,6.0,0.136,0.8076,0.0472,0.6422,0.345
1003,87f5fda035dfcb2d68fef460a6cff640,0.0046,0.693,0.723,0.0902,2.0,0.118,0.7496,0.0298,0.4544,0.495
1004,0697906aef76651da724000f889309ee,0.0588,0.607,0.835,0.0,0.0,0.195,0.8643,0.0415,0.6549,0.692
1005,cc678d7f4645fd6566d32284877c14b0,0.117,0.709,0.861,0.0,7.0,0.18,0.895,0.335,0.591,0.773
1006,5c29ab12af73d646ad83a5ec3623876f,0.875,0.543,0.47,0.0009,7.0,0.122,0.817,0.0972,0.7679,0.759
1007,510ce8ca4d24ec092623b7a78ed92b8b,0.128,0.63,0.757,0.0,0.0,0.355,0.8317,0.0359,0.7,0.754
1008,33a94aee3f2ab4374cdf74625186bc0a,0.111,0.702,0.789,0.0,10.0,0.273,0.7448,0.0469,0.549,0.84
1009,b7510a317ec9bcdc9a162b0d15322d7c,0.357,0.62,0.446,0.0,9.0,0.144,0.8308,0.0261,0.4272,0.26
1010,544f69061616e733903b5a7798cbbe9d,0.0186,0.667,0.918,0.0,11.0,0.12,0.88,0.0646,0.8123,0.536
1011,35c13f1060f1ed91e4f9ea69387ff2da,0.0042,0.528,0.729,0.0001,5.0,0.421,0.842,0.0278,0.6494,0.357
1012,8995ac2974ba2ce9b4d8afca463ab415,0.0036,0.956,0.795,0.889,7.0,0.0906,0.8672,0.15,0.5513,0.84
1013,4ea26eb8cf0ccd455205161df78bfbda,0.0415,0.389,0.889,0.0,9.0,0.463,0.8364,0.0442,0.7778,0.516
1014,e34a42b7b8d1d2d9aa98c2f140dba6f8,0.0817,0.503,0.785,0.0,8.0,0.25,0.8811,0.0971,0.7907,0.521
1015,95d878708f0167da57c7ecff99699721,0.0044,0.743,0.962,0.613,11.0,0.352,0.9199,0.0629,0.5818,0.641
1016,1e37eb4297b9b44694431a696a92d4d3,0.337,0.696,0.873,0.0,7.0,0.846,0.8587,0.11,0.5636,0.616
1017,fa76ca8207ecb7132340a588b9a44ddc,0.0302,0.56,0.817,0.0,11.0,0.166,0.8665,0.0365,0.5814,0.514
1018,df1f14af9e0ec415b9d23a9a28069008,0.0273,0.416,0.847,0.0,7.0,0.332,0.8791,0.0468,0.5962,0.719
1019,e7b1466bedc3eb1db424b8340516d727,0.0593,0.588,0.629,0.0,7.0,0.127,0.7076,0.0335,0.5747,0.926
1020,aa2a1fe39848a12a8965cff6e31c5236,0.78,0.483,0.341,0.0016,9.0,0.188,0.7542,0.0261,0.3969,0.587
1021,b95f265216908169262bdd23c0b9924d,0.0744,0.696,0.58,0.0212,9.0,0.32,0.7571,0.0265,0.4781,0.689
1022,5f188f731ca74ce1e3948f95106c0f55,0.188,0.638,0.656,0.0,5.0,0.146,0.8528,0.0357,0.4729,0.217
1023,95556ba242b997fafbc2286dfa93e6b5,0.0055,0.276,0.715,0.0004,0.0,0.201,0.8661,0.0432,0.6229,0.167
1024,c8ddbe609ac1677454b9889f763e1598,0.445,0.717,0.544,0.0,7.0,0.0973,0.8351,0.0371,0.6362,0.648
1025,3158fb54eacf9afd79a1d1076286493a,0.393,0.826,0.753,0.0,0.0,0.208,0.7944,0.0572,0.4794,0.479
1026,b979b0e1bf8ef1d6c491db408f087f12,0.0071,0.567,0.815,0.0,5.0,0.0825,0.9155,0.0579,0.5731,0.41
1027,3e03f2502349c7f28e3de43a458777bb,0.0191,0.616,0.698,0.0279,7.0,0.1,0.7655,0.0315,0.4121,0.884
1028,925f8a1ec53b154728ac3aa6b9692832,0.0805,0.702,0.853,0.0084,4.0,0.0726,0.889,0.0325,0.5203,0.933
1029,3c063d42f83b409207c62e0aa19e7364,0.346,0.839,0.623,0.0138,1.0,0.314,0.6572,0.108,0.4718,0.671
1030,ffb329ed3f8e154b458ce17c5f1cef67,0.57,0.756,0.397,0.0115,7.0,0.0542,0.7325,0.0522,0.4636,0.508
1031,a173c07544d24fbb41fe8f4eddaa7230,0.0004,0.674,0.907,0.608,1.0,0.104,0.8323,0.0714,0.4611,0.57
1032,98c6153c467f43460c1c86739adeb899,0.277,0.59,0.828,0.0,0.0,0.0868,0.843,0.0439,0.5061,0.643
1033,64a94040d44d7cd9f6333640631b5685,0.885,0.258,0.215,0.196,9.0,0.484,0.6522,0.0352,0.4407,0.213
1034,493a3824bad8ef7da93dd0f69dd14b1e,0.0041,0.425,0.954,0.0,1.0,0.0555,0.9061,0.0476,0.8093,0.939
1035,b48e3794a9457141e4bff2c4aa23bce2,0.0391,0.7,0.758,0.0001,6.0,0.289,0.8542,0.112,0.6365,0.583
1036,45ec04c1bbfbe7d88478a2972afce716,0.128,0.417,0.663,0.0,2.0,0.0828,0.8154,0.0325,0.4146,0.443
1037,cd01cc0f7397b63c7521d237482d1ddf,0.196,0.841,0.811,0.0,3.0,0.132,0.8329,0.0521,0.542,0.885
